Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
BAL,13-2,1,40.9%,1,47.2%,1,29.7%,1,33.4%,5,-10.8%,4,-15.6%,14,0.3%,25,-1.9%
NE,12-3,2,35.6%,4,28.5%,11,5.1%,13,1.2%,1,-30.1%,1,-26.0%,13,0.5%,13,1.3%
NO,12-3,3,31.6%,2,38.3%,4,20.9%,2,25.1%,9,-7.2%,8,-8.8%,3,3.5%,4,4.3%
KC,11-4,4,29.1%,3,30.9%,3,23.6%,4,21.8%,11,-3.2%,10,-5.4%,7,2.3%,7,3.7%
SF,12-3,5,28.4%,5,24.8%,9,6.0%,9,4.6%,2,-21.3%,3,-17.9%,10,1.1%,10,2.3%
MIN,10-5,6,18.3%,6,19.3%,10,5.5%,11,3.4%,4,-12.5%,5,-14.4%,15,0.3%,12,1.5%
DAL,7-8,7,17.9%,9,11.5%,2,25.0%,3,21.9%,19,2.8%,22,5.1%,31,-4.3%,31,-5.4%
SEA,11-4,8,12.6%,8,11.6%,5,17.0%,6,13.5%,20,2.8%,18,1.1%,24,-1.6%,19,-0.9%
GB,12-3,9,9.3%,11,7.6%,7,8.5%,7,7.0%,15,-0.5%,16,0.1%,17,0.2%,15,0.6%
LAR,8-7,10,6.2%,13,5.4%,17,-0.2%,18,-2.2%,8,-7.8%,9,-8.8%,23,-1.4%,22,-1.1%
BUF,10-5,11,4.5%,7,11.9%,21,-5.1%,19,-2.3%,6,-10.6%,7,-13.7%,20,-1.0%,16,0.4%
PHI,8-7,12,3.5%,14,2.6%,15,1.9%,17,-0.8%,14,-2.0%,12,-3.7%,19,-0.4%,18,-0.4%
TEN,8-7,13,2.8%,10,8.0%,6,9.3%,5,17.1%,21,2.9%,23,5.2%,28,-3.7%,29,-3.9%
TB,7-8,14,1.9%,12,6.9%,23,-7.1%,20,-6.3%,7,-10.4%,6,-14.3%,21,-1.4%,23,-1.1%
HOU,10-5,15,1.3%,17,-0.5%,16,1.2%,16,-0.2%,18,2.7%,21,4.3%,5,2.8%,5,4.0%
ATL,6-9,16,-3.5%,16,1.8%,14,2.3%,10,3.5%,17,2.1%,15,-0.7%,29,-3.7%,26,-2.4%
IND,7-8,17,-3.6%,18,-3.4%,18,-2.5%,23,-6.7%,16,1.9%,17,0.2%,12,0.8%,8,3.5%
CHI,7-8,18,-3.7%,19,-4.0%,25,-10.2%,24,-9.0%,10,-5.5%,11,-4.8%,11,1.0%,17,0.2%
ARI,5-9-1,19,-3.9%,15,1.8%,13,2.4%,8,6.1%,22,3.6%,19,1.6%,26,-2.7%,27,-2.6%
PIT,8-7,20,-5.8%,20,-5.0%,31,-24.8%,32,-31.5%,3,-16.1%,2,-21.8%,4,2.9%,3,4.7%
CLE,6-9,21,-7.7%,23,-9.3%,20,-3.1%,15,0.2%,23,4.6%,25,8.0%,18,0.0%,24,-1.4%
LAC,5-10,22,-8.1%,22,-7.7%,12,3.0%,14,1.2%,25,7.2%,20,4.2%,30,-3.8%,30,-4.7%
DET,3-11-1,23,-9.8%,26,-17.8%,19,-3.0%,22,-6.5%,26,8.0%,28,13.1%,9,1.2%,11,1.7%
DEN,6-9,24,-10.0%,21,-7.6%,24,-9.4%,25,-10.0%,13,-2.1%,13,-3.5%,27,-2.7%,20,-1.0%
OAK,7-8,25,-13.0%,27,-18.4%,8,6.2%,12,3.2%,31,17.2%,30,18.3%,25,-2.1%,28,-3.3%
NYG,4-11,26,-17.6%,25,-15.8%,22,-6.4%,21,-6.3%,28,11.5%,26,10.7%,16,0.3%,14,1.1%
NYJ,6-9,27,-20.0%,24,-13.4%,32,-26.3%,31,-21.6%,12,-2.5%,14,-2.9%,2,3.8%,2,5.3%
JAX,5-10,28,-23.4%,31,-34.9%,26,-11.9%,28,-18.0%,29,13.6%,31,19.4%,8,2.0%,9,2.5%
CAR,5-10,29,-24.2%,30,-34.1%,27,-13.0%,27,-16.6%,24,6.8%,27,11.1%,32,-4.4%,32,-6.5%
WAS,3-12,30,-24.5%,28,-23.1%,28,-18.7%,30,-19.4%,27,8.5%,24,7.6%,6,2.7%,6,3.9%
CIN,1-14,31,-31.0%,29,-26.7%,29,-18.9%,29,-18.1%,30,17.0%,29,15.1%,1,4.9%,1,6.5%
MIA,4-11,32,-45.0%,32,-37.2%,30,-19.6%,26,-14.8%,32,24.0%,32,21.4%,22,-1.4%,21,-1.0%
