Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
BAL,14-2,1,41.2%,1,48.2%,1,28.2%,1,30.8%,5,-11.6%,2,-17.8%,9,1.5%,22,-0.4%
NO,13-3,2,32.8%,2,42.2%,4,22.0%,2,28.6%,8,-7.1%,8,-9.3%,3,3.7%,5,4.3%
NE,12-4,3,30.7%,5,19.5%,11,4.3%,16,-0.4%,1,-25.2%,3,-17.2%,11,1.2%,10,2.7%
KC,12-4,4,30.1%,3,31.7%,3,23.5%,4,20.6%,14,-2.6%,14,-4.3%,2,4.1%,1,6.9%
SF,13-3,5,29.0%,4,25.5%,7,7.8%,7,7.3%,2,-20.3%,4,-15.7%,12,1.0%,11,2.5%
DAL,8-8,6,19.9%,8,14.2%,2,24.5%,5,20.5%,16,0.7%,17,1.5%,30,-3.9%,30,-4.7%
MIN,10-6,7,17.9%,6,18.1%,10,4.8%,13,1.4%,4,-12.3%,6,-14.3%,14,0.8%,12,2.4%
SEA,11-5,8,12.7%,9,10.2%,5,17.7%,6,13.4%,21,4.1%,22,3.8%,20,-0.9%,16,0.5%
GB,13-3,9,7.7%,13,5.4%,8,6.6%,9,4.3%,15,-1.0%,16,-0.8%,18,0.1%,17,0.3%
TEN,9-7,10,7.6%,7,17.6%,6,13.0%,3,23.6%,18,1.9%,20,2.8%,29,-3.5%,27,-3.2%
PHI,9-7,11,5.5%,11,6.0%,14,2.4%,14,0.6%,12,-3.1%,12,-4.8%,19,0.0%,15,0.7%
LAR,9-7,12,5.3%,14,4.7%,16,0.6%,15,0.5%,9,-6.1%,9,-5.7%,23,-1.5%,25,-1.4%
BUF,10-6,13,1.6%,10,7.4%,21,-7.1%,20,-5.6%,7,-9.9%,7,-12.7%,21,-1.2%,19,0.2%
TB,7-9,14,0.3%,12,5.6%,23,-7.4%,22,-6.5%,6,-10.5%,5,-15.5%,27,-2.8%,29,-3.4%
ATL,7-9,15,-1.9%,15,4.3%,15,2.3%,10,3.5%,17,1.4%,15,-2.2%,28,-2.9%,24,-1.3%
HOU,10-6,16,-2.2%,19,-6.8%,17,0.6%,17,-1.8%,22,5.6%,24,9.5%,5,2.9%,4,4.5%
ARI,5-10-1,17,-3.2%,16,3.0%,13,3.2%,8,7.0%,20,4.0%,18,1.9%,26,-2.4%,26,-2.1%
CHI,8-8,18,-3.2%,17,-2.8%,25,-9.9%,25,-8.8%,10,-5.8%,10,-5.7%,13,0.9%,18,0.3%
PIT,8-8,19,-5.8%,18,-6.0%,31,-25.1%,32,-32.7%,3,-17.8%,1,-24.0%,8,1.5%,9,2.7%
IND,7-9,20,-6.0%,20,-7.4%,19,-3.4%,23,-7.8%,19,3.0%,19,2.8%,16,0.4%,8,3.2%
DET,3-12-1,21,-8.1%,25,-15.2%,18,-3.0%,21,-6.2%,23,6.5%,26,11.0%,10,1.4%,13,2.0%
LAC,5-11,22,-8.9%,21,-7.5%,12,3.5%,12,2.8%,25,7.2%,21,3.6%,32,-5.1%,32,-6.7%
DEN,7-9,23,-10.4%,22,-8.6%,26,-11.3%,26,-13.0%,13,-2.8%,13,-4.3%,24,-1.9%,20,0.2%
CLE,6-10,24,-10.6%,24,-14.0%,20,-4.8%,18,-2.1%,24,6.6%,27,11.6%,15,0.8%,21,-0.3%
OAK,7-9,25,-12.7%,26,-16.6%,9,5.4%,11,3.0%,31,15.8%,30,16.1%,25,-2.3%,28,-3.4%
NYJ,7-9,26,-17.8%,23,-10.5%,32,-25.4%,29,-20.3%,11,-4.2%,11,-5.2%,4,3.4%,3,4.7%
NYG,4-12,27,-18.6%,27,-16.7%,22,-7.4%,24,-7.9%,28,11.6%,25,9.9%,17,0.3%,14,1.2%
JAX,6-10,28,-19.4%,31,-29.6%,24,-9.9%,28,-14.8%,29,12.3%,31,18.4%,6,2.7%,7,3.6%
CAR,5-11,29,-26.5%,32,-40.5%,27,-14.4%,30,-20.4%,26,8.0%,29,13.6%,31,-4.1%,31,-6.5%
WAS,3-13,30,-26.9%,30,-27.2%,30,-20.7%,31,-22.5%,27,9.0%,23,8.6%,7,2.7%,6,4.0%
CIN,2-14,31,-27.6%,28,-20.9%,29,-16.6%,27,-14.7%,30,15.6%,28,12.2%,1,4.6%,2,6.1%
MIA,5-11,32,-38.8%,29,-26.8%,28,-14.5%,19,-5.2%,32,23.0%,32,20.9%,22,-1.3%,23,-0.7%
