Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
BAL,1-0,1,119.2%,1,119.2%,2,56.0%,2,56.0%,2,-55.7%,2,-55.7%,3,7.5%,3,7.5%
NE,1-0,2,70.3%,2,70.3%,4,39.3%,4,39.3%,9,-25.2%,9,-25.2%,5,5.7%,5,5.7%
DAL,1-0,3,67.3%,3,67.3%,1,60.3%,1,60.3%,15,-5.7%,15,-5.7%,18,1.3%,18,1.3%
TEN,1-0,4,66.7%,4,66.7%,12,23.4%,12,23.4%,4,-38.0%,4,-38.0%,7,5.4%,7,5.4%
OAK,1-0,5,49.9%,5,49.9%,6,35.2%,6,35.2%,16,-5.1%,16,-5.1%,2,9.5%,2,9.5%
SF,1-0,6,32.1%,6,32.1%,24,-25.7%,24,-25.7%,1,-57.7%,1,-57.7%,20,0.0%,20,0.0%
MIN,1-0,7,28.4%,7,28.4%,14,8.0%,14,8.0%,8,-25.7%,8,-25.7%,25,-5.3%,25,-5.3%
KC,1-0,8,22.1%,8,22.1%,3,52.6%,3,52.6%,26,32.3%,26,32.3%,17,1.7%,17,1.7%
WAS,0-1,9,19.0%,9,19.0%,5,38.6%,5,38.6%,23,21.4%,23,21.4%,16,1.8%,16,1.8%
LAR,1-0,10,10.9%,10,10.9%,15,5.3%,15,5.3%,14,-13.5%,14,-13.5%,26,-7.8%,26,-7.8%
DET,0-0-1,11,9.8%,11,9.8%,16,-3.1%,16,-3.1%,6,-30.0%,6,-30.0%,31,-17.1%,31,-17.1%
SEA,1-0,12,9.7%,12,9.7%,20,-14.6%,20,-14.6%,11,-20.6%,11,-20.6%,12,3.7%,12,3.7%
NO,1-0,13,9.0%,13,9.0%,11,23.7%,11,23.7%,24,21.5%,24,21.5%,4,6.9%,4,6.9%
LAC,1-0,14,3.9%,14,3.9%,10,23.7%,10,23.7%,25,21.8%,25,21.8%,15,2.0%,15,2.0%
BUF,1-0,15,3.0%,15,3.0%,23,-21.5%,23,-21.5%,10,-23.3%,10,-23.3%,19,1.2%,19,1.2%
GB,1-0,16,1.5%,16,1.5%,28,-41.0%,28,-41.0%,3,-38.6%,3,-38.6%,11,3.9%,11,3.9%
HOU,0-1,17,-0.6%,17,-0.6%,13,18.6%,13,18.6%,21,16.9%,21,16.9%,23,-2.2%,23,-2.2%
CHI,0-1,18,-2.9%,18,-2.9%,29,-42.4%,29,-42.4%,5,-35.2%,5,-35.2%,10,4.3%,10,4.3%
PHI,1-0,19,-3.0%,19,-3.0%,7,32.6%,7,32.6%,29,40.5%,29,40.5%,9,4.9%,9,4.9%
JAX,0-1,20,-9.9%,20,-9.9%,8,31.2%,8,31.2%,30,43.2%,30,43.2%,14,2.1%,14,2.1%
CAR,0-1,21,-11.4%,21,-11.4%,18,-8.5%,18,-8.5%,18,1.7%,18,1.7%,21,-1.2%,21,-1.2%
NYJ,0-1,22,-13.9%,22,-13.9%,22,-21.0%,22,-21.0%,12,-16.6%,12,-16.6%,30,-9.5%,30,-9.5%
IND,0-1,23,-14.0%,23,-14.0%,9,27.5%,9,27.5%,22,20.6%,22,20.6%,32,-21.0%,32,-21.0%
CIN,0-1,24,-14.6%,24,-14.6%,21,-20.6%,21,-20.6%,13,-14.2%,13,-14.2%,28,-8.3%,28,-8.3%
ARI,0-0-1,25,-15.8%,25,-15.8%,25,-28.0%,25,-28.0%,17,-2.2%,17,-2.2%,1,10.0%,1,10.0%
ATL,0-1,26,-44.0%,26,-44.0%,27,-40.5%,27,-40.5%,19,8.8%,19,8.8%,8,5.3%,8,5.3%
CLE,0-1,27,-45.1%,27,-45.1%,26,-34.9%,26,-34.9%,20,15.6%,20,15.6%,6,5.4%,6,5.4%
TB,0-1,28,-47.3%,28,-47.3%,32,-66.3%,32,-66.3%,7,-27.6%,7,-27.6%,29,-8.5%,29,-8.5%
DEN,0-1,29,-48.9%,29,-48.9%,17,-4.5%,17,-4.5%,27,36.4%,27,36.4%,27,-8.1%,27,-8.1%
NYG,0-1,30,-66.1%,30,-66.1%,19,-14.3%,19,-14.3%,31,50.7%,31,50.7%,22,-1.2%,22,-1.2%
PIT,0-1,31,-86.2%,31,-86.2%,31,-44.8%,31,-44.8%,28,37.3%,28,37.3%,24,-4.1%,24,-4.1%
MIA,0-1,32,-98.3%,32,-98.3%,30,-42.6%,30,-42.6%,32,59.0%,32,59.0%,13,3.3%,13,3.3%
