Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SF,4-0,1,57.7%,1,57.7%,4,15.8%,4,15.8%,2,-45.4%,2,-45.4%,27,-3.5%,27,-3.5%
NE,5-0,2,56.4%,2,56.4%,8,9.9%,8,9.9%,1,-48.3%,1,-48.3%,18,-1.7%,18,-1.7%
DAL,3-2,3,25.2%,3,25.2%,2,27.9%,2,27.9%,15,-1.7%,15,-1.7%,28,-4.4%,28,-4.4%
KC,4-1,4,23.4%,4,23.4%,1,28.3%,1,28.3%,19,1.9%,19,1.9%,24,-3.0%,24,-3.0%
PHI,3-2,5,18.8%,5,18.8%,6,12.9%,6,12.9%,9,-6.3%,9,-6.3%,12,-0.5%,12,-0.5%
MIN,3-2,6,14.8%,6,14.8%,12,4.5%,12,4.5%,4,-12.0%,4,-12.0%,17,-1.6%,17,-1.6%
SEA,4-1,7,12.4%,7,12.4%,3,20.5%,3,20.5%,22,5.4%,22,5.4%,21,-2.7%,21,-2.7%
GB,4-1,8,11.9%,8,11.9%,9,6.4%,9,6.4%,10,-6.3%,10,-6.3%,14,-0.8%,14,-0.8%
DET,2-1-1,9,11.5%,9,11.5%,17,1.9%,17,1.9%,6,-8.5%,6,-8.5%,9,1.0%,9,1.0%
HOU,3-2,10,11.3%,10,11.3%,15,3.7%,15,3.7%,7,-8.4%,7,-8.4%,15,-0.9%,15,-0.9%
BAL,3-2,11,11.2%,11,11.2%,5,14.0%,5,14.0%,28,12.3%,28,12.3%,1,9.4%,1,9.4%
NO,4-1,12,7.6%,12,7.6%,13,3.8%,13,3.8%,17,1.6%,17,1.6%,2,5.4%,2,5.4%
CHI,3-2,13,4.0%,13,4.0%,26,-9.4%,26,-9.4%,5,-10.2%,5,-10.2%,4,3.2%,4,3.2%
JAX,2-3,14,4.0%,14,4.0%,7,11.2%,7,11.2%,26,10.4%,26,10.4%,5,3.1%,5,3.1%
CAR,3-2,15,3.5%,15,3.5%,21,-4.6%,21,-4.6%,8,-8.4%,8,-8.4%,11,-0.3%,11,-0.3%
BUF,4-1,16,2.1%,16,2.1%,27,-10.2%,27,-10.2%,3,-15.0%,3,-15.0%,22,-2.7%,22,-2.7%
LAR,3-2,17,1.9%,17,1.9%,11,4.6%,11,4.6%,21,3.9%,21,3.9%,7,1.2%,7,1.2%
TB,2-3,18,1.0%,18,1.0%,18,1.4%,18,1.4%,14,-2.4%,14,-2.4%,23,-2.8%,23,-2.8%
OAK,3-2,19,-1.3%,19,-1.3%,14,3.8%,14,3.8%,20,3.6%,20,3.6%,16,-1.5%,16,-1.5%
PIT,1-4,20,-3.8%,20,-3.8%,24,-8.1%,24,-8.1%,11,-6.3%,11,-6.3%,19,-1.9%,19,-1.9%
LAC,2-3,21,-8.1%,21,-8.1%,16,2.6%,16,2.6%,27,11.9%,27,11.9%,8,1.2%,8,1.2%
DEN,1-4,22,-10.1%,22,-10.1%,19,-0.4%,19,-0.4%,18,1.8%,18,1.8%,32,-7.9%,32,-7.9%
TEN,2-3,23,-10.7%,23,-10.7%,25,-9.2%,25,-9.2%,12,-3.6%,12,-3.6%,30,-5.0%,30,-5.0%
IND,3-2,24,-11.2%,24,-11.2%,10,6.2%,10,6.2%,29,12.8%,29,12.8%,29,-4.6%,29,-4.6%
ATL,1-4,25,-13.5%,25,-13.5%,20,-1.0%,20,-1.0%,23,9.3%,23,9.3%,26,-3.3%,26,-3.3%
NYG,2-3,26,-14.6%,26,-14.6%,22,-4.9%,22,-4.9%,25,10.2%,25,10.2%,10,0.6%,10,0.6%
CLE,2-3,27,-17.5%,27,-17.5%,29,-20.8%,29,-20.8%,16,0.4%,16,0.4%,3,3.8%,3,3.8%
ARI,1-3-1,28,-20.7%,28,-20.7%,23,-7.9%,23,-7.9%,24,9.6%,24,9.6%,25,-3.2%,25,-3.2%
WAS,0-5,29,-36.4%,29,-36.4%,30,-24.5%,30,-24.5%,30,14.9%,30,14.9%,6,3.1%,6,3.1%
NYJ,0-4,30,-41.2%,30,-41.2%,31,-43.6%,31,-43.6%,13,-3.0%,13,-3.0%,13,-0.5%,13,-0.5%
CIN,0-5,31,-45.0%,31,-45.0%,28,-19.8%,28,-19.8%,31,23.2%,31,23.2%,20,-1.9%,20,-1.9%
MIA,0-4,32,-97.8%,32,-97.8%,32,-52.0%,32,-52.0%,32,40.7%,32,40.7%,31,-5.1%,31,-5.1%
