Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,3-0,1,88.7%,1,88.7%,4,26.3%,4,26.3%,1,-65.6%,1,-65.6%,24,-3.2%,24,-3.2%
DAL,3-0,2,68.5%,2,68.5%,1,56.2%,1,56.2%,10,-11.9%,10,-11.9%,10,0.5%,10,0.5%
SF,3-0,3,52.8%,3,52.8%,7,11.8%,7,11.8%,2,-42.1%,2,-42.1%,16,-1.2%,16,-1.2%
BAL,2-1,4,42.2%,4,42.2%,3,37.0%,3,37.0%,19,3.2%,19,3.2%,2,8.4%,2,8.4%
KC,3-0,5,42.0%,5,42.0%,2,48.0%,2,48.0%,20,5.8%,20,5.8%,11,-0.3%,11,-0.3%
LAR,3-0,6,21.6%,6,21.6%,16,0.3%,16,0.3%,4,-22.3%,4,-22.3%,14,-1.0%,14,-1.0%
GB,3-0,7,21.5%,7,21.5%,20,-6.0%,20,-6.0%,3,-26.2%,3,-26.2%,8,1.3%,8,1.3%
SEA,2-1,8,20.0%,8,20.0%,5,21.9%,5,21.9%,16,-2.0%,16,-2.0%,26,-3.9%,26,-3.9%
MIN,2-1,9,15.7%,9,15.7%,9,10.0%,9,10.0%,12,-10.4%,12,-10.4%,27,-4.7%,27,-4.7%
DET,2-0-1,10,13.8%,10,13.8%,13,2.8%,13,2.8%,9,-13.6%,9,-13.6%,20,-2.6%,20,-2.6%
BUF,3-0,11,10.2%,11,10.2%,18,-2.8%,18,-2.8%,6,-17.8%,6,-17.8%,28,-4.8%,28,-4.8%
HOU,2-1,12,8.9%,12,8.9%,10,7.8%,10,7.8%,15,-2.2%,15,-2.2%,15,-1.0%,15,-1.0%
CAR,1-2,13,7.8%,13,7.8%,21,-7.1%,21,-7.1%,11,-11.6%,11,-11.6%,5,3.4%,5,3.4%
CHI,2-1,14,6.7%,14,6.7%,24,-11.2%,24,-11.2%,5,-19.6%,5,-19.6%,17,-1.7%,17,-1.7%
TEN,1-2,15,4.6%,15,4.6%,17,-1.9%,17,-1.9%,13,-8.5%,13,-8.5%,19,-2.0%,19,-2.0%
JAX,1-2,16,3.1%,16,3.1%,14,1.3%,14,1.3%,18,1.9%,18,1.9%,4,3.7%,4,3.7%
CLE,1-2,17,-4.5%,17,-4.5%,29,-24.8%,29,-24.8%,8,-14.9%,8,-14.9%,3,5.4%,3,5.4%
IND,2-1,18,-7.3%,18,-7.3%,6,19.4%,6,19.4%,23,17.9%,23,17.9%,32,-8.8%,32,-8.8%
TB,1-2,19,-7.7%,19,-7.7%,26,-15.7%,26,-15.7%,7,-16.4%,7,-16.4%,31,-8.4%,31,-8.4%
PHI,1-2,20,-8.2%,20,-8.2%,11,5.5%,11,5.5%,21,7.6%,21,7.6%,30,-6.1%,30,-6.1%
ATL,1-2,21,-9.6%,21,-9.6%,22,-7.1%,22,-7.1%,17,1.6%,17,1.6%,13,-1.0%,13,-1.0%
NO,2-1,22,-10.4%,22,-10.4%,15,0.7%,15,0.7%,26,21.3%,26,21.3%,1,10.2%,1,10.2%
LAC,1-2,23,-17.2%,23,-17.2%,8,10.5%,8,10.5%,28,22.3%,28,22.3%,29,-5.4%,29,-5.4%
WAS,0-3,24,-17.4%,24,-17.4%,12,4.6%,12,4.6%,29,24.2%,29,24.2%,6,2.2%,6,2.2%
ARI,0-2-1,25,-29.8%,25,-29.8%,27,-20.7%,27,-20.7%,22,10.2%,22,10.2%,9,1.1%,9,1.1%
NYG,1-2,26,-30.1%,26,-30.1%,19,-3.4%,19,-3.4%,31,28.7%,31,28.7%,7,2.1%,7,2.1%
DEN,0-3,27,-30.2%,27,-30.2%,23,-7.7%,23,-7.7%,25,19.6%,25,19.6%,21,-2.9%,21,-2.9%
NYJ,0-3,28,-36.4%,28,-36.4%,31,-41.0%,31,-41.0%,14,-6.6%,14,-6.6%,18,-2.0%,18,-2.0%
OAK,1-2,29,-37.3%,29,-37.3%,25,-15.3%,25,-15.3%,27,21.6%,27,21.6%,12,-0.5%,12,-0.5%
PIT,0-3,30,-52.1%,30,-52.1%,28,-24.1%,28,-24.1%,30,24.8%,30,24.8%,23,-3.2%,23,-3.2%
CIN,0-3,31,-54.7%,31,-54.7%,30,-32.4%,30,-32.4%,24,19.4%,24,19.4%,22,-3.0%,22,-3.0%
MIA,0-3,32,-115.8%,32,-115.8%,32,-67.5%,32,-67.5%,32,44.4%,32,44.4%,25,-3.9%,25,-3.9%
