Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,7-0,1,56.1%,1,55.7%,13,4.8%,13,4.1%,1,-52.1%,1,-52.2%,17,-0.8%,16,-0.7%
SF,6-0,2,38.6%,2,38.4%,14,3.0%,14,2.4%,2,-39.0%,2,-39.4%,27,-3.4%,28,-3.4%
DAL,4-3,3,29.9%,3,29.7%,1,27.5%,1,26.8%,10,-3.4%,10,-4.0%,19,-1.0%,19,-1.1%
KC,5-2,4,26.8%,4,25.9%,2,25.6%,2,25.0%,13,-2.7%,14,-2.5%,23,-1.5%,23,-1.6%
MIN,5-2,5,21.2%,5,21.6%,5,16.6%,4,16.9%,6,-6.0%,7,-5.9%,22,-1.4%,20,-1.2%
GB,6-1,6,19.3%,6,19.2%,4,16.9%,3,17.6%,9,-3.7%,12,-3.2%,21,-1.4%,22,-1.5%
NO,6-1,7,18.1%,7,18.7%,7,11.6%,7,11.8%,7,-5.9%,6,-6.6%,10,0.5%,12,0.3%
BAL,5-2,8,15.6%,8,14.9%,6,14.2%,6,13.8%,21,3.1%,21,3.2%,3,4.5%,4,4.3%
CAR,4-2,9,12.5%,9,13.4%,20,-2.1%,21,-1.7%,3,-13.2%,3,-13.9%,8,1.3%,8,1.2%
DET,2-3-1,10,9.9%,10,10.4%,11,5.1%,11,5.3%,18,-0.9%,18,-0.5%,4,3.9%,3,4.6%
LAR,4-3,11,9.7%,11,8.9%,17,0.4%,18,-0.3%,4,-8.6%,4,-8.3%,9,0.8%,9,0.9%
SEA,5-2,12,8.6%,12,8.4%,3,16.9%,5,16.9%,22,3.9%,22,3.9%,30,-4.5%,30,-4.7%
HOU,4-3,13,7.9%,13,7.9%,10,6.2%,10,6.4%,16,-1.8%,16,-1.7%,14,-0.2%,14,-0.2%
JAX,3-4,14,5.8%,14,6.1%,12,5.0%,12,5.1%,20,1.1%,20,0.9%,6,2.0%,6,1.9%
PHI,3-4,15,0.9%,15,1.4%,19,-1.5%,19,-1.5%,15,-2.0%,13,-2.6%,12,0.4%,13,0.2%
TB,2-4,16,-1.8%,17,-1.9%,18,0.3%,17,0.7%,19,-0.4%,19,0.3%,24,-2.4%,24,-2.3%
CHI,3-3,17,-2.5%,19,-2.8%,26,-12.7%,25,-12.8%,8,-4.3%,9,-4.0%,1,6.0%,1,6.1%
PIT,2-4,18,-2.6%,16,-1.6%,22,-4.8%,22,-5.1%,11,-3.4%,8,-4.7%,20,-1.2%,21,-1.2%
BUF,5-1,19,-2.9%,18,-2.5%,23,-5.6%,23,-5.8%,12,-3.3%,11,-3.8%,15,-0.6%,15,-0.5%
OAK,3-3,20,-5.0%,20,-4.7%,8,8.9%,8,9.1%,30,15.4%,30,15.3%,7,1.5%,7,1.4%
IND,4-2,21,-6.2%,21,-6.1%,9,7.6%,9,7.2%,27,10.4%,27,10.3%,28,-3.4%,27,-3.0%
LAC,2-5,22,-11.0%,22,-11.0%,15,2.6%,15,2.4%,29,13.8%,29,13.8%,13,0.2%,11,0.4%
ARI,3-3-1,23,-11.8%,23,-11.6%,16,0.5%,16,0.9%,26,9.8%,26,10.0%,26,-2.5%,26,-2.6%
DEN,2-5,24,-12.2%,24,-11.8%,24,-11.8%,24,-12.2%,5,-7.1%,5,-7.9%,32,-7.4%,32,-7.4%
CLE,2-4,25,-14.2%,25,-14.1%,27,-14.5%,27,-14.3%,23,5.1%,23,5.1%,2,5.4%,2,5.4%
TEN,3-4,26,-16.7%,26,-17.6%,28,-14.9%,28,-15.4%,14,-2.1%,15,-1.9%,29,-3.9%,29,-4.0%
ATL,1-6,27,-18.8%,27,-18.7%,21,-2.3%,20,-1.6%,28,11.9%,28,12.3%,31,-4.7%,31,-4.8%
NYG,2-5,28,-20.9%,28,-20.7%,25,-12.5%,26,-13.0%,24,7.5%,24,6.7%,18,-0.9%,18,-1.0%
WAS,1-6,29,-31.6%,29,-32.5%,29,-21.9%,29,-23.5%,25,9.0%,25,8.3%,16,-0.7%,17,-0.8%
NYJ,1-5,30,-36.7%,30,-37.0%,31,-38.7%,32,-39.2%,17,-1.5%,17,-1.4%,11,0.5%,10,0.8%
CIN,0-7,31,-42.9%,31,-42.7%,30,-25.8%,30,-26.2%,31,20.4%,31,20.1%,5,3.3%,5,3.5%
MIA,0-6,32,-78.1%,32,-77.4%,32,-39.6%,31,-39.1%,32,36.0%,32,35.8%,25,-2.5%,25,-2.6%
