Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
BAL,10-2,1,40.8%,1,46.8%,1,30.0%,1,33.3%,6,-8.0%,5,-11.6%,2,2.9%,6,1.9%
NE,10-2,2,37.8%,2,32.9%,10,5.5%,11,3.2%,1,-32.4%,1,-29.2%,15,-0.2%,11,0.4%
SF,10-2,3,35.0%,3,32.4%,8,6.2%,10,4.4%,2,-29.3%,2,-27.7%,16,-0.5%,13,0.3%
KC,8-4,4,25.6%,5,25.4%,3,22.9%,3,20.9%,14,-1.1%,16,-2.0%,4,1.5%,3,2.5%
NO,10-2,5,25.1%,4,27.7%,5,13.8%,5,15.1%,4,-10.0%,4,-12.0%,7,1.4%,10,0.6%
DAL,6-6,6,20.4%,7,19.0%,2,26.4%,2,24.8%,18,1.2%,18,0.3%,32,-4.8%,31,-5.5%
SEA,10-2,7,19.4%,6,20.8%,4,21.5%,4,20.6%,17,-0.1%,15,-2.2%,24,-2.3%,25,-2.0%
MIN,8-4,8,18.0%,8,18.9%,6,13.2%,6,14.4%,8,-5.8%,8,-5.2%,21,-1.0%,20,-0.7%
GB,9-3,9,4.7%,12,1.5%,7,11.4%,7,12.1%,24,6.2%,28,10.1%,17,-0.5%,18,-0.6%
LAR,7-5,10,4.2%,11,2.4%,20,-3.8%,21,-6.9%,5,-8.0%,6,-9.4%,14,0.0%,16,-0.1%
BUF,9-3,11,3.7%,9,6.4%,18,-1.2%,16,0.8%,7,-6.2%,7,-6.6%,23,-1.3%,21,-1.0%
PHI,5-7,12,3.6%,10,2.7%,13,2.4%,17,0.5%,13,-2.3%,12,-3.7%,22,-1.0%,23,-1.4%
HOU,8-4,13,2.9%,13,1.4%,9,6.0%,9,5.4%,20,4.5%,23,6.0%,8,1.3%,5,2.0%
CLE,5-7,14,-0.1%,14,1.1%,17,-0.8%,14,1.9%,16,-0.6%,17,-0.6%,13,0.1%,22,-1.4%
PIT,7-5,15,-0.4%,16,-0.9%,28,-16.5%,30,-20.8%,3,-14.7%,3,-17.6%,5,1.5%,4,2.3%
TEN,7-5,16,-2.3%,15,0.6%,12,2.8%,8,7.0%,19,2.2%,21,3.8%,27,-2.8%,26,-2.6%
IND,6-6,17,-3.9%,17,-2.7%,19,-1.3%,19,-3.8%,15,-0.8%,11,-4.1%,29,-3.4%,27,-2.9%
CHI,6-6,18,-4.1%,19,-5.0%,25,-11.1%,23,-10.9%,9,-5.6%,9,-5.1%,6,1.4%,9,0.9%
TB,5-7,19,-4.3%,18,-3.1%,22,-7.3%,22,-8.0%,10,-3.5%,10,-4.8%,18,-0.5%,14,0.1%
DET,3-8-1,20,-5.2%,21,-8.5%,15,1.2%,15,1.6%,25,6.7%,29,10.2%,12,0.3%,15,0.0%
ARI,3-8-1,21,-9.5%,20,-6.9%,16,0.9%,12,3.0%,28,9.5%,26,9.3%,20,-0.9%,19,-0.6%
LAC,4-8,22,-10.4%,22,-10.5%,14,1.3%,18,-0.1%,26,7.1%,22,4.7%,31,-4.5%,32,-5.7%
ATL,3-9,23,-12.9%,23,-12.5%,21,-4.1%,20,-5.6%,23,5.3%,20,3.4%,30,-3.5%,28,-3.5%
OAK,6-6,24,-13.6%,25,-17.0%,11,4.1%,13,2.3%,30,14.7%,31,15.5%,28,-3.0%,30,-3.8%
DEN,4-8,25,-13.9%,24,-14.5%,27,-13.8%,28,-16.3%,12,-2.5%,13,-3.4%,26,-2.6%,24,-1.5%
JAX,4-8,26,-16.4%,27,-21.3%,23,-9.5%,25,-13.8%,27,7.7%,25,7.8%,10,0.8%,12,0.3%
CAR,5-7,27,-17.8%,28,-23.9%,24,-10.5%,24,-12.6%,22,4.8%,24,7.7%,25,-2.6%,29,-3.6%
NYJ,4-8,28,-20.5%,26,-18.6%,31,-25.9%,31,-24.2%,11,-2.9%,14,-2.3%,3,2.5%,2,3.3%
NYG,2-10,29,-22.8%,29,-24.6%,26,-13.3%,26,-15.8%,29,10.2%,27,9.7%,11,0.7%,8,0.9%
WAS,3-9,30,-30.1%,30,-30.5%,32,-26.6%,32,-30.0%,21,4.7%,19,1.6%,9,1.2%,7,1.2%
CIN,1-11,31,-31.2%,31,-30.5%,29,-19.3%,29,-20.6%,31,15.7%,30,14.7%,1,3.9%,1,4.8%
MIA,3-9,32,-47.1%,32,-40.0%,30,-20.8%,27,-16.2%,32,25.4%,32,23.2%,19,-0.9%,17,-0.5%
