Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
BAL,11-2,1,41.5%,1,47.9%,1,26.8%,1,29.1%,4,-11.9%,4,-16.8%,4,2.7%,7,1.9%
NE,10-3,2,35.6%,4,29.2%,13,4.2%,14,1.4%,1,-32.3%,1,-28.6%,20,-0.9%,20,-0.7%
SF,11-2,3,33.2%,3,31.4%,8,8.6%,9,7.9%,2,-25.7%,2,-24.0%,22,-1.1%,16,-0.5%
NO,10-3,4,27.4%,2,31.5%,5,16.7%,3,19.1%,8,-8.1%,7,-9.6%,5,2.7%,5,2.8%
KC,9-4,5,26.3%,5,25.9%,3,21.2%,4,19.0%,12,-2.4%,12,-2.8%,3,2.8%,2,4.1%
DAL,6-7,6,18.1%,8,14.7%,2,26.7%,2,25.2%,19,3.7%,22,4.5%,32,-4.9%,32,-6.0%
MIN,9-4,7,17.8%,6,18.6%,7,10.4%,8,10.3%,7,-8.4%,8,-9.0%,21,-1.0%,19,-0.7%
SEA,10-3,8,16.0%,7,16.3%,4,20.1%,5,18.4%,18,1.9%,16,0.7%,24,-2.2%,24,-1.4%
LAR,8-5,9,9.0%,10,7.7%,15,-0.4%,17,-1.8%,5,-9.8%,6,-10.1%,15,-0.3%,18,-0.6%
GB,10-3,10,6.5%,12,2.8%,6,10.8%,7,10.4%,20,4.6%,25,8.2%,13,0.3%,12,0.7%
BUF,9-4,11,4.2%,9,7.8%,21,-5.1%,20,-4.1%,6,-9.5%,5,-11.7%,14,-0.1%,14,0.2%
TEN,8-5,12,1.9%,11,7.4%,9,6.8%,6,13.1%,17,1.7%,20,2.8%,30,-3.1%,28,-2.8%
PHI,6-7,13,1.7%,13,2.2%,14,0.9%,15,0.0%,14,-1.4%,13,-2.7%,19,-0.6%,17,-0.6%
PIT,8-5,14,1.5%,14,1.9%,29,-17.7%,30,-22.3%,3,-16.8%,3,-20.7%,6,2.4%,4,3.5%
HOU,8-5,15,-0.8%,19,-3.4%,12,4.2%,11,3.4%,26,6.5%,27,8.8%,8,1.5%,6,2.0%
CHI,7-6,16,-0.8%,16,-0.3%,23,-8.5%,23,-7.6%,9,-6.0%,9,-6.5%,7,1.7%,11,0.9%
CLE,6-7,17,-1.6%,17,-0.8%,19,-1.3%,13,1.6%,16,1.0%,17,1.7%,12,0.7%,21,-0.7%
TB,6-7,18,-1.9%,15,0.4%,22,-5.2%,22,-5.1%,11,-3.7%,10,-5.0%,16,-0.4%,13,0.4%
LAC,5-8,19,-4.3%,18,-2.2%,10,5.5%,10,5.4%,23,5.6%,18,2.3%,31,-4.2%,31,-5.2%
IND,6-7,20,-4.7%,20,-4.9%,16,-0.8%,19,-3.8%,15,0.9%,15,-1.3%,29,-3.0%,27,-2.5%
DET,3-9-1,21,-6.0%,24,-10.2%,17,-0.9%,18,-2.1%,21,4.6%,24,7.0%,17,-0.5%,23,-1.2%
DEN,5-8,22,-8.4%,21,-7.1%,24,-10.0%,24,-10.3%,10,-3.8%,11,-4.1%,25,-2.2%,22,-0.8%
ARI,3-9-1,23,-10.8%,22,-9.7%,18,-1.3%,16,-1.0%,27,7.7%,23,7.0%,23,-1.8%,25,-1.8%
ATL,4-9,24,-11.5%,23,-10.0%,20,-3.2%,21,-4.2%,24,5.8%,21,3.9%,27,-2.5%,26,-1.9%
OAK,6-7,25,-15.5%,25,-18.6%,11,4.4%,12,2.7%,31,17.5%,31,17.8%,28,-2.5%,29,-3.5%
CAR,5-8,26,-20.3%,29,-28.0%,25,-11.8%,25,-14.5%,25,6.2%,28,10.1%,26,-2.4%,30,-3.5%
NYJ,5-8,27,-22.2%,26,-19.5%,32,-27.4%,31,-25.0%,13,-2.1%,14,-1.7%,2,3.0%,3,3.8%
NYG,2-11,28,-22.3%,27,-23.0%,27,-13.8%,28,-16.0%,28,9.7%,26,8.6%,9,1.2%,8,1.6%
JAX,4-9,29,-23.7%,31,-32.2%,26,-12.1%,29,-16.1%,29,12.9%,30,17.1%,11,1.2%,10,1.0%
CIN,1-12,30,-28.4%,28,-25.6%,28,-16.6%,27,-15.9%,30,16.1%,29,14.8%,1,4.4%,1,5.1%
WAS,3-10,31,-29.9%,30,-31.0%,31,-26.3%,32,-30.0%,22,4.8%,19,2.7%,10,1.2%,9,1.6%
MIA,3-10,32,-45.2%,32,-37.7%,30,-20.1%,26,-15.5%,32,24.6%,32,22.3%,18,-0.5%,15,0.1%
