Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
PHI,4-1,1,29.8%,1,29.8%,2,47.8%,3,18.2%
NYG,2-2,2,22.6%,2,22.6%,1,51.4%,2,21.7%
IND,5-0,3,22.1%,3,22.1%,4,44.7%,8,8.1%
NE,4-1,4,22.0%,4,22.0%,5,43.9%,9,7.4%
CHI,5-0,5,16.3%,5,16.3%,3,46.7%,19,-4.3%
SD,3-1,6,13.7%,6,13.7%,7,38.6%,12,5.4%
WAS,2-3,7,13.5%,7,13.5%,9,28.9%,5,14.8%
DAL,2-2,8,10.5%,8,10.5%,14,14.2%,4,17.7%
CAR,3-2,9,6.9%,9,6.9%,16,10.4%,6,13.4%
STL,4-1,10,6.1%,10,6.1%,10,25.4%,20,-4.4%
NO,4-1,11,5.8%,11,5.8%,12,19.0%,16,-0.5%
JAX,3-2,12,5.4%,12,5.4%,15,14.2%,10,6.7%
CIN,3-1,13,2.5%,13,2.5%,18,2.0%,1,22.6%
NYJ,2-3,14,2.4%,14,2.4%,8,31.2%,26,-12.9%
SF,2-3,15,2.4%,15,2.4%,11,22.6%,21,-5.5%
DEN,3-1,16,-0.7%,16,-0.7%,23,-2.3%,11,6.3%
GB,1-4,17,-1.7%,17,-1.7%,13,18.0%,30,-22.5%
KC,2-2,18,-2.0%,18,-2.0%,6,40.7%,32,-40.0%
SEA,3-1,19,-3.4%,19,-3.4%,20,-0.8%,15,0.0%
PIT,1-3,20,-3.9%,20,-3.9%,19,0.4%,18,-3.0%
DET,0-5,21,-5.2%,21,-5.2%,17,6.5%,28,-14.4%
MIN,3-2,22,-7.7%,22,-7.7%,21,-1.2%,22,-8.0%
BUF,2-3,23,-8.8%,23,-8.8%,22,-1.3%,13,1.5%
ATL,3-1,24,-9.2%,24,-9.2%,30,-27.3%,7,11.6%
TB,0-4,25,-11.7%,25,-11.7%,26,-10.8%,17,-1.6%
CLE,1-4,26,-13.1%,26,-13.1%,28,-14.5%,23,-9.6%
BAL,4-1,27,-14.3%,27,-14.3%,24,-4.7%,27,-13.9%
HOU,1-3,28,-15.1%,28,-15.1%,25,-6.0%,29,-22.4%
MIA,1-4,29,-22.7%,29,-22.7%,29,-17.8%,24,-10.3%
ARI,1-4,30,-23.6%,30,-23.6%,27,-12.8%,31,-24.8%
TEN,0-5,31,-25.2%,31,-25.2%,31,-29.3%,25,-10.8%
OAK,0-4,32,-39.4%,32,-39.4%,32,-60.7%,14,1.2%
