Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
IND,10-2,1,28.5%,1,29.3%,1,52.2%,3,14.7%
SD,10-2,2,26.6%,2,27.7%,3,39.3%,1,21.9%
CIN,7-5,3,20.9%,3,24.8%,2,45.5%,9,6.1%
NYG,6-6,4,16.9%,5,16.6%,9,29.6%,2,18.4%
PHI,6-6,5,16.9%,6,13.6%,8,29.8%,5,14.0%
DAL,8-4,6,16.2%,4,18.0%,6,30.4%,4,14.5%
NE,9-3,7,13.3%,9,12.8%,4,33.1%,14,-0.8%
NO,8-4,8,10.7%,7,13.3%,7,29.9%,15,-2.8%
KC,7-5,9,8.4%,8,13.2%,5,31.8%,17,-3.9%
NYJ,7-5,10,7.9%,10,8.2%,10,23.9%,12,0.8%
JAX,7-5,11,4.8%,11,5.4%,14,10.8%,7,10.9%
WAS,4-8,12,3.7%,15,1.3%,13,15.4%,10,4.8%
PIT,5-7,13,2.4%,14,2.5%,12,17.0%,23,-7.9%
DEN,7-5,14,1.6%,13,3.0%,20,-0.2%,8,9.7%
CAR,6-6,15,1.4%,16,1.1%,17,8.1%,11,2.8%
BAL,9-3,16,0.4%,12,3.6%,11,23.1%,29,-12.7%
ATL,6-6,17,-3.7%,18,-3.0%,30,-12.8%,6,11.2%
GB,4-8,18,-4.0%,19,-4.1%,15,8.9%,27,-10.5%
HOU,4-8,19,-4.5%,17,-2.4%,18,3.8%,18,-6.1%
STL,5-7,20,-6.2%,21,-7.1%,16,8.6%,19,-6.2%
CHI,10-2,21,-7.1%,23,-9.3%,25,-4.0%,13,0.6%
SF,5-7,22,-8.4%,24,-9.9%,26,-4.5%,16,-3.2%
TEN,5-7,23,-10.2%,20,-5.9%,27,-4.6%,26,-9.5%
MIA,5-7,24,-10.4%,22,-8.6%,28,-4.9%,22,-6.9%
BUF,5-7,25,-11.0%,25,-11.5%,21,-2.1%,20,-6.5%
SEA,8-4,26,-12.2%,27,-13.1%,23,-2.5%,25,-9.4%
CLE,4-8,27,-13.2%,26,-12.9%,24,-3.0%,30,-19.6%
DET,2-10,28,-13.9%,30,-15.1%,19,2.7%,32,-26.1%
MIN,5-7,29,-14.2%,29,-14.6%,29,-12.7%,21,-6.8%
ARI,3-9,30,-17.5%,28,-14.4%,22,-2.4%,31,-23.0%
TB,3-9,31,-19.3%,31,-19.7%,31,-19.7%,24,-9.1%
OAK,2-10,32,-34.1%,32,-31.4%,32,-40.6%,28,-10.6%
