Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
PHI,1-1,1,42.1%,1,42.1%,4,75.0%,7,13.6%
IND,2-0,2,40.4%,2,40.4%,2,87.4%,12,1.9%
SD,2-0,3,29.3%,3,29.3%,5,70.7%,6,15.0%
NYG,1-1,4,24.6%,4,24.6%,6,53.5%,2,31.1%
CIN,2-0,5,24.5%,5,24.5%,9,31.5%,1,37.0%
NYJ,1-1,6,24.1%,6,24.1%,3,80.4%,27,-25.8%
CHI,2-0,7,24.0%,7,24.0%,1,95.1%,29,-32.0%
SF,1-1,8,20.9%,8,20.9%,7,37.0%,5,15.8%
NE,2-0,9,20.4%,9,20.4%,10,22.0%,3,24.5%
ATL,2-0,10,16.2%,10,16.2%,16,11.4%,4,22.5%
DAL,1-1,11,14.4%,11,14.4%,8,32.8%,10,6.3%
JAX,2-0,12,5.5%,12,5.5%,11,21.6%,15,-0.3%
BUF,1-1,13,3.1%,13,3.1%,12,19.9%,11,3.5%
NO,2-0,14,-0.6%,14,-0.6%,17,6.0%,19,-4.5%
BAL,2-0,15,-1.1%,15,-1.1%,13,16.4%,16,-0.9%
SEA,2-0,16,-4.7%,16,-4.7%,22,-1.0%,14,-0.2%
ARI,1-1,17,-6.7%,17,-6.7%,14,16.2%,23,-16.5%
MIN,2-0,18,-7.0%,18,-7.0%,20,4.8%,21,-8.5%
KC,0-2,19,-9.0%,19,-9.0%,19,5.8%,25,-18.0%
HOU,0-2,20,-9.7%,20,-9.7%,23,-1.7%,26,-18.9%
GB,0-2,21,-10.4%,21,-10.4%,21,3.8%,28,-28.2%
STL,1-1,22,-13.1%,22,-13.1%,25,-14.2%,9,7.2%
PIT,1-1,23,-13.4%,23,-13.4%,15,12.1%,30,-39.8%
MIA,0-2,24,-14.8%,24,-14.8%,26,-14.7%,17,-1.2%
DET,0-2,25,-15.5%,25,-15.5%,18,5.8%,31,-40.3%
CLE,0-2,26,-19.9%,26,-19.9%,27,-32.5%,18,-3.6%
WAS,0-2,27,-21.6%,27,-21.6%,24,-9.0%,22,-15.3%
CAR,0-2,28,-23.9%,28,-23.9%,28,-32.7%,13,-0.1%
DEN,1-1,29,-24.5%,29,-24.5%,31,-55.1%,8,8.9%
TEN,0-2,30,-30.5%,30,-30.5%,30,-43.7%,20,-6.8%
TB,0-2,31,-38.6%,31,-38.6%,29,-43.1%,24,-17.6%
OAK,0-2,32,-77.1%,32,-77.1%,32,-91.6%,32,-45.4%
