Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
SD,8-2,1,30.2%,1,31.7%,2,46.5%,1,23.5%
IND,9-1,2,25.6%,2,25.3%,1,49.9%,8,6.6%
CIN,5-5,3,18.7%,3,21.1%,3,36.6%,6,10.4%
PHI,5-5,4,17.5%,5,14.9%,5,30.9%,5,14.1%
NYG,6-4,5,16.1%,4,16.1%,9,25.4%,2,22.4%
NE,7-3,6,13.1%,6,12.8%,4,32.7%,13,0.3%
DAL,6-4,7,12.7%,7,12.1%,11,23.4%,4,14.2%
NO,6-4,8,10.0%,9,10.8%,6,30.1%,17,-4.7%
DEN,7-3,9,9.1%,8,11.0%,17,11.0%,3,14.3%
WAS,3-7,10,8.2%,12,5.8%,8,25.6%,11,4.6%
PIT,4-6,11,7.4%,10,9.1%,10,24.8%,19,-6.0%
NYJ,5-5,12,5.2%,14,3.3%,12,19.6%,12,1.1%
CAR,6-4,13,5.0%,11,5.9%,16,12.7%,10,4.8%
KC,6-4,14,2.5%,13,4.2%,7,26.0%,24,-10.0%
HOU,3-7,15,0.3%,15,3.2%,18,10.5%,14,-2.5%
GB,4-6,16,0.1%,16,1.8%,14,15.1%,23,-9.1%
JAX,6-4,17,-0.2%,17,-0.3%,21,4.3%,9,6.6%
BAL,8-2,18,-3.1%,18,-2.3%,13,17.7%,29,-15.4%
STL,4-6,19,-4.2%,20,-3.7%,15,13.4%,21,-7.2%
ATL,5-5,20,-4.4%,19,-2.7%,28,-11.2%,7,9.4%
CHI,9-1,21,-4.9%,21,-6.1%,19,8.0%,20,-6.8%
SF,5-5,22,-6.4%,22,-7.8%,23,1.9%,18,-5.2%
SEA,6-4,23,-8.3%,23,-9.3%,22,4.0%,25,-10.1%
DET,2-8,24,-10.6%,24,-11.2%,20,6.0%,30,-21.8%
MIA,4-6,25,-13.5%,25,-12.3%,26,-10.1%,22,-8.7%
BUF,4-6,26,-14.6%,30,-17.4%,25,-9.3%,16,-4.7%
TEN,3-7,27,-15.8%,26,-13.0%,31,-22.2%,15,-4.0%
CLE,3-7,28,-16.1%,27,-16.4%,24,-7.2%,31,-22.1%
MIN,4-6,29,-16.3%,28,-17.2%,29,-15.1%,27,-12.5%
TB,3-7,30,-17.8%,29,-17.3%,30,-15.9%,26,-11.8%
ARI,2-8,31,-21.9%,31,-19.6%,27,-11.1%,32,-23.3%
OAK,2-8,32,-35.4%,32,-33.5%,32,-40.3%,28,-13.1%
