Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
IND,9-0,1,30.3%,1,30.6%,1,59.0%,8,7.0%
SD,7-2,2,28.3%,2,29.3%,2,46.9%,2,19.4%
PHI,5-4,3,24.7%,3,23.1%,3,43.2%,5,13.9%
CIN,4-5,4,18.8%,4,20.0%,4,32.9%,3,16.9%
NYG,6-3,5,18.7%,5,18.5%,9,27.8%,1,25.1%
NE,6-3,6,14.0%,6,14.4%,6,30.9%,13,1.7%
DAL,5-4,7,12.1%,8,12.2%,13,20.3%,4,15.3%
NO,6-3,8,10.5%,7,12.3%,5,31.2%,15,-4.2%
PIT,3-6,9,9.6%,9,12.0%,7,29.7%,16,-5.1%
DEN,7-2,10,9.0%,10,11.9%,16,14.0%,6,12.1%
CAR,5-4,11,7.4%,11,9.7%,15,17.8%,10,3.8%
WAS,3-6,12,7.2%,12,6.8%,11,23.6%,9,6.1%
NYJ,5-4,13,6.3%,15,5.2%,14,18.5%,12,2.2%
GB,4-5,14,3.9%,14,5.3%,12,21.4%,21,-7.6%
STL,4-5,15,3.0%,13,5.4%,10,25.6%,19,-6.5%
KC,5-4,16,-0.2%,16,1.6%,8,28.1%,28,-18.2%
HOU,3-6,17,-0.8%,17,0.8%,17,12.4%,22,-7.7%
CHI,8-1,18,-2.8%,18,-4.4%,20,9.8%,18,-6.3%
JAX,5-4,19,-4.6%,21,-6.1%,23,-1.1%,11,2.4%
SEA,6-3,20,-5.4%,20,-5.6%,21,7.2%,20,-6.9%
ATL,5-4,21,-6.2%,19,-5.6%,25,-13.3%,7,8.1%
DET,2-7,22,-7.6%,22,-7.4%,19,10.4%,29,-20.2%
BAL,7-2,23,-8.1%,23,-8.5%,18,11.9%,30,-21.8%
SF,4-5,24,-8.9%,24,-11.8%,22,-0.1%,23,-8.0%
MIA,3-6,25,-14.3%,25,-13.4%,26,-13.4%,17,-5.2%
BUF,3-6,26,-16.7%,28,-19.1%,27,-15.1%,14,-2.4%
MIN,4-5,27,-18.4%,29,-19.2%,30,-19.2%,25,-13.0%
TEN,2-7,28,-18.7%,26,-16.0%,31,-22.6%,24,-8.7%
CLE,3-6,29,-18.8%,27,-18.2%,24,-11.1%,31,-23.4%
TB,2-7,30,-21.1%,30,-20.6%,29,-18.1%,27,-15.4%
ARI,1-8,31,-26.3%,31,-25.7%,28,-15.2%,32,-27.2%
OAK,2-7,32,-39.7%,32,-37.6%,32,-47.0%,26,-14.6%
