Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
PHI,2-1,1,44.1%,1,44.1%,4,62.1%,1,39.8%
IND,3-0,2,30.9%,2,30.9%,3,62.8%,14,2.1%
SD,2-0,3,29.1%,3,29.1%,1,68.7%,5,15.7%
NYJ,2-1,4,25.5%,4,25.5%,2,67.1%,22,-9.3%
NE,2-1,5,21.7%,5,21.7%,7,36.4%,7,12.5%
NYG,1-2,6,16.7%,6,16.7%,6,42.8%,2,22.9%
SF,1-2,7,11.7%,7,11.7%,9,27.1%,9,8.5%
DAL,1-1,8,11.6%,8,11.6%,8,29.7%,12,3.9%
WAS,1-2,9,10.5%,9,10.5%,13,20.7%,4,18.8%
CHI,3-0,10,7.9%,10,7.9%,5,54.4%,30,-31.2%
BUF,1-2,11,7.2%,11,7.2%,14,16.1%,6,13.7%
CIN,3-0,12,6.3%,12,6.3%,16,10.7%,3,20.3%
SEA,3-0,13,6.1%,13,6.1%,10,25.5%,17,-3.6%
NO,3-0,14,5.4%,14,5.4%,17,9.1%,11,4.3%
BAL,3-0,15,0.3%,15,0.3%,11,24.5%,23,-13.2%
JAX,2-1,16,0.0%,16,0.0%,18,7.2%,13,3.7%
DET,0-3,17,-3.0%,17,-3.0%,15,12.8%,25,-14.9%
GB,1-2,18,-3.4%,18,-3.4%,12,24.3%,31,-38.5%
DEN,2-1,19,-3.7%,19,-3.7%,24,-11.4%,10,8.3%
ATL,2-1,20,-8.6%,20,-8.6%,28,-22.5%,8,9.0%
STL,2-1,21,-10.8%,21,-10.8%,20,-0.3%,19,-7.1%
HOU,0-3,22,-11.3%,22,-11.3%,22,-2.1%,28,-17.8%
PIT,1-2,23,-11.4%,23,-11.4%,25,-12.3%,21,-8.4%
KC,0-2,24,-11.7%,24,-11.7%,19,2.6%,29,-19.9%
MIN,2-1,25,-12.0%,25,-12.0%,21,-1.9%,27,-15.6%
ARI,1-2,26,-13.6%,26,-13.6%,23,-6.7%,20,-7.6%
CAR,1-2,27,-15.2%,27,-15.2%,27,-14.8%,15,-1.1%
MIA,1-2,28,-15.2%,28,-15.2%,26,-13.9%,16,-1.7%
CLE,0-3,29,-17.8%,29,-17.8%,29,-25.3%,18,-4.5%
TEN,0-3,30,-30.3%,30,-30.3%,31,-34.6%,24,-14.0%
TB,0-3,31,-31.9%,31,-31.9%,30,-34.6%,26,-15.5%
OAK,0-2,32,-80.6%,32,-80.6%,32,-95.3%,32,-48.7%
