Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
PHI,3-1,1,32.6%,1,32.6%,3,50.9%,2,22.0%
IND,4-0,2,28.0%,2,28.0%,1,56.1%,8,10.0%
DAL,2-1,3,25.2%,3,25.2%,8,39.6%,1,26.2%
NE,3-1,4,24.9%,4,24.9%,7,40.0%,6,15.6%
NYJ,2-2,5,17.7%,5,17.7%,2,54.9%,19,-7.1%
WAS,2-2,6,17.2%,6,17.2%,10,34.6%,7,14.9%
NYG,1-2,7,16.3%,7,16.3%,6,44.3%,4,20.1%
SD,2-1,8,12.5%,8,12.5%,5,45.1%,11,4.1%
CHI,4-0,9,11.5%,9,11.5%,4,46.7%,25,-14.6%
NO,3-1,10,8.3%,10,8.3%,12,20.6%,15,-1.6%
KC,1-2,11,5.2%,11,5.2%,9,37.3%,28,-18.1%
BUF,2-2,12,3.7%,12,3.7%,11,21.1%,12,4.0%
CAR,2-2,13,3.1%,13,3.1%,19,3.5%,5,16.6%
CIN,3-1,14,2.5%,14,2.5%,20,3.5%,3,21.0%
JAX,2-2,15,0.6%,15,0.6%,16,10.8%,14,-0.8%
DET,0-4,16,-1.0%,16,-1.0%,15,12.1%,23,-12.7%
STL,3-1,17,-1.2%,17,-1.2%,13,13.3%,20,-7.8%
DEN,2-1,18,-1.3%,18,-1.3%,23,-5.9%,10,7.9%
SF,1-3,19,-1.6%,19,-1.6%,17,8.6%,13,-0.3%
BAL,4-0,20,-6.0%,20,-6.0%,14,13.1%,27,-16.7%
CLE,1-3,21,-7.4%,21,-7.4%,24,-6.2%,18,-6.9%
SEA,3-1,22,-7.4%,22,-7.4%,22,-5.2%,16,-3.6%
PIT,1-2,23,-11.0%,23,-11.0%,26,-10.3%,21,-9.4%
ATL,3-1,24,-11.4%,24,-11.4%,30,-28.9%,9,8.9%
GB,1-3,25,-11.7%,25,-11.7%,18,7.8%,32,-31.7%
MIN,2-2,26,-12.0%,26,-12.0%,21,-3.2%,26,-14.8%
HOU,1-3,27,-15.9%,27,-15.9%,25,-7.2%,31,-22.7%
MIA,1-3,28,-18.5%,28,-18.5%,27,-15.7%,17,-3.7%
TB,0-3,29,-24.7%,29,-24.7%,29,-24.9%,24,-13.3%
ARI,1-3,30,-28.7%,30,-28.7%,28,-24.1%,30,-22.5%
TEN,0-4,31,-29.5%,31,-29.5%,31,-30.4%,29,-20.8%
OAK,0-3,32,-47.9%,32,-47.9%,32,-67.6%,22,-11.6%
