Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
PHI,4-3,1,29.0%,1,28.9%,3,44.1%,2,22.6%
IND,6-0,2,25.5%,2,25.4%,1,53.3%,9,4.6%
NYG,4-2,3,23.6%,3,23.6%,5,39.9%,1,28.5%
NE,5-1,4,20.1%,4,20.6%,4,40.7%,8,5.8%
SD,4-2,5,17.5%,5,17.4%,2,44.6%,12,1.3%
PIT,2-4,6,13.8%,6,14.5%,6,39.8%,17,-3.7%
NYJ,4-3,7,9.2%,8,9.0%,9,24.3%,11,3.8%
WAS,2-5,8,8.6%,7,9.1%,13,21.1%,6,9.5%
CAR,4-3,9,7.0%,9,7.7%,11,22.4%,14,-1.4%
NO,5-1,10,7.0%,10,7.5%,10,23.7%,18,-4.2%
STL,4-2,11,5.1%,11,6.0%,8,26.0%,20,-6.4%
DAL,3-3,12,3.8%,12,3.7%,20,3.0%,3,13.8%
CHI,6-0,13,2.7%,13,2.2%,12,22.1%,21,-7.1%
CIN,4-2,14,2.6%,14,2.1%,17,13.2%,7,8.0%
SF,2-4,15,2.3%,15,1.7%,14,21.0%,19,-5.6%
DEN,5-1,16,0.6%,16,1.6%,24,-6.6%,5,11.7%
JAX,3-3,17,-0.7%,17,-1.2%,19,5.5%,10,4.5%
DET,1-6,18,-1.9%,18,-1.6%,16,14.9%,28,-16.3%
GB,2-4,19,-2.3%,19,-2.2%,15,16.1%,30,-18.4%
KC,3-3,20,-2.4%,20,-2.2%,7,28.4%,31,-27.1%
SEA,4-2,21,-5.0%,21,-4.8%,18,9.5%,25,-12.8%
ATL,4-2,22,-7.4%,23,-8.0%,30,-22.0%,4,13.1%
HOU,2-4,23,-7.6%,22,-7.5%,21,2.4%,27,-16.2%
MIN,4-2,24,-8.7%,24,-8.4%,22,-4.1%,22,-7.8%
TB,2-4,25,-9.3%,25,-8.6%,25,-7.4%,15,-1.7%
CLE,1-5,26,-13.9%,26,-13.5%,26,-11.5%,26,-14.7%
BAL,4-2,27,-14.8%,27,-15.0%,23,-4.6%,29,-17.4%
BUF,2-5,28,-14.9%,28,-15.2%,27,-14.1%,13,-0.2%
MIA,1-6,29,-18.4%,29,-18.5%,28,-15.7%,23,-8.1%
TEN,1-5,30,-19.5%,30,-18.8%,31,-27.2%,16,-3.5%
ARI,1-6,31,-28.8%,31,-29.1%,29,-15.7%,32,-32.8%
OAK,1-5,32,-36.3%,32,-35.5%,32,-41.7%,24,-12.2%
