Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
SD,11-2,1,29.3%,1,31.8%,3,43.5%,1,23.7%
IND,10-3,2,26.9%,2,27.1%,1,48.8%,4,14.1%
CIN,8-5,3,20.1%,3,24.5%,2,46.2%,9,5.4%
PHI,7-6,4,16.7%,6,13.5%,5,30.0%,5,13.5%
NO,9-4,5,16.0%,4,20.0%,4,36.0%,11,1.6%
DAL,8-5,6,15.1%,5,17.5%,7,28.2%,3,15.3%
NYG,7-6,7,13.8%,7,12.9%,8,27.5%,6,13.0%
NE,9-4,8,9.4%,10,7.9%,9,25.1%,14,0.7%
JAX,8-5,9,7.3%,9,10.1%,16,8.5%,2,17.1%
KC,7-6,10,6.9%,8,11.5%,6,29.1%,18,-4.2%
PIT,6-7,11,5.0%,11,5.0%,11,20.7%,20,-4.6%
NYJ,7-6,12,3.1%,13,1.0%,12,17.5%,15,-1.9%
WAS,4-9,13,2.3%,14,0.3%,13,14.7%,10,4.0%
BAL,10-3,14,1.5%,12,5.0%,10,23.0%,26,-9.8%
CAR,6-7,15,0.0%,16,-0.7%,17,6.3%,12,1.4%
DEN,7-6,16,-0.9%,15,-0.6%,23,-1.5%,8,6.5%
GB,5-8,17,-2.4%,17,-1.9%,14,11.1%,25,-9.1%
ATL,7-6,18,-3.3%,19,-2.3%,29,-14.1%,7,12.7%
CHI,11-2,19,-3.9%,21,-4.3%,19,2.0%,13,1.1%
STL,5-8,20,-3.9%,20,-3.7%,15,11.0%,21,-5.3%
HOU,4-9,21,-4.2%,18,-2.3%,18,3.5%,19,-4.3%
MIA,6-7,22,-7.6%,23,-4.7%,22,-1.5%,22,-5.6%
BUF,6-7,23,-9.5%,24,-9.2%,20,1.0%,23,-6.7%
SF,5-8,24,-9.8%,25,-11.4%,28,-7.7%,16,-3.1%
TEN,6-7,25,-9.8%,22,-4.5%,27,-6.8%,24,-7.2%
CLE,4-9,26,-12.5%,26,-11.8%,24,-2.0%,30,-20.2%
SEA,8-5,27,-12.9%,29,-14.1%,26,-3.6%,27,-10.7%
MIN,6-7,28,-13.4%,28,-13.7%,30,-14.2%,17,-3.7%
DET,2-11,29,-16.0%,30,-19.0%,21,0.2%,32,-28.3%
ARI,4-9,30,-17.5%,27,-13.4%,25,-3.2%,31,-22.3%
TB,3-10,31,-19.3%,31,-20.1%,31,-17.4%,28,-12.1%
OAK,2-11,32,-36.4%,32,-33.6%,32,-41.5%,29,-14.4%
