Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
IND,10-1,1,29.8%,2,31.2%,1,51.3%,4,15.8%
SD,9-2,2,29.4%,1,31.9%,2,43.2%,1,24.1%
CIN,6-5,3,19.2%,3,21.9%,3,43.0%,9,5.4%
DAL,7-4,4,17.2%,4,18.5%,5,33.1%,5,13.1%
PHI,5-6,5,16.0%,7,12.9%,7,26.9%,3,16.0%
NYG,6-5,6,14.9%,6,13.9%,10,23.1%,2,20.7%
NE,8-3,7,14.1%,5,14.0%,4,37.6%,14,-3.0%
NO,7-4,8,10.5%,8,12.0%,6,32.0%,20,-5.9%
DEN,7-4,9,6.8%,9,8.8%,17,9.7%,6,10.8%
NYJ,6-5,10,5.2%,12,4.2%,9,23.3%,15,-3.2%
WAS,4-7,11,4.7%,14,1.8%,11,20.6%,11,2.7%
PIT,4-7,12,4.0%,11,4.6%,13,17.6%,19,-5.8%
KC,7-4,13,3.8%,10,6.4%,8,24.3%,17,-5.2%
CAR,6-5,14,0.3%,16,0.4%,19,4.8%,10,3.8%
JAX,6-5,15,0.0%,17,-0.3%,18,5.5%,7,6.6%
HOU,3-8,16,-0.1%,15,1.8%,15,12.1%,22,-7.6%
BAL,9-2,17,-0.3%,13,2.5%,12,20.4%,27,-12.0%
GB,4-7,18,-2.6%,18,-1.4%,14,13.3%,28,-12.4%
STL,5-6,19,-4.7%,19,-4.8%,16,11.3%,18,-5.4%
TB,3-8,19,-4.7%,19,-4.8%,16,11.3%,18,-5.4%
CHI,9-2,20,-5.1%,21,-6.9%,20,3.1%,13,-2.7%
SF,5-6,21,-5.8%,20,-6.7%,22,-0.2%,12,-2.2%
ATL,5-6,22,-8.5%,23,-8.1%,31,-16.0%,8,5.9%
MIN,5-6,23,-10.6%,24,-10.5%,25,-5.5%,26,-11.6%
BUF,5-6,24,-10.7%,27,-11.9%,23,-2.8%,16,-4.4%
TEN,4-7,25,-11.1%,22,-7.3%,28,-9.8%,21,-7.0%
SEA,7-4,26,-11.3%,26,-11.7%,24,-4.3%,23,-7.9%
MIA,5-6,27,-12.8%,25,-11.4%,26,-7.6%,25,-8.1%
DET,2-9,28,-14.0%,29,-15.0%,21,1.6%,30,-23.9%
CLE,3-8,30,-20.1%,31,-21.6%,29,-11.6%,32,-25.7%
ARI,2-9,31,-20.4%,30,-17.2%,27,-7.7%,31,-24.4%
OAK,2-9,32,-33.9%,32,-32.1%,32,-38.7%,29,-12.8%
