Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
PHI,4-2,1,30.1%,1,30.0%,3,46.9%,2,20.4%
IND,5-0,2,23.1%,2,23.4%,2,48.0%,10,6.7%
SD,4-1,3,21.9%,3,22.0%,1,53.9%,11,6.1%
NYG,3-2,4,21.9%,4,21.6%,5,41.4%,1,26.2%
NE,4-1,5,21.1%,5,21.5%,4,42.6%,9,7.0%
WAS,2-4,6,13.4%,6,13.5%,8,26.7%,3,15.4%
PIT,2-3,7,10.2%,8,10.0%,11,21.8%,12,4.3%
DAL,3-2,8,10.1%,7,10.3%,18,15.6%,4,14.9%
NO,5-1,9,7.4%,9,7.7%,10,24.3%,16,-4.0%
CAR,4-2,10,7.1%,10,7.5%,13,20.4%,14,1.1%
JAX,3-2,11,7.0%,12,6.5%,17,16.3%,8,7.7%
STL,4-2,12,6.7%,11,6.9%,7,27.1%,19,-4.3%
NYJ,3-3,13,4.0%,13,3.8%,6,29.5%,25,-10.5%
CHI,6-0,14,3.3%,14,3.3%,12,21.4%,20,-5.1%
SF,2-4,15,2.5%,16,2.0%,14,19.8%,18,-4.1%
SEA,4-1,16,1.6%,15,2.2%,15,18.7%,22,-7.7%
DEN,4-1,17,-0.6%,17,0.4%,26,-8.4%,7,11.2%
CIN,3-2,18,-0.6%,18,-0.7%,20,6.7%,6,11.4%
GB,1-4,19,-2.2%,19,-2.1%,16,16.4%,29,-21.6%
DET,1-5,20,-5.7%,20,-5.4%,19,8.7%,28,-16.6%
TB,1-4,21,-7.6%,21,-6.9%,22,-3.2%,17,-4.0%
KC,2-3,22,-8.6%,22,-8.4%,9,26.4%,32,-40.8%
MIN,3-2,23,-8.7%,23,-8.6%,21,-2.3%,23,-8.7%
BUF,2-4,24,-12.4%,24,-12.5%,27,-10.3%,13,1.2%
ATL,3-2,25,-13.4%,26,-14.2%,31,-35.5%,5,14.5%
BAL,4-2,26,-14.3%,27,-14.5%,24,-5.8%,27,-14.8%
CLE,1-4,27,-14.3%,25,-14.0%,29,-15.7%,26,-10.8%
TEN,1-5,28,-17.4%,28,-17.2%,30,-24.2%,15,-2.5%
MIA,1-5,29,-18.1%,29,-18.3%,28,-13.1%,24,-10.2%
HOU,1-4,30,-19.0%,30,-19.3%,25,-8.1%,30,-29.0%
ARI,1-5,31,-22.2%,31,-22.6%,23,-3.3%,31,-31.7%
OAK,0-5,32,-40.3%,32,-40.2%,32,-52.6%,21,-6.5%
