Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
IND,12-4,1,29.4%,1,30.0%,1,56.6%,6,9.2%
SD,14-2,2,25.8%,2,25.8%,4,33.8%,1,27.5%
PHI,10-6,3,21.2%,3,19.7%,3,36.4%,4,16.6%
NE,12-4,4,14.7%,5,14.4%,5,30.3%,8,7.5%
CIN,8-8,5,14.4%,4,15.7%,2,38.0%,12,2.1%
DAL,9-7,6,12.1%,7,12.8%,7,25.8%,5,10.1%
NYG,8-8,7,11.8%,10,10.5%,13,18.1%,2,16.8%
NO,10-6,8,10.1%,8,12.0%,9,22.3%,9,6.2%
JAX,8-8,9,7.6%,6,13.3%,15,9.1%,3,16.6%
PIT,8-8,10,7.4%,11,9.6%,6,26.2%,21,-5.3%
KC,9-7,11,6.1%,9,11.6%,10,21.9%,15,0.4%
NYJ,10-6,12,5.4%,14,4.2%,11,21.5%,17,-2.1%
WAS,5-11,13,3.6%,15,3.2%,14,17.2%,11,3.8%
STL,8-8,14,2.4%,12,5.3%,12,18.1%,14,1.4%
BAL,13-3,15,1.0%,13,4.8%,8,25.8%,28,-11.2%
ATL,7-9,16,-1.1%,16,1.9%,26,-5.3%,7,8.2%
CAR,8-8,17,-2.1%,19,-2.9%,16,5.8%,18,-2.3%
CHI,13-3,18,-4.6%,24,-7.8%,27,-5.4%,10,5.4%
DEN,9-7,19,-4.8%,23,-7.3%,21,1.9%,19,-3.2%
GB,8-8,20,-5.0%,22,-7.2%,19,3.2%,20,-4.6%
HOU,6-10,21,-6.3%,20,-4.7%,24,-3.2%,16,-0.8%
BUF,7-9,22,-7.0%,21,-5.5%,17,5.7%,26,-8.7%
SF,7-9,23,-8.5%,26,-9.2%,28,-7.2%,13,1.7%
TEN,8-8,24,-9.5%,18,-0.4%,23,-2.8%,25,-8.7%
ARI,5-11,25,-9.7%,17,0.4%,18,5.0%,29,-14.6%
MIA,6-10,26,-10.0%,25,-8.0%,25,-4.9%,23,-7.7%
SEA,9-7,27,-11.7%,27,-13.3%,22,-1.9%,27,-10.2%
DET,3-13,28,-13.7%,30,-16.5%,20,3.1%,32,-26.5%
CLE,4-12,29,-16.3%,29,-16.2%,29,-11.2%,31,-17.2%
TB,4-12,30,-16.4%,28,-14.9%,30,-13.8%,24,-8.5%
MIN,6-10,31,-17.8%,31,-20.1%,31,-19.7%,22,-6.3%
OAK,2-14,32,-37.2%,32,-33.6%,32,-42.8%,30,-15.3%
