Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,4-0,1,74.1%,1,74.1%,1,47.1%,1,47.1%,2,-21.1%,2,-21.1%,9,5.9%,9,5.9%
DAL,4-0,2,52.5%,2,52.5%,2,46.4%,2,46.4%,11,-7.6%,11,-7.6%,18,-1.6%,18,-1.6%
TB,3-1,3,43.0%,3,43.0%,4,19.2%,4,19.2%,3,-18.9%,3,-18.9%,10,4.9%,10,4.9%
IND,4-0,4,42.5%,4,42.5%,3,37.3%,3,37.3%,8,-13.5%,8,-13.5%,25,-8.4%,25,-8.4%
SEA,3-1,5,32.2%,5,32.2%,9,8.4%,9,8.4%,4,-17.1%,4,-17.1%,6,6.7%,6,6.7%
PIT,3-1,6,28.6%,6,28.6%,15,3.1%,15,3.1%,1,-23.4%,1,-23.4%,13,2.1%,13,2.1%
GB,4-0,7,22.1%,7,22.1%,8,9.6%,8,9.6%,14,-4.8%,14,-4.8%,4,7.8%,4,7.8%
TEN,2-1,8,16.9%,8,16.9%,12,5.7%,12,5.7%,7,-14.1%,7,-14.1%,21,-2.9%,21,-2.9%
PHI,1-3,9,15.9%,9,15.9%,10,8.2%,10,8.2%,10,-10.5%,10,-10.5%,20,-2.8%,20,-2.8%
ARI,2-2,10,15.2%,10,15.2%,7,9.7%,7,9.7%,13,-6.2%,13,-6.2%,17,-0.7%,17,-0.7%
BAL,2-2,11,14.1%,11,14.1%,21,-6.6%,21,-6.6%,9,-13.3%,9,-13.3%,5,7.4%,5,7.4%
HOU,2-2,12,11.2%,12,11.2%,19,-2.6%,19,-2.6%,16,-1.7%,16,-1.7%,1,12.1%,1,12.1%
MIN,1-3,13,7.0%,13,7.0%,26,-16.1%,26,-16.1%,5,-16.9%,5,-16.9%,8,6.2%,8,6.2%
JAX,2-1,14,0.3%,14,0.3%,18,-2.3%,18,-2.3%,18,0.8%,18,0.8%,11,3.4%,11,3.4%
CIN,1-3,15,-4.4%,15,-4.4%,5,17.6%,5,17.6%,23,6.6%,23,6.6%,32,-15.3%,32,-15.3%
NYG,2-2,16,-6.3%,16,-6.3%,13,5.4%,13,5.4%,22,6.5%,22,6.5%,23,-5.2%,23,-5.2%
WAS,2-1,17,-6.7%,17,-6.7%,25,-14.1%,25,-14.1%,12,-7.2%,12,-7.2%,15,0.2%,15,0.2%
DEN,2-2,18,-6.7%,18,-6.7%,6,10.7%,6,10.7%,19,2.4%,19,2.4%,31,-15.1%,31,-15.1%
CLE,2-2,19,-6.7%,19,-6.7%,16,1.8%,16,1.8%,29,20.1%,29,20.1%,2,11.6%,2,11.6%
CAR,2-2,20,-14.6%,20,-14.6%,11,6.4%,11,6.4%,24,10.7%,24,10.7%,28,-10.3%,28,-10.3%
KC,2-2,21,-15.3%,21,-15.3%,27,-20.3%,27,-20.3%,6,-16.0%,6,-16.0%,29,-11.0%,29,-11.0%
SD,1-3,22,-16.0%,22,-16.0%,23,-6.9%,23,-6.9%,26,11.6%,26,11.6%,12,2.5%,12,2.5%
MIA,0-4,23,-17.0%,23,-17.0%,14,5.3%,14,5.3%,28,18.3%,28,18.3%,22,-4.0%,22,-4.0%
ATL,1-3,24,-17.7%,24,-17.7%,17,0.3%,17,0.3%,25,11.3%,25,11.3%,24,-6.6%,24,-6.6%
DET,3-1,25,-19.2%,25,-19.2%,22,-6.8%,22,-6.8%,21,3.7%,21,3.7%,26,-8.7%,26,-8.7%
OAK,2-2,26,-23.9%,26,-23.9%,24,-7.8%,24,-7.8%,20,3.4%,20,3.4%,30,-12.7%,30,-12.7%
CHI,1-3,27,-31.6%,27,-31.6%,32,-45.1%,32,-45.1%,15,-3.5%,15,-3.5%,3,10.1%,3,10.1%
NYJ,1-3,28,-36.8%,28,-36.8%,20,-4.3%,20,-4.3%,32,30.4%,32,30.4%,19,-2.2%,19,-2.2%
SF,2-2,29,-37.3%,29,-37.3%,31,-39.1%,31,-39.1%,17,0.1%,17,0.1%,14,1.9%,14,1.9%
BUF,1-3,30,-41.2%,30,-41.2%,28,-24.0%,28,-24.0%,31,23.9%,31,23.9%,7,6.7%,7,6.7%
STL,0-4,31,-51.7%,31,-51.7%,30,-33.7%,30,-33.7%,27,17.6%,27,17.6%,16,-0.5%,16,-0.5%
NO,0-3,32,-59.5%,32,-59.5%,29,-29.6%,29,-29.6%,30,21.1%,30,21.1%,27,-8.8%,27,-8.8%
