Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,5-0,1,68.7%,1,68.7%,1,45.3%,1,45.3%,3,-19.7%,3,-19.7%,11,3.7%,11,3.7%
IND,5-0,2,47.8%,2,47.8%,2,43.5%,2,43.5%,7,-11.5%,7,-11.5%,24,-7.3%,24,-7.3%
DAL,5-0,3,37.6%,3,37.6%,3,29.3%,3,29.3%,8,-11.5%,8,-11.5%,21,-3.1%,21,-3.1%
PIT,4-1,4,36.6%,4,36.6%,8,11.3%,8,11.3%,2,-25.4%,2,-25.4%,16,-0.1%,16,-0.1%
TB,3-2,5,28.1%,5,28.1%,5,15.8%,5,15.8%,10,-8.6%,10,-8.6%,12,3.7%,12,3.7%
GB,4-1,6,23.5%,6,23.5%,6,15.7%,6,15.7%,13,-2.3%,13,-2.3%,8,5.5%,8,5.5%
PHI,1-3,7,18.8%,7,18.8%,7,11.3%,7,11.3%,9,-10.3%,9,-10.3%,20,-2.8%,20,-2.8%
SEA,3-2,8,16.1%,8,16.1%,16,0.7%,16,0.7%,11,-8.4%,11,-8.4%,5,7.0%,5,7.0%
BAL,3-2,9,15.5%,9,15.5%,21,-5.6%,21,-5.6%,5,-14.6%,5,-14.6%,6,6.5%,6,6.5%
TEN,3-1,10,15.4%,10,15.4%,18,-2.0%,18,-2.0%,1,-25.8%,1,-25.8%,26,-8.4%,26,-8.4%
WAS,3-1,11,11.4%,11,11.4%,19,-3.8%,19,-3.8%,4,-16.5%,4,-16.5%,18,-1.3%,18,-1.3%
JAX,3-1,12,9.6%,12,9.6%,10,6.9%,10,6.9%,17,1.4%,17,1.4%,9,4.1%,9,4.1%
HOU,3-2,13,8.9%,13,8.9%,20,-4.1%,20,-4.1%,16,-0.5%,16,-0.5%,1,12.5%,1,12.5%
MIN,1-3,14,4.2%,14,4.2%,26,-15.8%,26,-15.8%,6,-13.8%,6,-13.8%,7,6.2%,7,6.2%
ARI,3-2,15,3.8%,15,3.8%,12,5.2%,12,5.2%,15,-1.4%,15,-1.4%,19,-2.8%,19,-2.8%
NYG,3-2,16,2.7%,16,2.7%,9,9.8%,9,9.8%,14,-1.7%,14,-1.7%,27,-8.8%,27,-8.8%
SD,2-3,17,-0.8%,17,-0.8%,14,3.9%,14,3.9%,24,8.5%,24,8.5%,10,3.8%,10,3.8%
CIN,1-3,18,-5.0%,18,-5.0%,4,18.4%,4,18.4%,22,8.1%,22,8.1%,32,-15.3%,32,-15.3%
CLE,2-3,19,-8.9%,19,-8.9%,15,1.1%,15,1.1%,31,19.1%,31,19.1%,4,9.2%,4,9.2%
MIA,0-5,20,-10.4%,20,-10.4%,13,4.6%,13,4.6%,30,14.3%,30,14.3%,17,-0.7%,17,-0.7%
CAR,3-2,21,-16.2%,21,-16.2%,17,-0.4%,17,-0.4%,23,8.4%,23,8.4%,25,-7.4%,25,-7.4%
DEN,2-3,22,-20.8%,22,-20.8%,11,6.9%,11,6.9%,28,13.0%,28,13.0%,31,-14.8%,31,-14.8%
KC,2-3,23,-21.0%,23,-21.0%,27,-18.1%,27,-18.1%,12,-7.4%,12,-7.4%,29,-10.3%,29,-10.3%
ATL,1-4,24,-21.4%,24,-21.4%,24,-12.1%,24,-12.1%,20,3.4%,20,3.4%,23,-5.9%,23,-5.9%
OAK,2-2,25,-26.5%,25,-26.5%,23,-8.4%,23,-8.4%,21,5.4%,21,5.4%,30,-12.7%,30,-12.7%
BUF,1-4,26,-26.9%,26,-26.9%,30,-26.6%,30,-26.6%,27,10.7%,27,10.7%,2,10.4%,2,10.4%
NYJ,1-4,27,-30.8%,27,-30.8%,22,-6.9%,22,-6.9%,32,27.5%,32,27.5%,13,3.6%,13,3.6%
CHI,2-3,28,-31.0%,28,-31.0%,32,-38.9%,32,-38.9%,18,1.4%,18,1.4%,3,9.3%,3,9.3%
DET,3-2,29,-31.1%,29,-31.1%,25,-15.6%,25,-15.6%,26,9.8%,26,9.8%,22,-5.7%,22,-5.7%
STL,0-5,30,-37.7%,30,-37.7%,28,-25.0%,28,-25.0%,29,14.2%,29,14.2%,15,1.5%,15,1.5%
SF,2-3,31,-38.7%,31,-38.7%,31,-38.6%,31,-38.6%,19,3.2%,19,3.2%,14,3.1%,14,3.1%
NO,0-4,32,-44.4%,32,-44.4%,29,-25.6%,29,-25.6%,25,9.1%,25,9.1%,28,-9.7%,28,-9.7%
