Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,2-0,1,93.5%,1,93.5%,1,65.1%,1,65.1%,4,-26.0%,4,-26.0%,14,2.4%,14,2.4%
PIT,2-0,2,76.3%,2,76.3%,5,25.2%,5,25.2%,1,-47.7%,1,-47.7%,11,3.4%,11,3.4%
DAL,2-0,3,44.6%,3,44.6%,2,54.0%,2,54.0%,27,15.5%,27,15.5%,7,6.1%,7,6.1%
HOU,2-0,4,44.2%,4,44.2%,7,15.3%,7,15.3%,7,-15.8%,7,-15.8%,4,13.1%,4,13.1%
IND,2-0,5,34.4%,5,34.4%,4,27.2%,4,27.2%,10,-12.7%,10,-12.7%,24,-5.6%,24,-5.6%
DEN,2-0,6,32.1%,6,32.1%,6,17.7%,6,17.7%,2,-37.5%,2,-37.5%,30,-23.1%,30,-23.1%
BAL,1-1,7,26.1%,7,26.1%,23,-17.9%,23,-17.9%,3,-27.0%,3,-27.0%,1,17.0%,1,17.0%
GB,2-0,8,23.9%,8,23.9%,14,4.8%,14,4.8%,12,-11.9%,12,-11.9%,6,7.2%,6,7.2%
TB,1-1,9,19.6%,9,19.6%,10,11.9%,10,11.9%,15,-5.0%,15,-5.0%,12,2.6%,12,2.6%
MIN,1-1,10,15.2%,10,15.2%,22,-13.2%,22,-13.2%,5,-23.0%,5,-23.0%,8,5.4%,8,5.4%
SEA,1-1,11,12.6%,11,12.6%,11,10.3%,11,10.3%,18,1.9%,18,1.9%,9,4.2%,9,4.2%
DET,2-0,12,7.6%,12,7.6%,19,-2.6%,19,-2.6%,13,-9.1%,13,-9.1%,15,1.2%,15,1.2%
PHI,0-2,13,5.9%,13,5.9%,18,-2.6%,18,-2.6%,9,-13.6%,9,-13.6%,23,-5.1%,23,-5.1%
ARI,1-1,14,5.1%,14,5.1%,13,6.5%,13,6.5%,17,-2.6%,17,-2.6%,21,-3.9%,21,-3.9%
CIN,1-1,15,3.7%,15,3.7%,3,30.4%,3,30.4%,20,2.2%,20,2.2%,31,-24.5%,31,-24.5%
WAS,2-0,16,2.7%,16,2.7%,16,0.1%,16,0.1%,16,-3.2%,16,-3.2%,18,-0.6%,18,-0.6%
TEN,1-1,17,-0.3%,17,-0.3%,9,12.7%,9,12.7%,24,8.5%,24,8.5%,22,-4.4%,22,-4.4%
JAX,1-1,18,-4.2%,18,-4.2%,17,-1.6%,17,-1.6%,21,3.7%,21,3.7%,16,1.1%,16,1.1%
STL,0-2,19,-4.7%,19,-4.7%,21,-13.0%,21,-13.0%,14,-7.3%,14,-7.3%,17,1.0%,17,1.0%
SF,2-0,20,-6.4%,20,-6.4%,28,-27.0%,28,-27.0%,11,-12.4%,11,-12.4%,5,8.2%,5,8.2%
CHI,1-1,21,-9.0%,21,-9.0%,32,-37.0%,32,-37.0%,8,-13.8%,8,-13.8%,3,14.2%,3,14.2%
CAR,1-1,22,-10.8%,22,-10.8%,12,9.1%,12,9.1%,19,2.0%,19,2.0%,29,-17.9%,29,-17.9%
MIA,0-2,23,-16.8%,23,-16.8%,20,-7.4%,20,-7.4%,25,11.8%,25,11.8%,13,2.4%,13,2.4%
CLE,1-1,24,-26.3%,24,-26.3%,15,3.6%,15,3.6%,29,33.8%,29,33.8%,10,3.9%,10,3.9%
SD,1-1,25,-31.9%,25,-31.9%,25,-23.1%,25,-23.1%,23,7.6%,23,7.6%,19,-1.3%,19,-1.3%
ATL,0-2,26,-36.5%,26,-36.5%,24,-19.2%,24,-19.2%,22,5.1%,22,5.1%,27,-12.2%,27,-12.2%
KC,0-2,27,-39.8%,27,-39.8%,30,-35.4%,30,-35.4%,6,-21.7%,6,-21.7%,32,-26.1%,32,-26.1%
NYG,0-2,28,-44.9%,28,-44.9%,8,14.1%,8,14.1%,32,55.4%,32,55.4%,20,-3.6%,20,-3.6%
OAK,0-2,29,-51.3%,29,-51.3%,27,-26.1%,27,-26.1%,26,14.0%,26,14.0%,26,-11.2%,26,-11.2%
BUF,0-2,30,-53.6%,30,-53.6%,31,-36.4%,31,-36.4%,28,32.5%,28,32.5%,2,15.3%,2,15.3%
NYJ,0-2,31,-76.8%,31,-76.8%,26,-24.0%,26,-24.0%,30,37.5%,30,37.5%,28,-15.2%,28,-15.2%
NO,0-2,32,-88.7%,32,-88.7%,29,-33.7%,29,-33.7%,31,45.3%,31,45.3%,25,-9.7%,25,-9.7%
