Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,1-0,1,103.2%,1,103.2%,2,81.1%,2,81.1%,16,-2.4%,16,-2.4%,4,19.8%,4,19.8%
PIT,1-0,2,82.7%,2,82.7%,11,11.5%,11,11.5%,1,-62.6%,1,-62.6%,8,8.7%,8,8.7%
DAL,1-0,3,72.5%,3,72.5%,1,100.7%,1,100.7%,29,32.7%,29,32.7%,11,4.6%,11,4.6%
IND,1-0,4,70.9%,4,70.9%,3,44.1%,3,44.1%,7,-26.1%,7,-26.1%,17,0.7%,17,0.7%
MIN,1-0,5,58.7%,5,58.7%,10,11.9%,10,11.9%,3,-38.4%,3,-38.4%,9,8.4%,9,8.4%
SEA,1-0,6,46.6%,6,46.6%,7,18.2%,7,18.2%,9,-21.4%,9,-21.4%,10,7.0%,10,7.0%
HOU,1-0,7,40.7%,7,40.7%,12,8.2%,12,8.2%,6,-30.2%,6,-30.2%,13,2.2%,13,2.2%
SD,1-0,8,36.9%,8,36.9%,17,0.7%,17,0.7%,2,-45.1%,2,-45.1%,24,-8.8%,24,-8.8%
DET,1-0,9,27.8%,9,27.8%,6,22.1%,6,22.1%,22,8.9%,22,8.9%,5,14.6%,5,14.6%
PHI,0-1,10,15.3%,10,15.3%,20,-4.9%,20,-4.9%,5,-35.5%,5,-35.5%,28,-15.3%,28,-15.3%
DEN,1-0,11,15.0%,11,15.0%,5,31.3%,5,31.3%,8,-24.4%,8,-24.4%,32,-40.8%,32,-40.8%
TEN,1-0,12,13.8%,12,13.8%,8,13.2%,8,13.2%,15,-5.6%,15,-5.6%,20,-5.1%,20,-5.1%
CAR,1-0,13,8.4%,13,8.4%,9,12.3%,9,12.3%,12,-10.7%,12,-10.7%,27,-14.7%,27,-14.7%
WAS,1-0,14,6.1%,14,6.1%,14,3.7%,14,3.7%,18,0.9%,18,0.9%,12,3.3%,12,3.3%
SF,1-0,15,1.2%,15,1.2%,23,-16.9%,23,-16.9%,13,-8.8%,13,-8.8%,7,9.2%,7,9.2%
CIN,1-0,16,0.9%,16,0.9%,15,2.1%,15,2.1%,4,-36.8%,4,-36.8%,31,-38.1%,31,-38.1%
MIA,0-1,17,0.7%,17,0.7%,18,0.6%,18,0.6%,20,1.6%,20,1.6%,14,1.7%,14,1.7%
JAX,0-1,18,-3.9%,18,-3.9%,16,0.8%,16,0.8%,21,6.2%,21,6.2%,15,1.5%,15,1.5%
ARI,0-1,19,-5.0%,19,-5.0%,22,-10.4%,22,-10.4%,10,-16.8%,10,-16.8%,25,-11.4%,25,-11.4%
BAL,0-1,20,-5.6%,20,-5.6%,31,-44.5%,31,-44.5%,14,-6.0%,14,-6.0%,1,32.9%,1,32.9%
GB,1-0,21,-6.0%,21,-6.0%,27,-40.4%,27,-40.4%,11,-12.9%,11,-12.9%,3,21.5%,3,21.5%
STL,0-1,22,-17.5%,22,-17.5%,21,-9.3%,21,-9.3%,26,19.7%,26,19.7%,6,11.6%,6,11.6%
TB,0-1,23,-34.6%,23,-34.6%,24,-18.6%,24,-18.6%,23,12.7%,23,12.7%,19,-3.2%,19,-3.2%
BUF,0-1,24,-39.7%,24,-39.7%,25,-34.8%,25,-34.8%,28,28.9%,28,28.9%,2,24.0%,2,24.0%
CHI,0-1,25,-45.4%,25,-45.4%,30,-43.6%,30,-43.6%,19,1.1%,19,1.1%,18,-0.7%,18,-0.7%
OAK,0-1,26,-47.1%,26,-47.1%,19,0.3%,19,0.3%,27,25.9%,27,25.9%,29,-21.6%,29,-21.6%
NYG,0-1,27,-47.6%,27,-47.6%,4,40.7%,4,40.7%,32,89.2%,32,89.2%,16,0.9%,16,0.9%
KC,0-1,28,-55.1%,28,-55.1%,28,-41.1%,28,-41.1%,17,0.8%,17,0.8%,26,-13.1%,26,-13.1%
ATL,0-1,29,-60.6%,29,-60.6%,26,-40.3%,26,-40.3%,24,13.1%,24,13.1%,23,-7.2%,23,-7.2%
CLE,0-1,30,-84.0%,30,-84.0%,32,-59.8%,32,-59.8%,25,18.1%,25,18.1%,22,-6.1%,22,-6.1%
NYJ,0-1,31,-85.6%,31,-85.6%,13,5.8%,13,5.8%,31,67.0%,31,67.0%,30,-24.4%,30,-24.4%
NO,0-1,32,-95.4%,32,-95.4%,29,-42.2%,29,-42.2%,30,48.0%,30,48.0%,21,-5.2%,21,-5.2%
