Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,11-0,1,73.1%,1,73.1%,1,50.8%,1,51.7%,3,-15.2%,3,-14.0%,3,7.2%,3,7.5%
DAL,10-1,2,38.4%,2,38.8%,2,29.8%,2,28.5%,8,-9.3%,6,-10.7%,16,-0.7%,14,-0.4%
IND,9-2,3,28.6%,4,23.8%,4,20.0%,8,15.6%,2,-18.0%,2,-18.2%,31,-9.4%,31,-10.0%
GB,10-1,4,28.4%,3,29.8%,3,21.4%,3,23.8%,13,-3.9%,13,-3.3%,10,3.0%,10,2.6%
PIT,8-3,5,25.8%,5,23.3%,12,4.0%,13,3.2%,1,-24.6%,1,-23.7%,20,-2.8%,22,-3.6%
JAX,8-3,6,13.7%,7,15.6%,7,14.9%,7,16.3%,20,5.5%,22,5.2%,7,4.3%,8,4.5%
SEA,7-4,7,13.4%,9,12.3%,15,0.4%,14,0.7%,9,-8.8%,9,-8.2%,8,4.2%,9,3.5%
SD,6-5,8,12.0%,8,13.3%,11,7.4%,11,7.9%,16,0.9%,16,1.0%,6,5.6%,5,6.3%
PHI,5-6,9,9.3%,12,7.1%,5,19.2%,4,20.2%,18,1.9%,19,4.4%,30,-8.0%,30,-8.7%
CLE,7-4,10,8.5%,10,12.1%,8,14.8%,6,17.3%,31,15.4%,31,14.5%,2,9.1%,2,9.2%
MIN,5-6,11,7.4%,11,7.8%,17,-1.8%,16,-0.2%,10,-7.2%,11,-6.6%,11,1.9%,11,1.3%
NYG,7-4,12,4.7%,13,4.7%,13,2.3%,15,0.1%,11,-5.5%,10,-6.6%,21,-3.0%,20,-2.0%
CIN,4-7,13,3.6%,14,4.5%,6,18.4%,5,18.3%,30,12.7%,30,14.5%,17,-2.0%,13,0.7%
WAS,5-6,14,3.4%,15,2.7%,18,-2.8%,18,-1.9%,12,-5.4%,12,-3.6%,13,0.8%,12,1.0%
DEN,5-6,15,-4.3%,16,-2.3%,10,9.4%,10,9.2%,24,6.2%,25,5.7%,29,-7.6%,28,-5.8%
TEN,6-5,16,-4.6%,20,-9.7%,24,-12.7%,24,-15.4%,5,-11.3%,8,-8.4%,22,-3.2%,21,-2.7%
HOU,5-6,17,-9.0%,22,-12.0%,20,-5.2%,20,-6.2%,21,5.6%,24,5.4%,12,1.8%,15,-0.5%
BAL,4-7,18,-9.2%,25,-13.8%,30,-22.2%,30,-24.1%,4,-13.1%,4,-12.2%,14,-0.1%,19,-1.9%
BUF,5-6,19,-10.0%,18,-8.2%,23,-11.1%,22,-8.8%,22,5.6%,21,5.2%,4,6.7%,6,5.7%
CHI,5-6,20,-10.4%,17,-7.5%,29,-21.0%,25,-18.1%,17,1.5%,17,2.3%,1,12.1%,1,12.9%
ARI,5-6,21,-11.7%,23,-13.0%,21,-5.7%,21,-7.2%,14,-0.7%,14,-1.7%,28,-6.7%,29,-7.5%
MIA,0-11,22,-12.2%,21,-11.4%,16,0.3%,17,-0.7%,26,9.0%,26,6.8%,23,-3.5%,23,-3.9%
NO,5-6,23,-13.7%,19,-8.4%,14,1.2%,12,5.2%,27,10.2%,27,9.5%,26,-4.7%,24,-4.1%
KC,4-7,24,-14.5%,24,-13.5%,27,-19.2%,26,-18.9%,6,-10.9%,5,-10.9%,27,-6.2%,27,-5.4%
DET,6-5,25,-18.7%,27,-16.9%,22,-9.6%,23,-9.1%,19,4.6%,18,3.3%,25,-4.5%,25,-4.4%
NYJ,2-9,26,-19.1%,26,-16.6%,19,-3.7%,19,-4.0%,32,19.4%,32,17.2%,9,3.9%,7,4.6%
ATL,3-8,27,-23.7%,28,-22.9%,28,-20.9%,29,-22.5%,15,0.5%,15,-1.0%,18,-2.2%,18,-1.4%
CAR,4-7,28,-31.9%,30,-35.4%,25,-16.0%,27,-19.7%,23,5.9%,23,5.3%,32,-10.0%,32,-10.4%
OAK,3-8,29,-32.0%,29,-32.6%,26,-18.7%,28,-20.4%,28,10.5%,28,11.5%,19,-2.8%,16,-0.8%
SF,3-8,30,-40.1%,32,-39.9%,32,-33.9%,32,-33.7%,29,12.5%,29,13.2%,5,6.2%,4,7.0%
STL,2-9,31,-40.2%,31,-39.3%,31,-29.8%,31,-29.6%,25,6.3%,20,4.6%,24,-4.1%,26,-5.0%
TB,7-4,32,-40.2%,31,-39.3%,31,-29.8%,31,-29.6%,25,6.3%,20,4.6%,24,-4.1%,26,-5.0%
