Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,7-0,1,69.6%,1,69.3%,1,48.7%,1,48.6%,6,-13.5%,6,-13.1%,6,7.4%,6,7.6%
IND,6-0,2,49.3%,2,49.8%,2,38.2%,2,38.4%,5,-16.8%,4,-17.1%,26,-5.8%,26,-5.8%
DAL,6-1,3,34.6%,3,34.6%,3,25.3%,3,24.9%,8,-10.3%,7,-10.9%,17,-1.0%,17,-1.2%
PIT,4-2,4,31.0%,4,29.7%,8,10.7%,8,10.4%,3,-21.2%,3,-20.4%,16,-0.9%,16,-1.0%
TB,4-3,5,21.7%,5,21.9%,4,18.4%,4,18.6%,12,-2.9%,12,-2.9%,14,0.4%,14,0.4%
GB,5-1,6,18.1%,6,17.7%,11,9.4%,12,9.6%,9,-9.1%,9,-8.8%,15,-0.5%,15,-0.7%
TEN,4-2,7,17.5%,7,17.5%,17,-2.2%,17,-2.8%,1,-22.6%,1,-23.0%,18,-2.8%,18,-2.8%
SEA,4-3,8,16.2%,8,16.2%,15,-0.1%,15,-0.4%,10,-8.4%,10,-8.5%,5,7.9%,5,8.0%
JAX,4-2,9,12.0%,9,12.6%,10,9.7%,10,10.0%,15,-0.1%,15,-0.4%,10,2.2%,10,2.3%
PHI,2-4,10,8.6%,13,8.4%,6,15.3%,6,15.6%,17,0.3%,17,0.8%,27,-6.4%,27,-6.4%
BAL,4-3,11,8.6%,12,8.5%,24,-13.6%,24,-12.9%,4,-17.4%,5,-17.0%,7,4.7%,8,4.4%
WAS,4-2,12,8.4%,10,8.9%,26,-15.0%,26,-15.1%,2,-22.2%,2,-22.7%,13,1.3%,12,1.3%
SD,3-3,13,7.7%,11,8.7%,12,8.7%,11,9.8%,18,2.5%,18,2.7%,11,1.6%,11,1.7%
NYG,5-2,14,4.7%,14,5.8%,7,10.8%,7,10.5%,14,-0.7%,14,-2.1%,28,-6.8%,29,-6.8%
MIN,2-4,15,0.9%,15,0.7%,21,-7.8%,21,-7.3%,11,-7.4%,11,-6.9%,12,1.3%,13,1.1%
CLE,3-3,16,-1.4%,16,-1.0%,14,6.5%,14,6.6%,30,16.5%,30,16.3%,4,8.6%,3,8.8%
HOU,3-4,17,-2.6%,18,-3.6%,20,-6.7%,20,-7.3%,20,4.7%,20,5.0%,3,8.8%,4,8.7%
CIN,2-4,18,-3.1%,17,-3.2%,5,17.9%,5,17.6%,27,10.3%,27,10.6%,30,-10.7%,30,-10.2%
ARI,3-4,19,-8.2%,19,-8.2%,19,-5.6%,19,-5.9%,13,-1.8%,13,-2.1%,22,-4.3%,23,-4.4%
CAR,4-2,20,-8.8%,20,-8.2%,16,-1.8%,16,-2.1%,16,0.1%,16,-0.3%,29,-6.9%,28,-6.5%
KC,4-3,21,-11.1%,21,-9.8%,27,-16.3%,27,-15.6%,7,-10.9%,8,-10.8%,25,-5.6%,24,-5.0%
DEN,3-3,22,-11.5%,22,-12.1%,9,10.3%,9,10.3%,28,10.4%,29,11.4%,32,-11.4%,31,-11.0%
BUF,2-4,23,-16.2%,23,-15.3%,29,-22.8%,29,-22.4%,24,6.1%,23,5.5%,1,12.7%,1,12.6%
CHI,3-4,24,-18.6%,24,-18.9%,30,-23.5%,30,-23.2%,19,4.5%,21,5.1%,2,9.5%,2,9.4%
MIA,0-7,25,-20.1%,25,-20.7%,13,8.4%,13,8.6%,31,25.2%,31,25.7%,19,-3.4%,19,-3.6%
DET,4-2,26,-23.2%,26,-24.0%,22,-9.1%,22,-9.3%,29,10.7%,28,11.0%,20,-3.5%,20,-3.6%
NO,2-4,27,-25.7%,27,-24.4%,23,-12.7%,23,-12.2%,25,7.5%,25,6.9%,24,-5.5%,25,-5.3%
ATL,1-6,28,-26.4%,28,-26.2%,25,-14.1%,25,-13.9%,26,8.0%,26,8.1%,23,-4.4%,21,-4.2%
NYJ,1-6,29,-28.5%,29,-27.5%,18,-5.4%,18,-5.1%,32,27.0%,32,26.9%,8,3.9%,7,4.4%
OAK,2-4,30,-34.2%,30,-33.3%,28,-18.1%,28,-17.5%,21,4.9%,19,4.6%,31,-11.1%,32,-11.1%
SF,2-4,31,-42.0%,31,-42.9%,32,-39.4%,32,-39.8%,23,5.7%,24,6.1%,9,3.1%,9,2.9%
STL,0-7,32,-44.2%,32,-45.0%,31,-35.2%,31,-35.7%,22,4.9%,22,5.1%,21,-4.1%,22,-4.2%
