Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,15-0,1,56.0%,1,47.1%,1,42.9%,1,38.1%,6,-8.5%,11,-5.7%,6,4.6%,6,3.3%
IND,13-2,2,31.5%,5,24.8%,2,23.9%,3,19.8%,1,-15.2%,2,-13.3%,32,-7.6%,32,-8.4%
DAL,13-2,3,28.8%,4,24.8%,3,22.2%,4,16.3%,9,-6.7%,6,-8.5%,14,-0.1%,16,0.0%
JAX,11-4,4,27.8%,2,37.2%,4,20.9%,2,26.4%,15,-3.3%,9,-7.0%,7,3.7%,5,3.8%
TB,9-6,5,21.2%,6,20.0%,12,6.6%,15,2.4%,3,-13.9%,1,-17.1%,13,0.6%,13,0.6%
PIT,10-5,6,20.7%,10,12.2%,10,7.8%,13,5.3%,2,-14.9%,5,-9.6%,20,-2.0%,21,-2.8%
SD,10-5,7,19.7%,3,26.7%,13,6.6%,9,8.9%,7,-8.4%,3,-12.2%,5,4.7%,4,5.6%
GB,12-3,8,18.0%,8,16.1%,5,14.5%,5,15.4%,17,-0.7%,20,1.7%,9,2.8%,9,2.5%
SEA,10-5,9,16.9%,7,17.2%,14,5.8%,11,7.6%,5,-9.2%,4,-10.1%,11,1.9%,18,-0.5%
PHI,7-8,10,11.4%,11,11.2%,6,13.6%,6,13.7%,10,-4.4%,12,-4.4%,30,-6.6%,30,-7.0%
CLE,9-6,11,7.1%,9,13.0%,8,8.7%,8,9.8%,26,8.2%,22,3.1%,3,6.7%,3,6.4%
MIN,8-7,12,6.3%,12,7.4%,15,0.1%,14,3.6%,11,-4.2%,14,-2.1%,10,2.0%,12,1.7%
TEN,9-6,13,6.0%,16,-0.7%,20,-5.7%,20,-8.3%,4,-12.5%,8,-7.5%,17,-0.8%,15,0.1%
CIN,6-9,14,0.7%,14,2.2%,7,11.5%,10,8.5%,31,9.7%,30,9.1%,18,-1.0%,7,2.9%
WAS,8-7,15,0.2%,15,2.0%,17,-2.1%,16,1.3%,16,-3.0%,16,-1.6%,16,-0.6%,19,-0.9%
NYG,10-5,16,-2.1%,19,-2.5%,18,-3.9%,21,-9.9%,12,-3.9%,7,-7.8%,21,-2.1%,17,-0.4%
DEN,6-9,17,-4.1%,20,-3.3%,9,7.8%,12,6.6%,23,6.2%,23,6.5%,28,-5.7%,25,-3.4%
NO,7-8,18,-4.4%,13,4.8%,11,7.6%,7,13.1%,28,8.6%,24,6.5%,23,-3.3%,20,-1.8%
HOU,7-8,19,-5.0%,21,-5.5%,16,-0.3%,17,0.8%,25,8.1%,29,8.9%,8,3.4%,8,2.6%
BUF,7-8,20,-6.2%,18,-1.8%,23,-9.7%,19,-6.1%,19,1.4%,15,-2.1%,4,4.8%,10,2.2%
CHI,6-9,21,-8.0%,17,-0.9%,30,-21.8%,26,-18.1%,13,-3.9%,10,-6.8%,1,10.0%,1,10.4%
BAL,4-11,22,-8.7%,23,-12.7%,25,-15.6%,24,-13.4%,8,-7.1%,13,-3.7%,15,-0.2%,22,-3.0%
ARI,7-8,23,-14.7%,24,-17.4%,19,-4.4%,18,-4.2%,21,5.5%,28,8.0%,25,-4.8%,28,-5.2%
NYJ,3-12,24,-17.9%,22,-11.3%,24,-9.8%,23,-12.4%,30,9.7%,18,0.9%,12,1.6%,11,2.1%
KC,4-11,25,-20.1%,25,-23.1%,27,-19.0%,28,-18.8%,14,-3.8%,19,1.1%,26,-5.0%,24,-3.2%
DET,7-8,26,-23.0%,26,-27.5%,22,-9.3%,22,-11.2%,29,9.2%,32,11.7%,24,-4.4%,27,-4.7%
MIA,1-14,27,-24.0%,28,-28.1%,21,-8.5%,25,-14.4%,32,12.6%,31,10.6%,22,-3.0%,23,-3.1%
CAR,6-9,28,-26.2%,29,-28.8%,26,-18.0%,31,-23.4%,18,1.2%,17,0.0%,31,-7.1%,29,-5.5%
ATL,3-12,29,-27.4%,30,-29.1%,29,-20.1%,30,-21.6%,22,5.9%,26,7.7%,19,-1.4%,14,0.2%
SF,5-10,30,-33.0%,27,-27.8%,32,-32.4%,32,-28.8%,24,8.0%,27,7.9%,2,7.4%,2,8.9%
STL,3-12,31,-33.0%,31,-29.1%,31,-21.9%,29,-19.3%,20,5.2%,21,1.9%,29,-6.0%,31,-7.9%
OAK,4-11,32,-33.3%,32,-30.1%,28,-19.3%,27,-18.3%,27,8.4%,25,7.4%,27,-5.6%,26,-4.3%
