Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,13-0,1,62.7%,1,59.1%,1,49.6%,1,49.4%,7,-7.2%,10,-4.2%,5,5.8%,4,5.6%
DAL,12-1,2,36.4%,2,36.3%,2,29.4%,2,28.8%,9,-6.3%,7,-6.6%,14,0.7%,14,0.9%
IND,11-2,3,29.9%,4,24.4%,3,24.0%,4,20.4%,2,-15.4%,2,-14.5%,32,-9.5%,32,-10.5%
GB,11-2,4,27.1%,3,30.0%,4,21.1%,3,24.2%,14,-1.8%,14,-0.6%,6,4.2%,6,5.2%
PIT,9-4,5,26.6%,6,21.7%,11,6.3%,14,3.9%,1,-22.7%,1,-21.3%,20,-2.4%,24,-3.4%
TB,8-5,6,19.2%,8,16.8%,10,11.1%,11,8.2%,6,-9.8%,4,-11.4%,18,-1.8%,19,-2.8%
JAX,9-4,7,18.9%,5,22.8%,5,16.9%,5,19.3%,17,1.5%,15,0.3%,9,3.5%,9,3.8%
SEA,9-4,8,17.2%,7,18.3%,13,4.8%,12,6.3%,4,-11.4%,3,-13.0%,13,1.0%,18,-1.0%
SD,8-5,9,13.5%,9,15.5%,12,5.5%,13,5.7%,11,-4.0%,9,-5.1%,7,4.0%,7,4.8%
MIN,7-6,10,10.7%,11,12.9%,15,0.9%,15,3.2%,8,-6.6%,8,-6.1%,10,3.2%,10,3.6%
CLE,8-5,11,9.8%,10,13.6%,7,14.3%,6,15.7%,30,12.7%,30,10.5%,2,8.2%,2,8.4%
PHI,5-8,12,5.9%,14,3.6%,8,13.3%,9,12.5%,16,1.3%,20,2.6%,28,-6.2%,28,-6.4%
CIN,5-8,13,4.2%,12,6.3%,6,14.3%,8,12.7%,27,9.3%,28,8.7%,17,-0.8%,11,2.3%
DEN,6-7,14,1.2%,13,3.7%,9,12.4%,7,13.1%,21,4.3%,22,4.3%,30,-6.8%,26,-5.2%
TEN,7-6,15,1.0%,20,-5.6%,23,-8.9%,23,-12.1%,3,-12.8%,6,-9.3%,21,-2.9%,20,-2.8%
BUF,7-6,16,-1.5%,15,1.6%,19,-5.1%,16,-1.5%,20,2.9%,19,2.1%,4,6.6%,5,5.3%
NYG,9-4,17,-1.8%,17,-2.4%,16,-2.1%,20,-5.7%,12,-2.6%,11,-4.2%,19,-2.3%,17,-0.9%
WAS,6-7,18,-3.3%,18,-4.8%,18,-5.1%,17,-3.1%,13,-2.3%,17,0.9%,16,-0.5%,15,-0.8%
BAL,4-9,19,-4.0%,21,-7.2%,25,-16.3%,24,-15.9%,5,-11.1%,5,-9.4%,12,1.2%,16,-0.8%
HOU,6-7,20,-8.2%,22,-9.2%,17,-3.8%,18,-3.8%,25,7.3%,25,6.4%,11,2.9%,13,1.0%
NO,6-7,21,-8.2%,16,-2.2%,14,4.7%,10,8.7%,26,9.0%,26,8.0%,23,-3.9%,21,-2.9%
CHI,5-8,22,-8.3%,19,-5.4%,28,-19.9%,27,-18.1%,15,-1.5%,13,-2.4%,1,10.1%,1,10.3%
ARI,6-7,23,-13.5%,24,-13.8%,20,-5.3%,19,-5.5%,18,1.8%,16,0.9%,29,-6.5%,30,-7.4%
NYJ,3-10,24,-16.1%,23,-10.7%,21,-6.4%,21,-6.8%,32,13.4%,27,8.2%,8,3.8%,8,4.3%
DET,6-7,25,-19.9%,25,-20.2%,22,-8.1%,22,-8.3%,24,6.1%,23,5.5%,27,-5.7%,29,-6.4%
KC,4-9,26,-22.3%,26,-25.0%,30,-23.9%,31,-25.8%,10,-5.8%,12,-3.9%,24,-4.2%,22,-3.0%
ATL,3-10,27,-26.4%,27,-26.5%,29,-20.3%,28,-22.2%,23,6.0%,24,5.9%,15,-0.1%,12,1.7%
MIA,0-13,28,-27.6%,29,-31.7%,24,-11.0%,26,-16.8%,31,13.2%,32,11.5%,22,-3.3%,23,-3.4%
CAR,5-8,29,-31.1%,31,-36.1%,27,-19.8%,30,-24.9%,19,2.2%,18,2.1%,31,-9.1%,31,-9.2%
OAK,4-9,30,-31.8%,28,-29.8%,26,-17.0%,25,-16.5%,28,9.5%,29,9.7%,26,-5.2%,25,-3.6%
STL,3-10,31,-35.5%,30,-32.7%,31,-26.1%,29,-24.1%,22,4.4%,21,3.1%,25,-5.0%,27,-5.4%
SF,3-10,32,-42.2%,32,-42.5%,32,-38.0%,32,-38.8%,29,10.9%,31,11.4%,3,6.7%,3,7.7%
