Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,14-0,1,57.0%,1,50.5%,1,44.8%,1,42.3%,6,-8.2%,8,-6.0%,7,3.9%,11,2.3%
IND,12-2,2,29.9%,6,22.9%,2,22.7%,4,18.6%,2,-15.1%,3,-12.8%,31,-7.9%,31,-8.5%
DAL,12-2,3,29.2%,4,26.3%,3,22.5%,5,18.1%,10,-5.7%,6,-6.8%,12,1.0%,13,1.4%
GB,12-2,4,27.3%,2,30.2%,5,19.5%,3,22.4%,15,-1.3%,17,0.3%,4,6.5%,2,8.1%
TB,9-5,5,24.2%,5,24.3%,10,10.0%,12,7.2%,3,-13.3%,2,-16.3%,14,0.9%,14,0.9%
PIT,9-5,6,22.9%,8,17.4%,14,5.1%,15,2.6%,1,-19.5%,1,-17.2%,19,-1.8%,21,-2.4%
JAX,10-4,7,22.2%,3,27.3%,4,19.6%,2,23.8%,17,-0.2%,14,-1.1%,10,2.4%,9,2.4%
SD,9-5,8,17.5%,7,20.4%,12,7.0%,11,8.0%,9,-5.8%,5,-6.9%,6,4.7%,5,5.5%
SEA,9-5,9,15.8%,9,14.9%,13,5.2%,13,7.0%,5,-9.6%,4,-9.5%,13,0.9%,19,-1.6%
PHI,6-8,10,9.9%,12,7.9%,8,12.3%,9,10.6%,11,-4.1%,11,-4.2%,29,-6.6%,28,-6.9%
CLE,9-5,11,9.6%,10,14.8%,7,13.5%,6,15.8%,30,11.3%,28,8.0%,2,7.4%,4,7.0%
MIN,8-6,12,8.5%,11,11.7%,15,-0.3%,14,2.7%,8,-6.3%,7,-6.4%,9,2.5%,8,2.6%
TEN,8-6,13,4.6%,19,-2.4%,19,-4.9%,20,-7.2%,4,-10.8%,9,-5.7%,18,-1.4%,16,-0.9%
CIN,5-9,14,-0.7%,14,-0.2%,6,13.5%,8,11.8%,31,13.0%,32,14.4%,17,-1.2%,10,2.3%
WAS,7-7,15,-1.3%,15,-0.3%,18,-3.8%,17,-0.5%,13,-2.7%,15,-0.8%,16,-0.3%,15,-0.7%
DEN,6-8,16,-1.5%,16,-0.6%,9,11.1%,10,10.5%,25,6.4%,27,7.0%,27,-6.1%,25,-4.1%
HOU,7-7,17,-2.7%,17,-1.0%,16,-0.4%,16,1.2%,23,5.7%,24,4.4%,8,3.4%,12,2.2%
NYG,9-5,18,-4.2%,21,-5.5%,17,-2.7%,21,-7.5%,16,-1.0%,13,-3.0%,21,-2.4%,17,-1.0%
NO,7-7,19,-4.4%,13,3.4%,11,7.9%,7,13.0%,26,7.9%,26,5.7%,23,-4.3%,24,-3.9%
BUF,7-7,20,-4.9%,18,-1.5%,21,-7.2%,18,-3.3%,19,3.4%,20,1.9%,5,5.7%,6,3.7%
BAL,4-10,21,-8.0%,23,-11.9%,26,-15.9%,26,-14.5%,7,-7.8%,10,-5.2%,15,0.0%,22,-2.6%
CHI,5-9,22,-9.6%,20,-5.0%,29,-21.4%,27,-19.0%,14,-1.7%,12,-3.1%,1,10.1%,1,10.9%
ARI,6-8,23,-15.3%,24,-16.9%,20,-6.5%,19,-6.8%,21,3.6%,23,4.3%,25,-5.3%,27,-5.7%
NYJ,3-11,24,-17.0%,22,-10.2%,24,-8.7%,23,-10.0%,28,10.5%,21,3.0%,11,2.3%,7,2.8%
KC,4-10,25,-21.8%,26,-24.9%,28,-20.7%,28,-21.2%,12,-3.3%,18,0.4%,24,-4.4%,23,-3.3%
DET,6-8,26,-22.6%,27,-25.1%,23,-8.4%,22,-9.9%,27,8.1%,29,8.1%,28,-6.1%,29,-7.0%
MIA,1-13,27,-26.0%,29,-30.0%,22,-8.1%,25,-14.1%,32,15.2%,31,13.8%,22,-2.7%,20,-2.1%
OAK,4-10,28,-27.4%,25,-23.2%,25,-15.7%,24,-14.0%,24,6.1%,25,5.1%,26,-5.6%,26,-4.2%
CAR,6-8,29,-27.5%,30,-31.7%,27,-17.3%,29,-22.8%,18,1.9%,19,0.8%,32,-8.3%,30,-8.1%
ATL,3-11,30,-28.3%,28,-29.7%,30,-22.3%,31,-25.2%,22,4.0%,22,3.4%,20,-2.1%,18,-1.1%
STL,3-11,31,-36.2%,31,-32.9%,31,-25.7%,30,-24.2%,20,3.5%,16,0.1%,30,-7.1%,32,-8.5%
SF,4-10,32,-36.7%,32,-34.0%,32,-32.2%,32,-30.5%,29,11.2%,30,11.3%,3,6.7%,3,7.9%
