Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,8-0,1,74.5%,1,74.4%,1,50.5%,1,50.4%,5,-16.8%,4,-17.0%,5,7.3%,5,7.0%
IND,7-0,2,50.3%,2,50.4%,2,36.1%,2,36.4%,4,-17.1%,5,-16.5%,19,-2.9%,18,-2.6%
DAL,6-1,3,34.5%,3,33.8%,3,25.4%,3,23.2%,8,-10.1%,7,-12.0%,15,-1.0%,15,-1.4%
PIT,5-2,4,30.6%,4,27.3%,8,12.6%,10,12.5%,2,-19.5%,3,-17.2%,17,-1.5%,17,-2.4%
TB,4-4,5,23.9%,5,24.8%,5,16.9%,5,17.8%,11,-6.1%,10,-6.2%,14,0.9%,14,0.8%
TEN,5-2,6,21.2%,6,20.9%,16,-2.9%,17,-3.8%,1,-27.0%,1,-27.5%,18,-2.9%,19,-2.9%
SEA,4-3,7,15.3%,10,13.7%,15,-2.3%,16,-3.3%,9,-9.7%,9,-9.1%,4,7.9%,4,7.9%
GB,6-1,8,14.8%,8,14.4%,11,9.6%,11,10.9%,10,-6.3%,11,-5.7%,16,-1.1%,16,-2.2%
SD,4-3,9,14.7%,7,16.2%,9,11.1%,9,12.6%,16,-0.9%,17,-0.3%,9,2.7%,9,3.2%
JAX,5-2,10,13.2%,9,14.0%,12,7.0%,12,7.3%,13,-4.3%,12,-4.8%,11,1.9%,11,1.9%
PHI,3-4,11,11.0%,11,9.2%,6,16.8%,6,16.8%,18,0.4%,20,2.3%,26,-5.4%,26,-5.3%
BAL,4-3,12,5.8%,12,5.7%,26,-16.5%,25,-14.9%,3,-17.5%,2,-17.4%,6,4.7%,8,3.3%
CLE,4-3,13,3.4%,13,5.7%,10,10.8%,8,13.1%,30,16.6%,30,17.0%,3,9.2%,3,9.6%
NYG,6-2,14,0.9%,14,1.7%,14,5.6%,14,4.2%,14,-2.0%,13,-4.4%,28,-6.7%,29,-6.9%
WAS,4-3,15,-1.2%,15,-0.6%,25,-16.1%,27,-15.8%,6,-13.8%,6,-14.2%,13,1.1%,12,1.1%
CIN,2-5,16,-2.8%,16,-3.2%,4,18.0%,4,18.2%,28,12.6%,29,14.7%,30,-8.2%,28,-6.7%
MIN,2-5,17,-3.2%,17,-4.8%,23,-9.6%,23,-9.4%,12,-5.0%,14,-3.6%,12,1.4%,13,1.0%
DEN,3-4,18,-7.4%,19,-8.3%,7,13.6%,7,13.2%,27,12.3%,27,14.2%,32,-8.8%,31,-7.3%
BUF,3-4,19,-8.8%,18,-6.4%,28,-20.1%,28,-18.7%,19,1.2%,18,0.1%,1,12.6%,1,12.4%
HOU,3-5,20,-9.9%,22,-12.2%,21,-7.2%,22,-7.8%,22,6.5%,23,7.7%,7,3.8%,7,3.3%
ARI,3-4,21,-10.3%,21,-9.1%,20,-7.0%,20,-7.0%,15,-1.0%,15,-1.8%,22,-4.3%,20,-3.9%
KC,4-3,22,-11.5%,20,-8.8%,27,-16.9%,26,-15.1%,7,-11.0%,8,-11.3%,27,-5.6%,25,-5.0%
CAR,4-3,23,-14.0%,24,-13.7%,18,-5.2%,18,-6.0%,17,0.3%,16,-0.5%,31,-8.4%,32,-8.1%
NO,3-4,24,-16.4%,23,-13.5%,17,-4.6%,15,-2.7%,23,7.6%,22,6.8%,21,-4.2%,21,-4.0%
MIA,0-8,25,-17.9%,25,-18.8%,13,6.3%,13,6.1%,31,20.1%,31,20.8%,20,-4.1%,23,-4.1%
CHI,3-5,26,-20.9%,26,-20.5%,30,-25.9%,30,-25.1%,21,4.2%,21,5.1%,2,9.2%,2,9.7%
DET,5-2,27,-21.2%,27,-21.6%,22,-7.3%,21,-7.8%,25,9.0%,25,8.2%,25,-4.9%,27,-5.7%
ATL,1-6,28,-26.3%,28,-25.3%,24,-13.9%,24,-13.5%,24,8.0%,24,7.8%,23,-4.4%,22,-4.1%
NYJ,1-7,29,-29.4%,29,-28.6%,19,-6.0%,19,-6.4%,32,25.6%,32,25.2%,10,2.1%,10,3.0%
OAK,2-5,30,-32.6%,30,-31.1%,29,-22.3%,29,-22.3%,20,2.6%,19,1.9%,29,-7.7%,30,-7.0%
STL,0-8,31,-44.6%,31,-44.8%,31,-31.1%,31,-31.3%,26,9.0%,26,8.8%,24,-4.5%,24,-4.7%
SF,2-5,32,-49.0%,32,-51.7%,32,-39.4%,32,-41.0%,29,13.2%,28,14.4%,8,3.6%,6,3.6%
