Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,6-0,1,66.0%,1,65.7%,1,44.3%,1,44.1%,5,-18.0%,5,-18.3%,7,3.6%,8,3.3%
IND,5-0,2,48.8%,2,48.5%,2,42.8%,2,43.0%,6,-13.2%,6,-12.9%,27,-7.3%,27,-7.4%
DAL,5-1,3,34.3%,3,33.9%,3,27.5%,3,26.5%,10,-8.3%,9,-9.0%,20,-1.5%,20,-1.6%
PIT,4-1,4,34.2%,4,33.2%,10,9.4%,10,9.7%,1,-24.9%,1,-23.8%,15,-0.1%,15,-0.3%
TB,4-2,5,31.4%,5,32.7%,4,20.2%,4,21.1%,11,-7.7%,11,-8.0%,8,3.5%,7,3.6%
GB,5-1,6,18.8%,6,19.1%,9,9.8%,9,10.7%,7,-9.5%,8,-9.2%,17,-0.5%,19,-0.8%
PHI,2-3,7,15.8%,7,15.7%,7,13.0%,7,13.4%,9,-8.9%,10,-8.1%,23,-6.1%,22,-5.9%
BAL,4-2,8,14.7%,8,15.1%,24,-12.7%,24,-12.0%,4,-19.3%,4,-19.3%,5,8.2%,5,7.8%
JAX,4-1,9,12.7%,9,12.8%,6,13.4%,6,13.4%,17,1.9%,17,1.9%,13,1.3%,13,1.3%
WAS,3-2,10,12.3%,10,12.7%,22,-10.5%,22,-10.4%,3,-21.9%,3,-22.2%,14,0.9%,14,0.9%
TEN,3-2,11,11.9%,11,11.7%,17,-2.9%,17,-3.1%,2,-22.3%,2,-22.4%,28,-7.5%,28,-7.6%
SEA,3-3,12,8.7%,12,7.8%,15,2.9%,15,2.6%,13,-2.9%,13,-2.4%,10,2.9%,10,2.8%
NYG,4-2,13,6.7%,13,7.0%,8,12.4%,8,11.9%,14,-1.3%,14,-2.3%,26,-7.1%,26,-7.2%
SD,3-3,14,5.6%,14,5.6%,12,8.3%,12,8.6%,20,4.3%,20,4.8%,12,1.6%,12,1.8%
MIN,2-3,15,2.0%,15,1.1%,21,-7.7%,21,-7.8%,12,-7.5%,12,-6.9%,11,2.2%,11,2.0%
HOU,3-3,16,1.4%,16,0.9%,19,-5.6%,19,-5.7%,19,4.0%,19,4.4%,1,10.9%,1,11.0%
CLE,3-3,17,-0.8%,17,0.2%,11,8.4%,11,9.3%,30,17.8%,30,17.9%,4,8.6%,4,8.8%
CIN,1-4,18,-5.6%,19,-5.9%,5,15.0%,5,15.1%,24,8.3%,26,9.3%,30,-12.3%,30,-11.7%
ARI,3-3,19,-6.2%,18,-5.8%,18,-4.7%,18,-4.4%,16,1.1%,16,1.1%,18,-0.5%,16,-0.3%
CAR,4-2,20,-7.5%,20,-7.5%,16,-0.6%,16,-0.7%,15,0.0%,15,0.0%,25,-6.9%,25,-6.8%
KC,3-3,21,-11.5%,21,-10.7%,25,-14.6%,25,-14.0%,8,-9.5%,7,-9.6%,24,-6.4%,24,-6.2%
MIA,0-6,22,-16.0%,22,-16.4%,14,5.2%,14,5.1%,31,20.5%,31,20.9%,19,-0.6%,18,-0.7%
DEN,2-3,23,-20.0%,23,-20.2%,13,6.3%,13,6.0%,29,11.6%,29,12.0%,32,-14.8%,32,-14.2%
ATL,1-5,24,-22.5%,24,-21.9%,23,-11.0%,23,-10.4%,22,5.8%,21,5.7%,22,-5.8%,21,-5.7%
CHI,2-4,25,-24.0%,25,-23.9%,31,-31.1%,31,-30.9%,18,3.4%,18,3.7%,2,10.5%,2,10.7%
BUF,1-4,26,-25.8%,26,-25.5%,29,-26.5%,29,-26.1%,27,9.7%,27,9.5%,3,10.4%,3,10.2%
NYJ,1-5,27,-30.4%,27,-29.8%,20,-7.5%,20,-7.6%,32,26.5%,32,26.3%,6,3.6%,6,4.1%
DET,3-2,28,-32.3%,28,-33.0%,27,-16.5%,28,-16.9%,28,10.1%,28,10.0%,21,-5.7%,23,-6.1%
NO,1-4,29,-34.5%,29,-33.9%,28,-17.3%,27,-16.9%,26,9.2%,25,8.9%,29,-8.0%,29,-8.1%
STL,0-6,30,-36.8%,30,-37.0%,30,-29.3%,30,-29.5%,23,7.2%,23,7.0%,16,-0.3%,17,-0.5%
OAK,2-3,31,-37.5%,31,-37.1%,26,-16.0%,26,-16.1%,25,9.0%,24,8.7%,31,-12.5%,31,-12.3%
SF,2-3,32,-40.6%,32,-41.5%,32,-38.3%,32,-38.6%,21,5.4%,22,5.8%,9,3.1%,9,2.9%
