Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,3-0,1,87.8%,1,87.8%,1,53.6%,1,53.6%,2,-28.7%,2,-28.7%,8,5.5%,8,5.5%
PIT,3-0,2,77.8%,2,77.8%,4,26.8%,4,26.8%,1,-39.6%,1,-39.6%,3,11.3%,3,11.3%
DAL,3-0,3,59.8%,3,59.8%,2,47.8%,2,47.8%,11,-7.4%,11,-7.4%,11,4.6%,11,4.6%
TB,2-1,4,47.2%,4,47.2%,6,21.4%,6,21.4%,6,-21.5%,6,-21.5%,12,4.4%,12,4.4%
PHI,1-2,5,38.6%,5,38.6%,3,28.3%,3,28.3%,10,-12.4%,10,-12.4%,19,-2.0%,19,-2.0%
IND,3-0,6,32.2%,6,32.2%,5,22.5%,5,22.5%,5,-22.7%,5,-22.7%,28,-13.0%,28,-13.0%
GB,3-0,7,22.9%,7,22.9%,10,12.6%,10,12.6%,14,-2.2%,14,-2.2%,6,8.0%,6,8.0%
BAL,2-1,8,22.4%,8,22.4%,22,-9.1%,22,-9.1%,8,-13.8%,8,-13.8%,2,17.7%,2,17.7%
TEN,2-1,9,17.0%,9,17.0%,13,7.4%,13,7.4%,9,-12.5%,9,-12.5%,20,-2.9%,20,-2.9%
HOU,2-1,10,15.0%,10,15.0%,18,-7.2%,18,-7.2%,13,-4.4%,13,-4.4%,1,17.9%,1,17.9%
DEN,2-1,11,14.3%,11,14.3%,9,13.2%,9,13.2%,7,-19.6%,7,-19.6%,31,-18.5%,31,-18.5%
MIN,1-2,12,13.0%,12,13.0%,25,-16.2%,25,-16.2%,3,-24.2%,3,-24.2%,9,5.0%,9,5.0%
SEA,2-1,13,12.8%,13,12.8%,14,6.4%,14,6.4%,20,2.2%,20,2.2%,5,8.5%,5,8.5%
ARI,1-2,14,1.2%,14,1.2%,12,10.8%,12,10.8%,18,1.2%,18,1.2%,24,-8.5%,24,-8.5%
JAX,2-1,15,0.5%,15,0.5%,16,-1.7%,16,-1.7%,19,1.2%,19,1.2%,13,3.4%,13,3.4%
CAR,2-1,16,-0.3%,16,-0.3%,8,15.8%,8,15.8%,21,5.0%,21,5.0%,27,-11.0%,27,-11.0%
CIN,1-2,17,-0.4%,17,-0.4%,7,19.5%,7,19.5%,16,-1.1%,16,-1.1%,32,-21.0%,32,-21.0%
WAS,2-1,18,-5.6%,18,-5.6%,24,-12.5%,24,-12.5%,12,-6.6%,12,-6.6%,16,0.2%,16,0.2%
MIA,0-3,19,-9.5%,19,-9.5%,11,12.5%,11,12.5%,26,14.7%,26,14.7%,22,-7.4%,22,-7.4%
CLE,1-2,20,-15.2%,20,-15.2%,17,-4.1%,17,-4.1%,28,21.9%,28,21.9%,4,10.8%,4,10.8%
KC,1-2,21,-21.6%,21,-21.6%,29,-30.6%,29,-30.6%,4,-23.0%,4,-23.0%,29,-14.0%,29,-14.0%
SF,2-1,22,-21.8%,22,-21.8%,27,-24.3%,27,-24.3%,15,-2.0%,15,-2.0%,15,0.5%,15,0.5%
SD,1-2,23,-22.6%,23,-22.6%,21,-9.1%,21,-9.1%,25,14.1%,25,14.1%,14,0.6%,14,0.6%
ATL,0-3,24,-27.5%,24,-27.5%,19,-7.5%,19,-7.5%,24,11.2%,24,11.2%,26,-8.8%,26,-8.8%
DET,2-1,25,-28.4%,25,-28.4%,23,-9.9%,23,-9.9%,27,17.2%,27,17.2%,18,-1.2%,18,-1.2%
NYG,1-2,26,-28.6%,26,-28.6%,15,4.5%,15,4.5%,30,27.7%,30,27.7%,21,-5.4%,21,-5.4%
CHI,1-2,27,-38.2%,27,-38.2%,32,-42.2%,32,-42.2%,17,0.6%,17,0.6%,10,4.6%,10,4.6%
STL,0-3,28,-42.5%,28,-42.5%,28,-28.2%,28,-28.2%,22,6.0%,22,6.0%,23,-8.4%,23,-8.4%
OAK,1-2,29,-44.4%,29,-44.4%,26,-21.0%,26,-21.0%,23,7.9%,23,7.9%,30,-15.5%,30,-15.5%
NYJ,1-2,30,-46.9%,30,-46.9%,20,-8.1%,20,-8.1%,32,38.2%,32,38.2%,17,-0.6%,17,-0.6%
BUF,0-3,31,-67.1%,31,-67.1%,31,-40.9%,31,-40.9%,31,33.6%,31,33.6%,7,7.3%,7,7.3%
NO,0-3,32,-73.5%,32,-73.5%,30,-37.2%,30,-37.2%,29,27.6%,29,27.6%,25,-8.8%,25,-8.8%
