Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,12-0,1,63.2%,1,59.9%,1,48.0%,1,47.7%,8,-9.0%,10,-5.7%,4,6.3%,4,6.6%
DAL,11-1,2,39.8%,2,41.3%,2,30.8%,2,30.4%,9,-8.3%,7,-9.8%,14,0.7%,12,1.1%
PIT,9-3,3,27.6%,4,23.8%,12,4.6%,14,2.7%,1,-25.5%,1,-24.4%,18,-2.5%,22,-3.3%
IND,10-2,4,26.3%,5,20.5%,4,20.3%,7,15.6%,3,-14.4%,3,-14.0%,31,-8.4%,31,-9.1%
GB,10-2,5,25.6%,3,27.9%,3,21.9%,3,25.5%,16,-0.7%,16,1.0%,10,3.0%,10,3.3%
TB,8-4,6,21.0%,6,20.0%,9,12.0%,9,10.4%,7,-9.8%,6,-11.3%,16,-0.7%,18,-1.7%
SEA,8-4,7,15.2%,8,15.5%,13,1.7%,15,1.8%,4,-12.2%,4,-13.6%,12,1.3%,14,0.1%
JAX,8-4,8,15.2%,7,17.5%,6,17.2%,4,19.0%,21,5.5%,22,5.4%,8,3.5%,8,3.9%
SD,7-5,9,12.7%,10,13.4%,10,6.7%,10,6.6%,13,-1.8%,13,-1.9%,6,4.2%,6,4.9%
MIN,6-6,10,11.4%,9,13.8%,14,1.3%,13,3.9%,10,-6.7%,9,-6.5%,9,3.4%,9,3.4%
CLE,7-5,11,9.6%,11,13.2%,7,15.2%,6,17.3%,32,14.0%,32,12.7%,2,8.5%,2,8.6%
PHI,5-7,12,5.8%,13,3.2%,8,14.0%,8,14.4%,17,2.1%,21,5.0%,28,-6.1%,29,-6.2%
CIN,4-8,13,5.3%,12,6.8%,5,18.2%,5,17.8%,29,10.3%,30,11.2%,20,-2.6%,13,0.2%
BAL,4-8,14,0.6%,14,-2.2%,25,-15.3%,25,-14.7%,2,-15.5%,2,-14.5%,15,0.4%,19,-2.0%
TEN,7-5,15,-1.4%,19,-6.4%,23,-9.6%,24,-12.1%,6,-11.1%,8,-7.9%,22,-3.0%,21,-2.2%
NYG,8-4,16,-1.6%,15,-2.8%,16,-1.1%,19,-4.7%,11,-2.8%,11,-4.0%,23,-3.2%,20,-2.2%
WAS,5-7,17,-2.2%,18,-3.7%,19,-5.3%,17,-4.1%,12,-2.0%,15,0.8%,13,1.1%,11,1.2%
BUF,6-6,18,-5.5%,17,-3.4%,21,-8.2%,20,-4.9%,20,4.0%,19,3.8%,3,6.7%,5,5.4%
CHI,5-7,19,-6.8%,16,-3.3%,28,-19.0%,27,-16.1%,15,-0.9%,14,-1.0%,1,11.3%,1,11.8%
DEN,5-7,20,-9.1%,21,-8.4%,11,6.1%,11,5.0%,24,7.8%,25,8.0%,30,-7.3%,26,-5.4%
HOU,5-7,21,-10.8%,25,-13.1%,17,-4.3%,18,-4.6%,25,8.3%,24,8.0%,11,1.8%,17,-0.4%
ARI,6-6,22,-11.3%,23,-11.8%,20,-6.2%,21,-7.1%,14,-1.0%,12,-2.5%,29,-6.1%,30,-7.2%
NO,5-7,23,-12.8%,20,-7.3%,15,1.0%,12,4.8%,27,9.6%,28,8.7%,24,-4.3%,25,-3.5%
KC,4-8,24,-13.7%,24,-12.7%,29,-20.7%,29,-20.8%,5,-11.5%,5,-11.5%,26,-4.5%,23,-3.3%
NYJ,3-9,25,-13.9%,22,-8.4%,18,-4.4%,16,-3.9%,31,13.5%,29,9.4%,7,3.9%,7,4.8%
MIA,0-12,26,-21.6%,27,-23.9%,22,-8.4%,23,-11.9%,28,10.3%,27,8.6%,21,-2.9%,24,-3.3%
DET,6-6,27,-23.0%,26,-22.9%,24,-10.3%,22,-10.0%,23,7.5%,23,7.3%,27,-5.2%,28,-5.5%
ATL,3-9,28,-25.4%,29,-24.9%,30,-20.7%,30,-22.1%,19,3.3%,17,2.8%,17,-1.4%,15,0.0%
OAK,4-8,29,-27.2%,28,-24.5%,26,-16.0%,26,-15.7%,26,8.7%,26,8.5%,19,-2.6%,16,-0.3%
CAR,5-7,30,-29.4%,30,-33.7%,27,-16.6%,28,-20.5%,18,2.9%,18,2.8%,32,-10.0%,32,-10.4%
STL,3-9,31,-34.9%,31,-33.9%,31,-24.7%,31,-23.8%,22,5.9%,20,4.6%,25,-4.3%,27,-5.4%
SF,3-9,32,-41.9%,32,-42.5%,32,-36.8%,32,-37.6%,30,11.3%,31,11.8%,5,6.2%,3,6.9%
