Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SD,2-0,1,66.5%,1,66.5%,3,29.1%,3,29.1%,2,-34.0%,2,-34.0%,7,3.5%,7,3.5%
BAL,3-0,2,55.8%,2,55.8%,15,0.3%,15,0.3%,1,-49.6%,1,-49.6%,3,5.9%,3,5.9%
PHI,2-1,3,43.0%,3,43.0%,1,44.1%,1,44.1%,16,0.5%,16,0.5%,17,-0.7%,17,-0.7%
CHI,3-0,4,40.4%,4,40.4%,10,7.9%,10,7.9%,6,-18.0%,6,-18.0%,1,14.5%,1,14.5%
NO,3-0,5,34.6%,5,34.6%,14,5.4%,14,5.4%,3,-26.6%,3,-26.6%,10,2.6%,10,2.6%
IND,3-0,6,19.7%,6,19.7%,2,30.9%,2,30.9%,28,15.9%,28,15.9%,4,4.7%,4,4.7%
CIN,3-0,7,19.5%,7,19.5%,12,6.3%,12,6.3%,10,-10.7%,10,-10.7%,11,2.6%,11,2.6%
JAX,2-1,8,15.8%,8,15.8%,16,0.0%,16,0.0%,4,-22.8%,4,-22.8%,26,-7.0%,26,-7.0%
SEA,3-0,9,15.3%,9,15.3%,13,6.1%,13,6.1%,9,-13.4%,9,-13.4%,21,-4.1%,21,-4.1%
NYJ,2-1,10,12.9%,10,12.9%,4,25.5%,4,25.5%,21,7.2%,21,7.2%,25,-5.4%,25,-5.4%
BUF,1-2,11,10.5%,11,10.5%,11,7.2%,11,7.2%,19,3.5%,19,3.5%,2,6.8%,2,6.8%
STL,2-1,12,7.6%,12,7.6%,21,-10.8%,21,-10.8%,7,-16.7%,7,-16.7%,13,1.8%,13,1.8%
NE,2-1,13,7.4%,13,7.4%,5,21.7%,5,21.7%,31,17.6%,31,17.6%,8,3.3%,8,3.3%
DAL,1-1,14,6.6%,14,6.6%,8,11.6%,8,11.6%,12,-6.4%,12,-6.4%,30,-11.4%,30,-11.4%
SF,1-2,15,1.2%,15,1.2%,7,11.7%,7,11.7%,26,13.0%,26,13.0%,12,2.5%,12,2.5%
WAS,1-2,16,1.0%,16,1.0%,9,10.5%,9,10.5%,25,11.2%,25,11.2%,14,1.7%,14,1.7%
NYG,1-2,17,-2.0%,17,-2.0%,6,16.7%,6,16.7%,29,17.0%,29,17.0%,19,-1.8%,19,-1.8%
PIT,1-2,18,-2.2%,18,-2.2%,23,-11.4%,23,-11.4%,5,-18.5%,5,-18.5%,28,-9.3%,28,-9.3%
KC,0-2,19,-6.5%,19,-6.5%,24,-11.7%,24,-11.7%,14,-4.3%,14,-4.3%,16,0.9%,16,0.9%
MIN,2-1,20,-7.1%,20,-7.1%,25,-12.0%,25,-12.0%,11,-9.7%,11,-9.7%,23,-4.8%,23,-4.8%
CAR,1-2,21,-9.0%,21,-9.0%,27,-15.2%,27,-15.2%,13,-5.3%,13,-5.3%,15,1.0%,15,1.0%
DEN,2-1,22,-14.0%,22,-14.0%,19,-3.7%,19,-3.7%,17,0.9%,17,0.9%,29,-9.3%,29,-9.3%
ATL,2-1,23,-14.0%,23,-14.0%,20,-8.6%,20,-8.6%,8,-14.7%,8,-14.7%,32,-20.0%,32,-20.0%
MIA,1-2,24,-18.3%,24,-18.3%,28,-15.2%,28,-15.2%,15,-2.2%,15,-2.2%,24,-5.2%,24,-5.2%
GB,1-2,25,-20.0%,25,-20.0%,18,-3.4%,18,-3.4%,22,7.4%,22,7.4%,27,-9.2%,27,-9.2%
CLE,0-3,26,-21.1%,26,-21.1%,29,-17.8%,29,-17.8%,20,7.2%,20,7.2%,6,4.0%,6,4.0%
DET,0-3,27,-22.3%,27,-22.3%,17,-3.0%,17,-3.0%,23,7.6%,23,7.6%,31,-11.6%,31,-11.6%
ARI,1-2,28,-31.8%,28,-31.8%,26,-13.6%,26,-13.6%,27,14.0%,27,14.0%,22,-4.1%,22,-4.1%
TB,0-3,29,-34.9%,29,-34.9%,31,-31.9%,31,-31.9%,18,1.4%,18,1.4%,18,-1.6%,18,-1.6%
TEN,0-3,30,-50.2%,30,-50.2%,30,-30.3%,30,-30.3%,30,17.1%,30,17.1%,20,-2.9%,20,-2.9%
HOU,0-3,31,-60.2%,31,-60.2%,22,-11.3%,22,-11.3%,32,51.7%,32,51.7%,9,2.8%,9,2.8%
OAK,0-2,32,-86.5%,32,-86.5%,32,-80.6%,32,-80.6%,24,10.2%,24,10.2%,5,4.3%,5,4.3%
