Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
CHI,1-0,1,66.4%,1,66.4%,11,9.6%,11,9.6%,5,-25.4%,5,-25.4%,1,31.3%,1,31.3%
BAL,1-0,2,63.6%,2,63.6%,17,-1.0%,17,-1.0%,1,-65.5%,1,-65.5%,16,-0.9%,16,-0.9%
PHI,1-0,3,59.5%,3,59.5%,1,55.1%,1,55.1%,15,-2.9%,15,-2.9%,13,1.5%,13,1.5%
ATL,1-0,4,58.4%,4,58.4%,4,26.9%,4,26.9%,3,-34.5%,3,-34.5%,20,-3.0%,20,-3.0%
STL,1-0,5,44.9%,5,44.9%,20,-6.8%,20,-6.8%,2,-43.8%,2,-43.8%,4,7.9%,4,7.9%
SD,1-0,6,41.4%,6,41.4%,9,16.2%,9,16.2%,4,-26.4%,4,-26.4%,18,-1.2%,18,-1.2%
NYJ,1-0,7,29.5%,7,29.5%,3,29.3%,3,29.3%,10,-16.3%,10,-16.3%,28,-16.2%,28,-16.2%
CIN,1-0,8,23.4%,8,23.4%,13,6.0%,13,6.0%,11,-9.8%,11,-9.8%,5,7.6%,5,7.6%
PIT,1-0,9,20.4%,9,20.4%,6,20.7%,6,20.7%,7,-21.8%,7,-21.8%,31,-22.1%,31,-22.1%
JAX,1-0,10,18.3%,10,18.3%,7,20.6%,7,20.6%,13,-7.7%,13,-7.7%,27,-10.0%,27,-10.0%
NO,1-0,11,15.3%,11,15.3%,19,-6.2%,19,-6.2%,6,-23.5%,6,-23.5%,19,-2.0%,19,-2.0%
SF,0-1,12,11.3%,12,11.3%,5,25.7%,5,25.7%,26,16.2%,26,16.2%,12,1.8%,12,1.8%
NYG,0-1,13,11.2%,13,11.2%,2,43.3%,2,43.3%,24,14.2%,24,14.2%,29,-18.0%,29,-18.0%
BUF,0-1,14,9.8%,14,9.8%,14,3.4%,14,3.4%,16,-2.2%,16,-2.2%,8,4.3%,8,4.3%
SEA,1-0,15,4.3%,15,4.3%,25,-17.9%,25,-17.9%,8,-20.0%,8,-20.0%,11,2.2%,11,2.2%
NE,1-0,16,1.4%,16,1.4%,12,6.0%,12,6.0%,20,8.6%,20,8.6%,10,3.9%,10,3.9%
WAS,0-1,17,-9.0%,17,-9.0%,16,-0.9%,16,-0.9%,17,-1.0%,17,-1.0%,25,-9.2%,25,-9.2%
CLE,0-1,18,-11.6%,18,-11.6%,28,-26.7%,28,-26.7%,12,-9.3%,12,-9.3%,6,5.8%,6,5.8%
ARI,1-0,19,-13.0%,19,-13.0%,8,19.3%,8,19.3%,29,23.9%,29,23.9%,23,-8.4%,23,-8.4%
MIA,0-1,20,-13.3%,20,-13.3%,24,-14.0%,24,-14.0%,23,13.3%,23,13.3%,3,14.1%,3,14.1%
MIN,1-0,21,-13.9%,21,-13.9%,15,-0.6%,15,-0.6%,19,5.4%,19,5.4%,22,-7.9%,22,-7.9%
DET,0-1,22,-18.4%,22,-18.4%,26,-18.5%,26,-18.5%,9,-18.5%,9,-18.5%,30,-18.3%,30,-18.3%
KC,0-1,23,-33.0%,23,-33.0%,22,-13.4%,22,-13.4%,21,9.7%,21,9.7%,26,-9.9%,26,-9.9%
IND,1-0,24,-35.7%,24,-35.7%,10,13.3%,10,13.3%,32,63.8%,32,63.8%,2,14.8%,2,14.8%
DAL,0-1,25,-38.1%,25,-38.1%,23,-13.9%,23,-13.9%,25,15.5%,25,15.5%,24,-8.8%,24,-8.8%
DEN,0-1,26,-40.8%,26,-40.8%,30,-45.5%,30,-45.5%,14,-5.3%,14,-5.3%,15,-0.6%,15,-0.6%
CAR,0-1,27,-45.8%,27,-45.8%,29,-31.6%,29,-31.6%,27,18.2%,27,18.2%,9,4.0%,9,4.0%
TEN,0-1,28,-46.6%,28,-46.6%,21,-12.9%,21,-12.9%,30,28.5%,30,28.5%,21,-5.2%,21,-5.2%
HOU,0-1,29,-49.6%,29,-49.6%,18,-1.3%,18,-1.3%,31,47.2%,31,47.2%,17,-1.1%,17,-1.1%
OAK,0-1,30,-65.4%,30,-65.4%,31,-51.6%,31,-51.6%,28,18.8%,28,18.8%,7,4.9%,7,4.9%
TB,0-1,31,-66.1%,31,-66.1%,32,-64.4%,32,-64.4%,18,2.6%,18,2.6%,14,0.8%,14,0.8%
GB,0-1,32,-72.0%,32,-72.0%,27,-24.6%,27,-24.6%,22,13.1%,22,13.1%,32,-34.3%,32,-34.3%
