Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SD,12-2,1,32.6%,1,32.9%,2,27.6%,1,29.1%,12,-0.8%,13,0.4%,6,4.2%,8,4.2%
CHI,12-2,2,31.3%,2,28.6%,16,-0.2%,16,-0.6%,1,-22.1%,1,-21.4%,1,9.4%,1,7.8%
BAL,11-3,3,25.1%,4,26.0%,15,1.1%,12,4.8%,2,-20.5%,2,-17.8%,7,3.5%,9,3.5%
JAX,8-6,4,25.0%,3,27.7%,10,5.4%,9,8.2%,3,-18.6%,3,-17.2%,14,1.0%,11,2.3%
NE,10-4,5,24.5%,5,25.5%,8,8.7%,11,5.8%,6,-10.6%,4,-13.6%,3,5.2%,3,6.2%
PHI,8-6,6,23.9%,7,18.7%,3,19.4%,5,16.9%,8,-8.0%,9,-6.2%,23,-3.5%,25,-4.4%
IND,11-3,7,18.2%,6,20.2%,1,28.8%,2,28.7%,23,5.7%,17,2.9%,29,-4.8%,29,-5.6%
DAL,9-5,8,15.4%,8,14.8%,5,15.7%,4,17.4%,11,-0.8%,14,2.1%,19,-1.2%,19,-0.5%
NYG,7-7,9,15.3%,10,11.7%,6,14.3%,7,13.3%,13,-0.7%,16,2.4%,17,0.3%,17,0.7%
NO,9-5,10,10.7%,9,12.4%,7,11.8%,6,15.1%,17,1.6%,15,2.2%,16,0.5%,18,-0.4%
PIT,7-7,11,10.0%,12,8.1%,9,6.5%,10,6.9%,7,-9.4%,10,-5.9%,30,-5.9%,27,-4.7%
CIN,8-6,12,9.0%,11,10.1%,4,16.9%,3,20.0%,27,9.3%,29,10.8%,12,1.4%,16,0.9%
KC,7-7,13,5.8%,13,5.8%,12,4.7%,8,8.4%,15,0.5%,20,4.1%,11,1.6%,13,1.5%
CAR,6-8,14,1.8%,15,3.5%,18,-1.8%,18,-2.8%,9,-7.8%,7,-10.8%,24,-4.2%,26,-4.5%
DEN,8-6,15,0.0%,18,-1.6%,14,2.1%,13,3.0%,18,2.2%,22,5.7%,18,0.1%,14,1.1%
MIA,6-8,16,-0.4%,14,3.7%,24,-9.1%,23,-7.3%,5,-11.1%,6,-13.1%,21,-2.4%,21,-2.2%
BUF,7-7,17,-2.5%,16,1.8%,23,-7.4%,21,-6.9%,16,1.2%,11,-1.5%,2,6.1%,2,7.2%
NYJ,8-6,18,-5.0%,19,-6.4%,11,4.9%,14,2.4%,32,14.5%,31,15.0%,5,4.6%,4,6.2%
ATL,7-7,19,-6.3%,21,-8.6%,17,-1.4%,15,-0.4%,14,0.2%,19,4.0%,28,-4.8%,24,-4.3%
MIN,6-8,20,-6.9%,20,-7.6%,27,-12.7%,28,-12.8%,4,-12.2%,5,-13.3%,31,-6.4%,32,-8.1%
WAS,5-9,21,-9.0%,22,-11.4%,13,2.1%,17,-0.7%,29,12.2%,30,11.7%,13,1.0%,15,1.0%
TEN,7-7,22,-9.0%,17,1.5%,25,-9.6%,20,-3.9%,19,2.5%,12,-0.9%,8,3.1%,6,4.6%
CLE,4-10,23,-10.2%,23,-12.1%,26,-11.7%,26,-10.7%,20,3.2%,23,5.8%,4,4.7%,7,4.3%
GB,6-8,24,-15.0%,24,-15.3%,20,-5.6%,25,-7.6%,21,4.7%,18,3.5%,26,-4.7%,23,-4.1%
SEA,8-6,25,-18.5%,26,-20.2%,28,-13.4%,29,-14.5%,25,6.8%,25,8.4%,10,1.8%,10,2.7%
STL,6-8,26,-18.7%,30,-24.7%,19,-2.7%,19,-3.0%,28,11.5%,32,16.1%,25,-4.4%,30,-5.7%
SF,6-8,27,-21.7%,25,-20.1%,22,-7.2%,24,-7.5%,30,12.7%,28,10.7%,20,-1.8%,20,-1.8%
TB,3-11,28,-22.5%,29,-22.9%,30,-17.2%,30,-16.2%,24,6.1%,26,8.6%,15,0.8%,12,1.9%
HOU,4-10,29,-23.5%,28,-21.2%,21,-7.0%,22,-7.2%,31,13.6%,27,10.3%,22,-2.9%,22,-3.7%
DET,2-12,30,-25.0%,31,-26.5%,31,-19.4%,31,-23.9%,26,8.3%,24,8.2%,9,2.7%,5,5.5%
ARI,4-10,31,-27.8%,27,-20.9%,29,-16.5%,27,-11.2%,22,4.8%,21,4.6%,32,-6.6%,28,-5.0%
OAK,2-12,32,-34.8%,32,-32.9%,32,-37.1%,32,-34.4%,10,-7.1%,8,-7.2%,27,-4.8%,31,-5.8%
