Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SD,13-2,1,30.0%,1,28.9%,2,24.6%,2,25.0%,16,-1.0%,15,0.9%,4,4.4%,6,4.8%
CHI,13-2,2,29.7%,4,24.7%,16,-0.5%,18,-2.0%,2,-20.6%,1,-18.6%,1,9.5%,2,8.0%
BAL,12-3,3,26.7%,2,28.0%,14,1.7%,11,5.8%,1,-21.2%,2,-18.5%,5,3.9%,8,3.7%
PHI,9-6,4,26.6%,5,22.6%,3,20.5%,3,18.4%,6,-8.6%,9,-7.3%,22,-2.5%,23,-3.0%
NE,11-4,5,25.2%,3,26.9%,6,12.3%,7,10.4%,8,-8.1%,7,-10.2%,3,4.9%,4,6.2%
JAX,8-7,6,22.1%,6,21.5%,9,6.0%,8,9.4%,3,-16.0%,6,-11.4%,16,0.1%,17,0.7%
IND,11-4,7,16.6%,7,19.0%,1,28.2%,1,28.8%,27,7.7%,22,5.1%,25,-3.9%,29,-4.6%
NO,10-5,8,13.3%,8,16.6%,7,11.7%,5,15.0%,14,-1.4%,12,-2.3%,15,0.3%,20,-0.7%
DAL,9-6,9,12.2%,9,10.7%,5,12.4%,6,13.8%,15,-1.0%,19,3.3%,20,-1.2%,19,0.1%
NYG,7-8,10,11.2%,11,5.8%,8,9.6%,10,6.7%,12,-1.6%,17,1.6%,18,-0.1%,16,0.7%
CIN,8-7,11,7.9%,10,8.9%,4,13.9%,4,15.8%,25,7.6%,27,8.3%,12,1.6%,14,1.3%
PIT,7-8,12,6.6%,12,5.2%,10,4.7%,12,5.6%,10,-7.4%,10,-3.4%,29,-5.5%,24,-3.8%
KC,8-7,13,5.3%,14,4.7%,11,4.2%,9,8.1%,18,0.6%,21,4.8%,11,1.8%,13,1.4%
CAR,7-8,14,0.8%,15,3.6%,19,-4.4%,23,-6.3%,7,-8.5%,4,-12.9%,24,-3.3%,22,-3.0%
DEN,9-6,15,0.5%,18,-1.6%,17,-1.4%,17,-1.4%,11,-1.9%,16,1.2%,17,0.0%,15,1.0%
MIA,6-9,16,-1.2%,17,2.5%,25,-10.3%,25,-8.6%,5,-11.1%,5,-12.7%,21,-2.0%,21,-1.5%
BUF,7-8,17,-1.8%,16,2.6%,21,-6.3%,21,-5.3%,20,2.6%,14,0.7%,2,7.1%,1,8.6%
NYJ,9-6,18,-5.8%,20,-6.6%,12,3.7%,13,2.2%,30,13.1%,30,13.9%,6,3.6%,5,5.2%
MIN,6-9,19,-5.8%,19,-5.2%,29,-15.2%,30,-15.3%,4,-15.0%,3,-17.4%,30,-5.7%,31,-7.3%
ATL,7-8,20,-7.0%,21,-10.9%,18,-3.6%,19,-4.2%,13,-1.4%,18,2.7%,27,-4.9%,26,-4.0%
TEN,8-7,21,-9.4%,13,5.2%,24,-8.8%,15,0.6%,19,2.5%,13,-1.6%,10,2.0%,9,3.0%
WAS,5-10,22,-11.1%,23,-13.1%,13,1.7%,16,-0.4%,32,14.3%,31,14.3%,13,1.5%,12,1.6%
GB,7-8,23,-12.5%,22,-11.4%,22,-6.7%,26,-9.3%,17,0.6%,11,-2.4%,28,-5.3%,28,-4.5%
CLE,4-11,24,-15.6%,30,-20.3%,28,-15.1%,28,-15.1%,22,4.0%,26,7.3%,7,3.5%,11,2.1%
SEA,8-7,25,-16.1%,25,-17.0%,27,-13.9%,27,-15.0%,23,4.4%,24,5.8%,9,2.3%,7,3.8%
STL,7-8,26,-16.8%,31,-23.6%,15,-0.3%,14,0.6%,28,10.8%,32,16.2%,31,-5.8%,32,-8.0%
TB,4-11,27,-19.8%,26,-18.4%,31,-16.9%,29,-15.2%,21,3.7%,23,5.7%,14,0.9%,10,2.5%
DET,2-13,28,-20.1%,28,-19.1%,30,-15.7%,31,-19.0%,26,7.7%,25,6.7%,8,3.3%,3,6.6%
SF,6-9,29,-20.7%,29,-19.6%,23,-7.5%,24,-7.3%,29,13.0%,29,12.7%,19,-0.2%,18,0.5%
HOU,5-10,30,-22.7%,27,-18.7%,20,-6.3%,20,-5.3%,31,13.4%,28,9.4%,23,-2.9%,25,-3.9%
ARI,5-10,31,-23.9%,24,-14.3%,26,-13.0%,22,-5.9%,24,4.7%,20,3.9%,32,-6.3%,27,-4.4%
OAK,2-13,32,-32.7%,32,-28.7%,32,-36.4%,32,-32.7%,9,-7.9%,8,-9.3%,26,-4.1%,30,-5.2%
