Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
CHI,6-0,1,40.0%,1,39.6%,13,2.7%,13,2.2%,2,-24.4%,2,-24.7%,1,12.9%,1,12.7%
PHI,4-3,2,38.9%,2,38.8%,1,29.0%,1,28.9%,8,-12.2%,8,-12.2%,18,-2.3%,20,-2.4%
SD,4-2,3,29.9%,4,29.5%,5,17.5%,5,17.4%,10,-8.1%,12,-7.8%,4,4.3%,4,4.3%
NYG,4-2,4,29.5%,3,30.0%,3,23.6%,3,23.6%,13,-5.7%,13,-5.9%,12,0.3%,12,0.6%
NE,5-1,5,19.6%,5,20.4%,4,20.1%,4,20.6%,22,4.6%,22,4.3%,5,4.1%,5,4.2%
PIT,2-4,6,18.2%,6,19.3%,6,13.8%,6,14.5%,6,-13.1%,6,-13.4%,31,-8.6%,31,-8.5%
BAL,4-2,7,14.5%,8,13.3%,27,-14.8%,27,-15.0%,1,-26.1%,1,-25.2%,6,3.1%,7,3.1%
DAL,3-3,8,13.6%,7,13.8%,12,3.8%,12,3.7%,5,-13.4%,5,-13.5%,24,-3.6%,24,-3.4%
NO,5-1,9,12.8%,9,13.0%,10,7.0%,10,7.5%,16,-1.1%,16,-0.7%,3,4.7%,3,4.7%
JAX,3-3,10,11.9%,11,10.6%,17,-0.7%,17,-1.2%,4,-15.2%,4,-14.5%,21,-2.7%,22,-2.8%
DEN,5-1,11,11.1%,10,12.5%,16,0.6%,16,1.6%,7,-12.9%,7,-13.0%,20,-2.4%,18,-2.1%
IND,6-0,12,10.1%,12,10.2%,2,25.5%,2,25.4%,24,9.2%,24,8.6%,30,-6.2%,30,-6.6%
KC,3-3,13,8.8%,13,9.1%,20,-2.4%,20,-2.2%,11,-8.1%,11,-8.1%,7,3.1%,6,3.2%
MIN,4-2,14,5.4%,14,6.0%,24,-8.7%,24,-8.4%,3,-15.5%,3,-15.7%,15,-1.4%,14,-1.2%
STL,4-2,15,4.1%,16,4.3%,11,5.1%,11,6.0%,17,-0.3%,17,0.2%,17,-1.4%,17,-1.5%
CAR,4-3,16,3.8%,15,4.4%,9,7.0%,9,7.7%,18,0.4%,18,0.4%,23,-2.9%,23,-2.9%
CIN,4-2,17,3.2%,17,2.4%,14,2.6%,14,2.1%,19,1.0%,19,1.3%,11,1.6%,10,1.6%
ATL,4-2,18,-0.8%,18,-1.4%,22,-7.4%,23,-8.0%,9,-10.9%,9,-10.5%,27,-4.3%,26,-3.9%
SEA,4-2,19,-4.3%,19,-4.4%,21,-5.0%,21,-4.8%,15,-2.1%,15,-1.6%,16,-1.4%,15,-1.2%
WAS,2-5,20,-7.3%,20,-6.9%,8,8.6%,7,9.1%,29,17.6%,29,17.7%,9,1.7%,9,1.7%
NYJ,4-3,21,-10.6%,22,-11.0%,7,9.2%,8,9.0%,30,19.6%,30,20.1%,13,-0.2%,13,0.1%
CLE,1-5,22,-10.8%,21,-10.2%,26,-13.9%,26,-13.5%,23,6.0%,23,5.9%,2,9.1%,2,9.2%
TB,2-4,23,-15.1%,23,-14.2%,25,-9.3%,25,-8.6%,21,2.9%,21,2.9%,22,-2.8%,21,-2.7%
DET,1-6,24,-16.8%,24,-16.3%,18,-1.9%,18,-1.6%,27,11.0%,26,11.1%,25,-3.9%,25,-3.6%
MIA,1-6,25,-18.4%,25,-18.2%,29,-18.4%,29,-18.5%,14,-4.1%,14,-4.4%,26,-4.1%,27,-4.1%
GB,2-4,26,-18.7%,26,-18.6%,19,-2.3%,19,-2.2%,26,11.0%,27,11.4%,29,-5.4%,29,-5.0%
SF,2-4,27,-21.7%,28,-23.1%,15,2.3%,15,1.7%,31,22.8%,31,23.5%,14,-1.2%,16,-1.4%
BUF,2-5,28,-22.1%,27,-23.0%,28,-14.9%,28,-15.2%,25,9.5%,25,9.9%,8,2.3%,8,2.1%
HOU,2-4,29,-32.0%,29,-31.6%,23,-7.6%,22,-7.5%,32,26.0%,32,25.7%,10,1.6%,11,1.6%
ARI,1-6,30,-34.1%,30,-33.9%,31,-28.8%,31,-29.1%,12,-7.6%,10,-8.3%,32,-12.9%,32,-13.1%
TEN,1-5,31,-39.0%,31,-38.0%,30,-19.5%,30,-18.8%,28,17.1%,28,16.9%,19,-2.4%,19,-2.3%
OAK,1-5,32,-43.7%,32,-42.9%,32,-36.3%,32,-35.5%,20,2.9%,20,2.7%,28,-4.5%,28,-4.8%
