Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SD,11-2,1,31.9%,1,32.0%,1,29.3%,1,31.8%,16,1.2%,18,3.7%,6,3.7%,5,3.9%
CHI,11-2,2,31.6%,2,31.0%,19,-3.9%,21,-4.3%,1,-24.3%,1,-24.6%,1,11.3%,1,10.7%
BAL,10-3,3,27.4%,3,29.1%,14,1.5%,12,5.0%,2,-22.1%,2,-20.3%,5,3.9%,6,3.9%
JAX,8-5,4,26.6%,4,28.5%,9,7.3%,9,10.1%,3,-17.5%,3,-15.3%,10,1.8%,10,3.0%
PHI,7-6,5,21.7%,9,16.2%,4,16.7%,6,13.5%,8,-8.8%,10,-7.1%,24,-3.8%,25,-4.4%
NE,9-4,6,18.8%,5,19.0%,8,9.4%,10,7.9%,10,-7.1%,8,-9.0%,8,2.3%,11,2.1%
DAL,8-5,7,16.4%,7,16.9%,6,15.1%,5,17.5%,11,-2.8%,12,0.0%,20,-1.5%,18,-0.6%
NYG,7-6,8,15.6%,10,13.4%,7,13.8%,7,12.9%,12,-2.2%,11,-0.8%,16,-0.4%,16,-0.3%
NO,9-4,9,15.5%,6,17.2%,5,16.0%,4,20.0%,15,1.1%,14,2.1%,15,0.5%,19,-0.7%
CIN,8-5,10,13.7%,8,16.2%,3,20.1%,3,24.5%,24,7.5%,25,9.0%,13,1.1%,13,0.8%
IND,10-3,11,12.2%,11,12.2%,2,26.9%,2,27.1%,26,9.4%,26,9.0%,27,-5.3%,29,-5.9%
CAR,6-7,12,7.9%,12,9.9%,15,0.0%,16,-0.7%,7,-10.1%,6,-12.3%,21,-2.1%,21,-1.7%
PIT,6-7,13,7.8%,15,4.4%,11,5.0%,11,5.0%,6,-11.1%,9,-7.7%,32,-8.4%,32,-8.3%
KC,7-6,14,5.9%,14,6.3%,10,6.9%,8,11.5%,18,2.6%,23,6.2%,12,1.6%,12,1.0%
MIA,6-7,15,1.8%,13,7.4%,22,-7.6%,23,-4.7%,5,-11.9%,4,-14.1%,23,-2.5%,22,-2.0%
DEN,7-6,16,-2.8%,18,-5.7%,16,-0.9%,15,-0.6%,14,1.0%,20,4.7%,19,-1.0%,17,-0.5%
MIN,6-7,17,-5.6%,19,-6.1%,28,-13.4%,28,-13.7%,4,-13.2%,5,-13.9%,28,-5.4%,30,-6.3%
NYJ,7-6,18,-6.7%,20,-7.2%,12,3.1%,13,1.0%,30,13.8%,30,13.8%,4,4.0%,3,5.6%
ATL,7-6,19,-7.5%,21,-8.6%,18,-3.3%,19,-2.3%,13,-1.4%,13,1.2%,30,-5.6%,26,-5.1%
BUF,6-7,20,-8.1%,17,-5.5%,23,-9.5%,24,-9.2%,22,4.5%,15,3.0%,2,6.0%,2,6.7%
CLE,4-9,21,-10.1%,22,-11.8%,26,-12.5%,26,-11.8%,17,2.3%,17,3.7%,3,4.6%,8,3.6%
TEN,6-7,22,-11.7%,16,-3.2%,25,-9.8%,22,-4.5%,23,4.8%,16,3.0%,7,2.9%,4,4.3%
WAS,4-9,23,-12.7%,25,-16.1%,13,2.3%,14,0.3%,32,15.7%,32,16.7%,14,0.6%,14,0.3%
GB,5-8,24,-14.5%,23,-13.6%,17,-2.4%,17,-1.9%,25,7.6%,24,7.8%,25,-4.5%,24,-3.9%
SEA,8-5,25,-15.3%,26,-16.8%,27,-12.9%,29,-14.1%,21,4.5%,22,5.9%,9,2.1%,9,3.2%
HOU,4-9,26,-18.9%,24,-14.4%,21,-4.2%,18,-2.3%,31,14.0%,27,11.0%,17,-0.7%,20,-1.1%
STL,5-8,27,-21.3%,30,-26.5%,20,-3.9%,20,-3.7%,28,11.9%,31,15.9%,29,-5.5%,31,-6.9%
TB,3-10,28,-22.9%,28,-24.6%,31,-19.3%,31,-20.1%,19,2.8%,19,4.5%,18,-0.8%,15,0.0%
SF,5-8,29,-24.9%,29,-26.0%,24,-9.8%,25,-11.4%,29,12.8%,28,11.8%,22,-2.3%,23,-2.9%
DET,2-11,30,-26.0%,31,-27.4%,29,-16.0%,30,-19.0%,27,11.6%,29,12.2%,11,1.6%,7,3.8%
ARI,4-9,31,-27.9%,27,-23.4%,30,-17.5%,27,-13.4%,20,3.6%,21,4.8%,31,-6.8%,27,-5.3%
OAK,2-11,32,-32.7%,32,-28.7%,32,-36.4%,32,-33.6%,9,-8.6%,7,-10.2%,26,-4.9%,28,-5.4%
