Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
CHI,10-2,1,29.7%,2,26.9%,21,-7.1%,23,-9.3%,1,-27.9%,1,-28.9%,1,8.9%,2,7.4%
SD,10-2,2,27.5%,4,25.8%,2,26.6%,2,27.7%,16,1.7%,18,4.3%,6,2.6%,8,2.4%
NE,9-3,3,25.4%,1,27.0%,7,13.3%,9,12.8%,7,-9.9%,4,-12.1%,9,2.3%,9,2.1%
BAL,9-3,4,24.3%,5,25.3%,16,0.4%,12,3.6%,2,-20.3%,2,-17.6%,4,3.7%,5,4.0%
DAL,8-4,5,24.3%,3,26.1%,6,16.2%,4,18.0%,6,-10.0%,9,-9.3%,21,-1.8%,20,-1.2%
JAX,7-5,6,21.7%,7,19.9%,11,4.8%,11,5.4%,3,-17.3%,3,-14.5%,14,-0.5%,14,-0.1%
PHI,6-6,7,21.0%,9,14.9%,5,16.9%,6,13.6%,9,-8.2%,11,-6.2%,26,-4.1%,29,-4.8%
IND,10-2,8,19.4%,6,22.0%,1,28.5%,1,29.3%,23,6.4%,19,4.4%,24,-2.7%,24,-3.0%
NYG,6-6,9,16.9%,8,15.3%,4,16.9%,5,16.6%,13,-1.4%,13,0.0%,19,-1.3%,21,-1.3%
CIN,7-5,10,12.3%,10,13.8%,3,20.9%,3,24.8%,27,10.1%,28,12.1%,11,1.5%,11,1.1%
NO,8-4,11,10.1%,11,11.4%,8,10.7%,7,13.3%,17,1.8%,15,2.3%,12,1.2%,13,0.4%
KC,7-5,12,7.8%,12,8.7%,9,8.4%,8,13.2%,18,2.2%,20,5.2%,10,1.5%,12,0.6%
CAR,6-6,13,6.1%,13,8.3%,15,1.4%,16,1.1%,11,-7.4%,7,-9.5%,23,-2.7%,22,-2.3%
PIT,5-7,14,4.8%,15,1.8%,13,2.4%,14,2.5%,5,-10.7%,10,-7.6%,32,-8.3%,32,-8.2%
DEN,7-5,15,2.9%,14,2.1%,14,1.6%,13,3.0%,12,-2.1%,14,0.6%,17,-0.8%,15,-0.3%
NYJ,7-5,16,-2.0%,16,-0.4%,10,7.9%,10,8.2%,30,13.3%,31,13.5%,5,3.5%,3,5.0%
MIA,5-7,17,-5.5%,17,-2.3%,24,-10.4%,22,-8.6%,10,-8.2%,8,-9.4%,25,-3.2%,25,-3.1%
CLE,4-8,18,-6.7%,20,-7.5%,27,-13.2%,26,-12.9%,14,-1.2%,12,-0.9%,3,5.3%,4,4.6%
MIN,5-7,19,-7.3%,19,-6.9%,29,-14.2%,29,-14.6%,4,-11.2%,5,-12.1%,27,-4.4%,27,-4.5%
ATL,6-6,20,-7.8%,21,-10.0%,17,-3.7%,18,-3.0%,15,-0.7%,17,2.9%,28,-4.7%,26,-4.1%
WAS,4-8,21,-11.9%,25,-15.7%,12,3.7%,15,1.3%,32,15.0%,32,16.1%,15,-0.6%,18,-0.9%
TEN,5-7,22,-12.3%,18,-4.9%,23,-10.2%,20,-5.9%,19,4.4%,16,2.5%,8,2.3%,7,3.5%
BUF,5-7,23,-12.9%,22,-11.9%,25,-11.0%,25,-11.5%,24,8.6%,24,8.3%,2,6.8%,1,7.9%
SEA,8-4,24,-14.2%,24,-15.2%,26,-12.2%,27,-13.1%,20,4.5%,22,5.6%,7,2.5%,6,3.5%
STL,5-7,25,-16.3%,27,-20.6%,20,-6.2%,21,-7.1%,26,9.3%,29,12.8%,18,-0.8%,17,-0.8%
GB,4-8,26,-18.2%,26,-17.1%,18,-4.0%,19,-4.1%,25,8.8%,25,8.3%,30,-5.4%,28,-4.7%
HOU,4-8,27,-18.7%,23,-13.5%,19,-4.5%,17,-2.4%,31,13.5%,26,10.0%,16,-0.7%,19,-1.1%
SF,5-7,28,-23.9%,28,-24.1%,22,-8.4%,24,-9.9%,29,13.1%,27,11.6%,22,-2.4%,23,-2.7%
TB,3-9,29,-25.4%,31,-26.9%,31,-19.3%,31,-19.7%,22,4.6%,23,6.6%,20,-1.5%,16,-0.7%
DET,2-10,30,-26.1%,30,-26.7%,28,-13.9%,30,-15.1%,28,12.3%,30,13.0%,13,0.1%,10,1.4%
ARI,3-9,31,-30.0%,32,-27.0%,30,-17.5%,28,-14.4%,21,4.5%,21,5.6%,31,-8.0%,31,-7.0%
OAK,2-10,32,-31.1%,29,-26.4%,32,-34.1%,32,-31.4%,8,-8.3%,6,-10.5%,29,-5.3%,30,-5.6%
