Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
PHI,5-4,1,38.9%,1,37.6%,3,24.7%,3,23.1%,4,-15.4%,4,-16.0%,19,-1.3%,20,-1.5%
CHI,8-1,2,32.8%,2,31.4%,18,-2.8%,18,-4.4%,1,-25.3%,1,-26.2%,1,10.2%,1,9.6%
NYG,6-3,3,28.8%,3,30.0%,5,18.7%,5,18.5%,8,-10.6%,7,-11.7%,16,-0.5%,16,-0.1%
SD,7-2,4,28.7%,4,28.3%,2,28.3%,2,29.3%,18,3.1%,18,4.6%,6,3.5%,6,3.5%
DAL,5-4,5,19.3%,5,20.3%,7,12.1%,8,12.2%,9,-9.2%,9,-9.1%,22,-2.0%,19,-1.0%
IND,9-0,6,18.5%,6,18.9%,1,30.3%,1,30.6%,23,6.9%,20,5.6%,29,-5.0%,30,-6.1%
JAX,5-4,7,17.4%,9,14.5%,19,-4.6%,21,-6.1%,2,-22.2%,2,-20.1%,14,-0.2%,13,0.4%
NE,6-3,8,16.7%,7,18.8%,6,14.0%,6,14.4%,15,-2.1%,14,-4.2%,12,0.6%,15,0.1%
BAL,7-2,9,16.3%,10,14.3%,23,-8.1%,23,-8.5%,3,-19.5%,3,-17.7%,4,4.9%,4,5.0%
DEN,7-2,10,12.8%,8,15.6%,10,9.0%,10,11.9%,14,-4.1%,15,-2.8%,15,-0.3%,9,0.9%
PIT,3-6,11,11.6%,11,13.7%,9,9.6%,9,12.0%,7,-10.8%,8,-10.5%,31,-8.8%,31,-8.8%
KC,5-4,12,7.4%,12,7.6%,16,-0.2%,16,1.6%,10,-6.4%,11,-5.2%,9,1.1%,10,0.8%
NO,6-3,13,6.1%,13,4.2%,8,10.5%,7,12.3%,22,6.7%,25,10.2%,7,2.3%,8,2.2%
CIN,4-5,14,3.8%,15,1.0%,4,18.8%,4,20.0%,28,15.6%,32,19.3%,11,0.6%,14,0.3%
CAR,5-4,15,0.8%,14,2.9%,11,7.4%,11,9.7%,17,1.4%,17,1.0%,30,-5.2%,29,-5.8%
ATL,5-4,16,-4.0%,17,-3.0%,21,-6.2%,19,-5.6%,11,-6.4%,12,-5.1%,28,-4.3%,25,-2.5%
MIN,4-5,17,-5.4%,18,-5.3%,27,-18.4%,29,-19.2%,5,-13.9%,5,-14.1%,17,-0.9%,18,-0.2%
MIA,3-6,18,-5.5%,16,-2.6%,25,-14.3%,25,-13.4%,6,-11.8%,6,-13.5%,27,-3.1%,26,-2.7%
STL,4-5,19,-5.6%,20,-6.7%,15,3.0%,13,5.4%,20,5.8%,22,8.6%,25,-2.8%,27,-3.4%
GB,4-5,20,-7.3%,19,-5.4%,14,3.9%,14,5.3%,24,8.4%,23,9.2%,24,-2.8%,21,-1.6%
NYJ,5-4,21,-8.1%,22,-8.4%,13,6.3%,15,5.2%,32,17.9%,31,18.5%,5,3.5%,5,4.9%
CLE,3-6,22,-8.4%,21,-7.2%,29,-18.8%,27,-18.2%,13,-4.2%,13,-4.9%,2,6.2%,2,6.1%
WAS,3-6,23,-9.5%,23,-10.7%,12,7.2%,12,6.8%,31,17.4%,30,18.1%,10,0.7%,12,0.5%
SEA,6-3,24,-10.2%,24,-11.6%,20,-5.4%,20,-5.6%,21,6.4%,21,8.4%,8,1.6%,7,2.4%
DET,2-7,25,-18.0%,26,-17.0%,22,-7.6%,22,-7.4%,25,9.1%,24,9.4%,18,-1.3%,17,-0.1%
HOU,3-6,26,-20.1%,25,-16.8%,17,-0.8%,17,0.8%,29,16.4%,28,13.9%,26,-2.9%,28,-3.7%
BUF,3-6,27,-22.0%,28,-24.8%,26,-16.7%,28,-19.1%,26,10.4%,26,10.9%,3,5.1%,3,5.2%
TB,2-7,28,-23.7%,27,-22.8%,30,-21.1%,30,-20.6%,16,0.0%,16,-0.3%,23,-2.6%,24,-2.5%
SF,4-5,29,-27.0%,30,-31.1%,24,-8.9%,24,-11.8%,30,16.5%,29,17.4%,20,-1.6%,22,-2.0%
TEN,2-7,30,-30.9%,29,-27.6%,28,-18.7%,26,-16.0%,27,12.2%,27,12.1%,13,0.0%,11,0.6%
OAK,2-7,31,-36.5%,31,-33.6%,32,-39.7%,32,-37.6%,12,-5.1%,10,-6.1%,21,-1.9%,23,-2.1%
ARI,1-8,32,-42.5%,32,-41.9%,31,-26.3%,31,-25.7%,19,5.5%,19,4.7%,32,-10.7%,32,-11.5%
