Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
CHI,7-0,1,44.4%,1,44.2%,13,3.0%,13,3.0%,2,-27.3%,1,-27.7%,1,14.1%,1,13.6%
PHI,4-4,2,36.4%,2,36.1%,2,26.6%,2,26.1%,6,-12.0%,7,-12.3%,21,-2.1%,22,-2.3%
NYG,5-2,3,31.8%,3,32.9%,5,18.1%,5,17.9%,5,-12.5%,5,-13.2%,13,1.2%,12,1.9%
SD,5-2,4,31.4%,4,31.1%,3,24.0%,3,24.1%,17,-1.6%,17,-0.9%,2,5.8%,2,6.1%
NE,6-1,5,25.2%,5,27.5%,4,21.0%,4,22.1%,16,-1.9%,15,-3.2%,9,2.3%,8,2.2%
BAL,5-2,6,19.6%,7,17.8%,24,-10.7%,24,-11.5%,1,-27.6%,2,-26.6%,7,2.7%,7,2.7%
DAL,4-3,7,17.7%,6,19.4%,10,6.9%,10,7.1%,8,-11.5%,6,-12.5%,14,-0.8%,14,-0.2%
JAX,4-3,8,15.2%,12,14.0%,18,-0.4%,19,-1.6%,4,-17.1%,4,-16.5%,17,-1.4%,16,-0.9%
PIT,2-5,9,14.8%,8,15.9%,15,1.6%,16,1.6%,3,-20.8%,3,-21.4%,31,-7.7%,31,-7.2%
IND,7-0,10,14.2%,10,14.6%,1,32.1%,1,32.7%,27,14.2%,27,13.4%,26,-3.7%,29,-4.7%
DEN,5-2,11,12.9%,9,15.1%,6,9.7%,6,12.2%,12,-5.1%,13,-4.4%,20,-1.8%,18,-1.5%
KC,4-3,12,12.7%,11,14.5%,17,0.6%,15,1.9%,9,-10.3%,9,-10.5%,10,1.8%,9,2.2%
NO,5-2,13,3.9%,13,2.7%,16,1.0%,17,1.4%,19,0.9%,20,2.8%,3,3.8%,3,4.1%
CIN,4-3,14,3.6%,14,1.6%,8,7.9%,8,7.8%,23,7.9%,23,9.7%,4,3.6%,5,3.6%
ATL,5-2,15,1.1%,16,0.5%,19,-0.5%,18,-0.6%,10,-6.2%,11,-5.0%,29,-4.6%,27,-3.9%
STL,4-3,16,0.3%,17,-1.0%,12,5.1%,11,6.6%,21,3.3%,21,5.5%,18,-1.6%,21,-2.1%
CAR,4-4,17,-0.2%,15,1.2%,7,8.0%,7,9.7%,20,2.8%,19,2.7%,30,-5.4%,30,-5.9%
MIN,4-3,18,-4.5%,18,-4.0%,27,-15.0%,26,-15.1%,7,-11.6%,8,-11.7%,15,-1.1%,15,-0.7%
CLE,2-5,19,-6.8%,19,-5.9%,25,-12.4%,25,-11.5%,15,-2.0%,16,-2.1%,5,3.6%,6,3.5%
WAS,2-5,20,-7.7%,21,-7.9%,9,7.8%,9,7.6%,29,17.2%,29,17.6%,11,1.7%,10,2.1%
GB,3-4,21,-8.5%,20,-7.0%,11,5.5%,12,6.1%,26,10.8%,25,11.2%,25,-3.2%,19,-1.9%
NYJ,4-4,22,-12.7%,22,-13.9%,14,2.9%,14,1.9%,30,18.4%,30,19.3%,6,2.8%,4,3.6%
SEA,4-3,23,-14.0%,24,-15.1%,22,-7.3%,22,-7.0%,22,5.5%,22,7.0%,16,-1.2%,17,-1.2%
TB,2-5,24,-16.2%,23,-14.8%,28,-16.4%,27,-15.2%,14,-3.1%,14,-3.5%,24,-3.0%,26,-3.2%
MIA,1-6,25,-18.6%,26,-18.8%,29,-18.5%,29,-19.0%,13,-4.0%,12,-4.8%,28,-4.1%,28,-4.6%
DET,1-6,26,-18.8%,25,-18.2%,21,-4.4%,20,-3.5%,25,10.5%,26,11.6%,27,-3.9%,25,-3.1%
BUF,2-5,27,-22.2%,27,-24.4%,26,-14.4%,28,-15.4%,24,10.0%,24,11.0%,8,2.3%,11,2.0%
SF,2-5,28,-29.7%,28,-32.1%,20,-3.8%,21,-5.4%,31,23.2%,32,23.7%,23,-2.7%,24,-3.0%
HOU,2-5,29,-33.4%,30,-32.7%,23,-7.7%,23,-7.6%,32,23.8%,31,23.1%,19,-1.8%,20,-2.0%
TEN,2-5,30,-34.3%,29,-32.2%,30,-21.1%,30,-19.8%,28,14.6%,28,14.2%,12,1.4%,13,1.8%
OAK,2-5,31,-35.5%,31,-34.2%,32,-38.9%,32,-37.8%,11,-5.6%,10,-6.3%,22,-2.3%,23,-2.7%
ARI,1-7,32,-39.5%,32,-39.3%,31,-27.2%,31,-27.7%,18,0.8%,18,-0.3%,32,-11.4%,32,-11.8%
