Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PHI,1-1,1,-35.9%,1,-35.9%,1,-56.5%,15,-12.8%
ARI,1-1,2,-33.1%,2,-33.1%,8,-17.3%,2,-60.9%
MIN,2-0,3,-32.9%,3,-32.9%,3,-43.0%,11,-20.7%
NO,2-0,4,-26.8%,4,-26.8%,5,-28.3%,9,-24.4%
GB,1-1,5,-25.2%,5,-25.2%,2,-44.5%,19,-9.6%
NYJ,2-0,6,-21.8%,6,-21.8%,6,-27.0%,17,-10.5%
DEN,2-0,7,-18.9%,7,-18.9%,9,-11.3%,7,-29.8%
BAL,2-0,8,-15.9%,8,-15.9%,16,6.9%,3,-52.5%
SF,2-0,9,-13.0%,9,-13.0%,13,-1.1%,5,-44.5%
ATL,2-0,10,-9.0%,10,-9.0%,10,-6.8%,16,-12.5%
SEA,1-1,11,-7.0%,11,-7.0%,7,-18.4%,25,6.1%
NYG,2-0,12,-6.5%,12,-6.5%,4,-35.2%,31,22.6%
PIT,1-1,13,-6.1%,13,-6.1%,23,16.8%,4,-45.8%
CHI,1-1,14,-3.3%,14,-3.3%,15,5.7%,13,-17.1%
WAS,1-1,15,-2.6%,15,-2.6%,14,4.8%,18,-10.4%
OAK,1-1,16,-0.6%,16,-0.6%,11,-4.2%,23,4.3%
NE,1-1,17,0.0%,17,0.0%,24,19.0%,10,-20.9%
CIN,1-1,18,3.0%,18,3.0%,21,14.4%,12,-17.5%
TEN,0-2,19,3.4%,19,3.4%,28,52.2%,1,-73.6%
BUF,1-1,20,4.5%,20,4.5%,25,21.8%,6,-34.1%
IND,2-0,21,8.3%,21,8.3%,12,-2.6%,29,15.7%
CAR,0-2,22,9.5%,22,9.5%,20,13.5%,24,5.8%
KC,0-2,23,11.3%,23,11.3%,19,11.9%,26,10.6%
STL,0-2,24,12.6%,24,12.6%,26,30.9%,20,-8.3%
HOU,1-1,25,12.9%,25,12.9%,18,11.8%,27,14.0%
SD,1-1,26,13.5%,26,13.5%,17,9.9%,30,16.8%
JAX,0-2,27,15.4%,27,15.4%,29,54.3%,8,-28.6%
CLE,0-2,28,26.2%,28,26.2%,22,16.5%,32,33.3%
MIA,0-2,29,28.0%,29,28.0%,27,46.7%,21,-6.3%
DET,0-2,30,28.1%,30,28.1%,32,66.3%,14,-15.7%
DAL,1-1,31,29.5%,31,29.5%,30,54.5%,22,-1.5%
TB,0-2,32,39.3%,32,39.3%,31,62.6%,28,15.0%
