Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
GB,6-4,1,-13.8%,1,-13.5%,7,-8.7%,3,-20.3%
PHI,6-4,2,-13.8%,4,-11.5%,2,-14.0%,13,-13.4%
NO,10-0,3,-12.6%,6,-11.3%,1,-21.7%,24,-0.4%
IND,10-0,4,-11.9%,3,-12.0%,6,-9.1%,9,-15.8%
BAL,5-5,5,-11.2%,8,-10.2%,9,-5.4%,5,-18.5%
ARI,7-3,6,-10.7%,7,-10.3%,8,-6.5%,7,-17.6%
PIT,6-4,7,-10.1%,2,-13.1%,12,-2.6%,2,-23.4%
NYJ,4-6,8,-10.0%,12,-6.5%,3,-11.8%,18,-8.0%
SF,4-6,9,-9.4%,10,-6.9%,10,-3.2%,6,-18.4%
NE,7-3,10,-9.1%,5,-11.5%,13,-2.4%,8,-17.3%
MIN,9-1,11,-8.5%,9,-8.1%,17,4.7%,1,-31.3%
DEN,6-4,12,-5.6%,16,-2.5%,14,-1.7%,17,-9.5%
CAR,4-6,13,-5.0%,11,-6.6%,5,-9.7%,25,0.6%
WAS,3-7,14,-4.8%,13,-6.4%,15,4.2%,11,-14.4%
NYG,6-4,15,-4.7%,15,-3.1%,11,-2.7%,19,-7.2%
DAL,7-3,16,-2.7%,14,-6.0%,16,4.3%,14,-12.8%
BUF,3-7,17,-1.7%,17,-1.6%,4,-11.4%,30,7.8%
CIN,7-3,18,0.4%,18,-0.7%,20,7.7%,15,-10.5%
CHI,4-6,19,2.1%,22,3.7%,21,8.8%,22,-5.3%
MIA,5-5,20,2.8%,21,3.2%,22,9.0%,21,-5.4%
HOU,5-5,21,4.1%,20,2.9%,23,11.0%,20,-5.6%
OAK,3-7,22,4.2%,23,4.7%,18,5.4%,27,3.2%
ATL,5-5,23,5.1%,24,5.9%,25,20.1%,10,-14.6%
SD,7-3,24,5.3%,19,2.1%,19,6.0%,28,4.4%
SEA,3-7,25,6.6%,25,6.9%,26,21.5%,12,-13.6%
KC,3-7,26,10.2%,26,9.3%,24,17.5%,26,2.3%
TEN,4-6,27,12.6%,27,12.8%,27,22.6%,23,-4.5%
JAX,6-4,28,13.1%,28,15.0%,32,39.4%,4,-19.9%
STL,1-9,29,17.2%,30,16.0%,28,26.7%,29,7.0%
DET,2-8,30,17.8%,31,18.4%,31,36.3%,16,-9.7%
TB,1-9,31,17.9%,29,15.5%,29,28.9%,31,8.7%
CLE,1-9,32,20.3%,32,20.6%,30,31.2%,32,9.0%
