Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NYJ,7-7,1,-21.0%,1,-20.9%,1,-26.4%,10,-14.9%
PHI,10-4,2,-15.4%,5,-11.2%,3,-17.8%,12,-11.9%
BAL,8-6,3,-14.2%,2,-14.3%,6,-11.7%,5,-17.1%
DEN,8-6,4,-13.8%,4,-11.6%,2,-18.3%,17,-8.7%
GB,9-5,5,-12.8%,3,-12.2%,8,-6.8%,2,-21.6%
SF,6-8,6,-9.4%,6,-8.2%,9,-5.1%,7,-15.6%
ARI,9-5,7,-6.6%,13,-3.4%,10,-4.0%,15,-11.0%
CAR,6-8,8,-6.6%,7,-7.9%,5,-12.7%,25,0.3%
NO,13-1,9,-5.8%,15,-2.5%,7,-10.3%,24,0.2%
IND,14-0,10,-5.0%,12,-3.5%,11,-1.8%,16,-9.4%
MIN,11-3,11,-4.9%,10,-3.9%,19,9.2%,1,-28.2%
BUF,5-9,12,-4.9%,8,-6.2%,4,-17.4%,30,6.6%
NYG,8-6,13,-2.5%,17,-0.4%,12,1.5%,18,-7.7%
CIN,9-5,14,-2.2%,14,-3.4%,13,1.5%,19,-7.6%
DAL,9-5,15,-1.3%,9,-5.6%,14,5.3%,14,-11.0%
PIT,7-7,16,-1.1%,19,0.0%,17,8.6%,6,-16.5%
WAS,4-10,17,-0.4%,16,-0.4%,22,12.5%,11,-14.6%
NE,9-5,18,-0.3%,18,-0.1%,21,11.2%,8,-15.0%
HOU,7-7,19,-0.1%,11,-3.6%,16,8.1%,13,-11.2%
CHI,5-9,20,2.0%,20,2.6%,18,8.8%,22,-5.7%
MIA,7-7,21,2.1%,21,2.9%,15,7.9%,23,-5.3%
ATL,7-7,22,4.6%,24,6.4%,27,21.7%,4,-17.6%
TEN,7-7,23,6.8%,22,5.3%,24,15.7%,20,-7.5%
SD,11-3,24,7.6%,23,6.4%,23,13.4%,26,0.7%
OAK,5-9,25,9.3%,28,11.4%,25,17.2%,28,2.4%
JAX,7-7,26,9.5%,26,10.4%,31,33.0%,3,-20.4%
KC,3-11,27,10.4%,27,10.9%,20,9.9%,32,10.8%
TB,2-12,28,11.1%,25,7.1%,26,19.7%,29,3.4%
SEA,5-9,29,11.1%,29,12.9%,30,29.1%,9,-15.0%
DET,2-12,30,13.8%,30,13.2%,29,29.0%,21,-6.0%
STL,1-13,31,15.3%,31,13.3%,28,28.2%,27,2.2%
CLE,3-11,32,21.1%,32,21.4%,32,34.3%,31,7.7%
