Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PHI,5-3,1,-20.2%,1,-18.1%,2,-21.2%,10,-18.9%
NYJ,4-4,2,-16.4%,4,-13.9%,3,-20.9%,16,-11.1%
DEN,6-2,3,-15.7%,2,-15.4%,7,-10.1%,4,-22.5%
NO,8-0,4,-15.4%,3,-14.4%,1,-24.7%,24,-3.1%
GB,4-4,5,-12.2%,5,-11.2%,9,-3.2%,6,-21.7%
IND,8-0,6,-10.1%,6,-11.1%,6,-10.6%,17,-9.6%
NE,6-2,7,-8.3%,7,-10.7%,12,1.8%,7,-20.7%
SF,3-5,8,-8.3%,11,-6.9%,11,1.7%,5,-22.2%
ARI,5-3,9,-8.2%,12,-6.9%,10,1.2%,3,-22.8%
BAL,4-4,10,-7.6%,9,-7.3%,14,2.8%,8,-20.5%
PIT,6-2,11,-7.0%,8,-8.6%,13,2.1%,2,-24.4%
CAR,3-5,12,-6.0%,10,-7.2%,5,-12.7%,26,2.2%
NYG,5-4,13,-4.9%,14,-4.2%,8,-4.3%,23,-5.6%
MIN,7-1,14,-4.8%,13,-4.6%,19,9.5%,1,-27.5%
ATL,5-3,15,-2.8%,17,-2.4%,17,8.9%,9,-19.0%
WAS,2-6,16,-2.7%,16,-3.1%,20,9.6%,13,-16.1%
BUF,3-5,17,-2.4%,18,-2.4%,4,-19.6%,32,14.7%
SEA,3-5,18,-0.4%,19,-1.2%,23,10.8%,12,-16.4%
DAL,6-2,19,0.0%,15,-3.3%,16,8.2%,15,-11.5%
CIN,6-2,20,1.4%,20,1.5%,22,10.6%,14,-12.1%
MIA,3-5,21,3.4%,22,3.1%,24,11.7%,19,-7.5%
HOU,5-4,22,3.5%,21,2.2%,18,9.5%,22,-5.7%
CHI,4-4,23,5.4%,24,7.1%,25,16.8%,18,-7.6%
SD,5-3,24,6.9%,23,4.8%,15,6.3%,28,7.4%
OAK,2-6,25,10.7%,25,11.4%,21,10.2%,30,11.2%
TEN,2-6,26,12.5%,27,14.1%,26,24.1%,21,-6.5%
DET,1-7,27,13.4%,26,12.9%,28,25.1%,20,-6.9%
KC,1-7,28,14.5%,28,14.4%,29,27.3%,25,0.8%
JAX,4-4,29,15.7%,29,17.3%,32,40.8%,11,-16.7%
CLE,1-7,30,18.1%,30,18.1%,27,24.5%,31,11.9%
STL,1-7,31,20.5%,32,19.8%,31,35.1%,27,4.9%
TB,1-7,32,20.6%,31,18.5%,30,32.3%,29,10.8%
