Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NO,4-0,1,-30.2%,1,-30.2%,1,-43.0%,18,-11.2%
PHI,2-1,2,-27.8%,2,-27.8%,3,-33.5%,10,-22.0%
DEN,4-0,3,-26.3%,3,-26.3%,5,-22.4%,5,-31.6%
NYG,4-0,4,-24.7%,4,-24.7%,2,-42.9%,23,-0.2%
NYJ,3-1,5,-24.2%,5,-24.2%,4,-31.9%,15,-12.9%
SF,3-1,6,-22.0%,6,-22.0%,7,-12.3%,2,-41.2%
MIN,4-0,7,-20.1%,7,-20.1%,6,-16.0%,7,-25.7%
BAL,3-1,8,-17.7%,8,-17.7%,8,-7.3%,4,-32.2%
ARI,1-2,9,-12.2%,9,-12.2%,15,6.6%,3,-40.4%
CHI,3-1,10,-9.0%,10,-9.0%,10,-3.5%,12,-18.0%
GB,2-2,11,-8.8%,11,-8.8%,12,1.2%,11,-18.3%
IND,4-0,12,-6.9%,12,-6.9%,9,-6.9%,19,-7.0%
MIA,1-3,13,-2.2%,13,-2.2%,18,14.1%,6,-27.0%
OAK,1-3,14,-0.7%,14,-0.7%,11,-1.5%,24,-0.1%
WAS,2-2,15,0.5%,15,0.5%,20,17.3%,14,-17.5%
HOU,2-2,16,1.5%,16,1.5%,13,3.1%,22,-0.3%
CIN,3-1,17,2.0%,17,2.0%,17,12.6%,17,-12.0%
NE,3-1,18,5.5%,18,5.5%,22,17.8%,16,-12.6%
BUF,1-3,19,7.2%,19,7.2%,14,4.5%,29,10.6%
SEA,1-3,20,7.6%,20,7.6%,19,17.0%,20,-3.8%
JAX,2-2,21,8.3%,21,8.3%,28,29.9%,9,-23.0%
ATL,2-1,22,10.1%,22,10.1%,21,17.8%,25,0.1%
PIT,2-2,23,11.4%,23,11.4%,27,29.7%,8,-25.2%
TEN,0-4,24,11.8%,24,11.8%,32,48.9%,1,-42.8%
CAR,0-3,25,12.8%,25,12.8%,16,12.1%,30,13.5%
KC,0-4,26,13.2%,26,13.2%,23,19.4%,27,6.4%
DAL,2-2,27,16.0%,27,16.0%,26,28.5%,21,-1.0%
DET,1-3,28,16.7%,28,16.7%,30,40.2%,13,-17.8%
STL,0-4,29,19.2%,29,19.2%,29,37.5%,26,0.2%
SD,2-2,30,22.2%,30,22.2%,25,24.3%,31,20.2%
CLE,0-4,31,22.2%,31,22.2%,24,23.6%,32,20.9%
TB,0-4,32,26.0%,32,26.0%,31,48.7%,28,7.6%
