Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PHI,1-0,1,-87.4%,1,-87.4%,1,-129.9%,5,-42.6%
NO,1-0,2,-56.2%,2,-56.2%,2,-67.8%,6,-40.4%
ARI,1-0,3,-42.4%,3,-42.4%,10,-10.9%,1,-86.2%
GB,1-0,4,-41.7%,4,-41.7%,3,-54.6%,10,-26.5%
NYJ,1-0,5,-35.7%,5,-35.7%,5,-40.4%,12,-23.3%
ATL,1-0,6,-29.7%,6,-29.7%,4,-48.2%,20,-2.2%
SF,0-1,7,-24.7%,7,-24.7%,12,-10.4%,3,-64.8%
MIN,0-1,8,-9.3%,8,-9.3%,8,-12.6%,19,-3.0%
NYG,1-0,9,-8.1%,9,-8.1%,14,3.3%,11,-25.1%
DEN,1-0,10,-7.8%,10,-7.8%,13,2.8%,14,-20.8%
SEA,0-1,11,-7.6%,11,-7.6%,9,-11.5%,21,-0.9%
BAL,1-0,12,-6.8%,12,-6.8%,24,38.5%,2,-65.0%
PIT,1-0,13,-2.8%,13,-2.8%,19,16.6%,9,-30.7%
CHI,1-0,14,-1.5%,14,-1.5%,16,7.5%,16,-13.1%
IND,0-1,15,0.4%,15,0.4%,7,-17.5%,27,16.1%
CIN,0-1,16,0.6%,16,0.6%,18,9.7%,17,-11.9%
JAX,0-1,17,1.7%,17,1.7%,21,33.9%,7,-36.1%
CAR,1-0,18,3.0%,18,3.0%,6,-22.0%,30,38.6%
WAS,0-1,19,3.2%,19,3.2%,22,35.1%,13,-22.7%
TEN,1-0,20,3.9%,20,3.9%,29,41.1%,4,-58.3%
OAK,0-1,21,6.6%,21,6.6%,15,4.9%,26,9.5%
SD,0-1,22,6.8%,22,6.8%,17,8.9%,24,5.0%
MIA,0-1,23,7.0%,23,7.0%,20,22.9%,15,-18.7%
HOU,0-1,24,17.9%,24,17.9%,25,38.8%,22,-0.3%
BUF,1-0,25,20.3%,25,20.3%,30,44.0%,8,-30.9%
NE,1-0,26,21.9%,26,21.9%,26,40.0%,18,-4.2%
CLE,0-1,27,22.4%,27,22.4%,11,-10.6%,31,39.4%
STL,0-1,28,23.0%,28,23.0%,28,40.6%,25,6.1%
KC,0-1,29,33.1%,29,33.1%,23,37.9%,28,28.0%
DAL,1-0,30,35.3%,30,35.3%,27,40.1%,29,29.3%
DET,0-1,31,52.6%,31,52.6%,31,106.3%,23,-0.1%
TB,0-1,32,80.6%,32,80.6%,32,112.7%,32,45.7%
