Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NYJ,8-7,1,-22.2%,1,-22.7%,1,-27.4%,8,-16.2%
PHI,11-4,2,-15.4%,7,-9.8%,3,-17.0%,11,-13.1%
BAL,8-7,3,-15.2%,3,-16.3%,6,-12.7%,4,-18.1%
GB,10-5,4,-15.1%,2,-16.3%,7,-11.6%,2,-20.1%
DEN,8-7,5,-12.4%,6,-10.5%,5,-14.4%,14,-10.2%
SF,7-8,6,-11.1%,4,-11.9%,9,-6.6%,5,-17.7%
CAR,7-8,7,-8.5%,5,-11.2%,4,-15.2%,23,-0.7%
ARI,10-5,8,-6.6%,10,-4.0%,10,-5.2%,15,-9.1%
BUF,5-10,9,-5.3%,9,-6.6%,2,-17.2%,30,5.7%
NO,13-2,10,-4.7%,17,0.3%,8,-9.9%,26,2.2%
IND,14-1,11,-4.1%,11,-3.0%,11,-0.8%,17,-8.4%
PIT,8-7,12,-3.3%,14,-2.4%,14,5.8%,7,-16.8%
DAL,10-5,13,-2.9%,8,-9.2%,13,3.3%,12,-12.2%
MIN,11-4,14,-2.7%,16,-0.1%,21,10.9%,1,-25.0%
CIN,10-5,15,-2.4%,12,-2.9%,12,0.6%,19,-6.7%
NE,10-5,16,-2.1%,13,-2.9%,18,9.0%,9,-16.0%
WAS,4-11,17,0.2%,18,0.5%,23,13.4%,10,-14.5%
CHI,6-9,18,1.9%,19,2.7%,16,8.2%,20,-5.0%
ATL,8-7,19,2.0%,21,4.3%,26,18.7%,3,-20.0%
NYG,8-7,20,2.2%,24,7.0%,15,7.2%,22,-3.7%
HOU,8-7,21,2.3%,15,-0.4%,20,10.0%,16,-8.6%
MIA,7-8,22,3.0%,20,3.0%,17,8.4%,21,-3.7%
SD,12-3,23,6.9%,22,4.9%,19,9.9%,29,3.6%
OAK,5-10,24,9.0%,28,11.8%,27,20.6%,24,-0.7%
TB,3-12,25,10.0%,23,4.9%,24,17.9%,27,2.8%
KC,3-12,26,10.6%,25,10.5%,22,11.7%,32,9.6%
TEN,7-8,27,11.0%,26,11.3%,25,18.0%,25,0.5%
DET,2-13,28,13.0%,27,11.7%,30,29.5%,18,-8.2%
JAX,7-8,29,13.1%,30,14.5%,32,38.3%,6,-17.1%
SEA,5-10,30,13.2%,31,16.0%,31,29.8%,13,-10.3%
STL,1-14,31,15.8%,29,13.6%,28,28.2%,28,2.9%
CLE,4-11,32,18.5%,32,17.9%,29,29.5%,31,6.3%
