Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NYJ,7-6,1,-20.3%,1,-20.2%,1,-26.9%,13,-12.6%
GB,9-4,2,-18.3%,2,-18.9%,4,-16.1%,2,-21.4%
DEN,8-5,3,-14.7%,3,-12.8%,2,-17.7%,16,-11.3%
PHI,9-4,4,-13.4%,5,-10.2%,5,-13.4%,12,-13.3%
SF,6-7,5,-12.4%,4,-12.8%,8,-8.9%,5,-17.5%
BAL,7-6,6,-9.4%,6,-8.3%,11,-3.5%,8,-16.2%
ARI,8-5,7,-7.9%,10,-5.2%,9,-4.5%,11,-13.5%
IND,13-0,8,-7.6%,8,-6.7%,10,-4.3%,14,-12.3%
MIN,11-2,9,-7.3%,7,-7.4%,14,5.0%,1,-28.6%
NO,13-0,10,-6.5%,12,-3.7%,6,-11.6%,25,0.6%
CAR,5-8,11,-4.9%,9,-6.0%,7,-9.8%,24,0.6%
BUF,5-8,12,-3.6%,11,-3.8%,3,-16.8%,32,8.9%
PIT,6-7,13,-3.3%,15,-3.1%,15,5.0%,10,-15.8%
WAS,4-9,14,-2.4%,13,-3.7%,19,10.4%,7,-16.7%
CIN,9-4,15,-1.7%,14,-3.1%,12,1.8%,19,-6.7%
NYG,7-6,16,-1.1%,19,1.8%,13,4.7%,18,-8.3%
NE,8-5,17,-0.3%,18,0.4%,22,13.3%,4,-17.8%
HOU,6-7,18,0.7%,16,-2.0%,18,8.0%,17,-9.3%
DAL,8-5,19,2.1%,17,-1.1%,20,11.8%,15,-11.4%
CHI,5-8,20,2.4%,20,2.1%,16,7.3%,22,-3.2%
MIA,7-6,21,3.3%,21,3.7%,17,7.4%,23,-2.0%
ATL,6-7,22,5.9%,23,7.8%,26,22.9%,6,-16.9%
JAX,7-6,23,8.0%,24,7.9%,30,30.1%,3,-19.8%
TEN,6-7,24,8.6%,22,6.5%,24,17.7%,20,-6.4%
SEA,5-8,25,8.9%,28,10.5%,28,25.3%,9,-16.1%
SD,10-3,26,9.0%,25,8.0%,23,15.6%,26,1.4%
KC,3-10,27,9.2%,27,8.9%,21,11.8%,31,6.7%
OAK,4-9,28,11.4%,29,13.6%,25,18.8%,28,4.9%
TB,1-12,29,12.3%,26,8.5%,27,24.2%,27,2.1%
DET,2-11,30,15.5%,31,16.3%,32,32.4%,21,-6.1%
STL,1-12,31,15.8%,30,14.1%,29,26.9%,29,5.1%
CLE,2-11,32,18.2%,32,16.8%,31,30.9%,30,5.4%
