Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DEN,3-0,1,-35.7%,1,-35.7%,3,-35.1%,5,-36.5%
BAL,3-0,2,-33.1%,2,-33.1%,8,-22.3%,2,-49.1%
MIN,3-0,3,-32.9%,3,-32.9%,5,-33.3%,6,-32.4%
PHI,2-1,4,-32.6%,4,-32.6%,2,-39.7%,9,-25.2%
NO,3-0,5,-26.6%,5,-26.6%,6,-32.9%,16,-16.9%
NYJ,3-0,6,-24.9%,6,-24.9%,4,-33.3%,18,-10.9%
GB,2-1,7,-23.6%,7,-23.6%,7,-30.2%,14,-17.4%
SF,2-1,8,-17.6%,8,-17.6%,11,-4.9%,3,-46.8%
NYG,3-0,9,-16.4%,9,-16.4%,1,-40.0%,28,15.0%
ARI,1-2,10,-10.1%,10,-10.1%,16,11.3%,4,-42.4%
CHI,2-1,11,-9.7%,11,-9.7%,13,-1.1%,13,-22.0%
SEA,1-2,12,-8.6%,12,-8.6%,10,-7.9%,19,-9.4%
IND,3-0,13,-7.6%,13,-7.6%,9,-15.0%,22,1.4%
TEN,0-3,14,-5.1%,14,-5.1%,26,34.8%,1,-63.7%
WAS,1-2,15,1.2%,15,1.2%,20,18.6%,15,-17.2%
NE,2-1,16,3.0%,16,3.0%,23,24.7%,10,-23.5%
OAK,1-2,17,4.9%,17,4.9%,14,6.8%,24,3.2%
PIT,1-2,18,5.0%,18,5.0%,21,21.7%,11,-23.2%
ATL,2-1,19,6.7%,19,6.7%,15,10.5%,23,1.8%
CIN,2-1,20,7.4%,20,7.4%,22,22.1%,17,-12.9%
SD,2-1,21,9.2%,21,9.2%,12,-2.0%,31,19.4%
BUF,1-2,22,11.3%,22,11.3%,19,15.7%,25,4.1%
DAL,2-1,23,14.3%,23,14.3%,24,26.2%,20,-3.5%
JAX,1-2,24,14.5%,24,14.5%,29,47.7%,7,-27.9%
CAR,0-3,25,16.0%,25,16.0%,18,15.3%,29,16.7%
HOU,1-2,26,16.8%,26,16.8%,17,15.1%,30,18.7%
KC,0-3,27,18.3%,27,18.3%,25,26.3%,26,9.7%
MIA,0-3,28,19.5%,28,19.5%,30,49.8%,8,-26.6%
STL,0-3,29,20.5%,29,20.5%,28,39.6%,21,0.3%
DET,1-2,30,20.7%,30,20.7%,31,50.5%,12,-22.8%
CLE,0-3,31,34.5%,31,34.5%,27,39.1%,32,30.6%
TB,0-3,32,36.6%,32,36.6%,32,67.2%,27,12.9%
