Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
GB,7-4,1,-18.0%,1,-18.5%,3,-16.7%,3,-19.9%
NYJ,5-6,2,-15.8%,2,-14.1%,2,-19.4%,14,-11.9%
NO,11-0,3,-14.6%,3,-13.2%,1,-26.1%,25,0.9%
PHI,7-4,4,-13.8%,6,-10.4%,4,-14.7%,12,-12.6%
BAL,6-5,5,-12.0%,5,-11.4%,6,-8.1%,7,-16.3%
PIT,6-5,6,-9.7%,4,-12.5%,10,-4.7%,4,-18.4%
MIN,10-1,7,-9.6%,7,-10.0%,14,2.2%,1,-30.7%
DEN,7-4,8,-9.2%,10,-5.9%,8,-6.9%,15,-11.8%
SF,5-6,9,-8.6%,9,-6.4%,11,-3.0%,6,-16.7%
IND,11-0,10,-8.1%,8,-7.2%,9,-6.1%,17,-10.9%
ARI,7-4,11,-6.3%,13,-4.4%,13,-0.7%,9,-15.7%
CAR,4-7,12,-4.5%,11,-5.9%,7,-7.3%,23,-1.4%
NE,7-4,13,-3.7%,12,-5.7%,17,6.3%,8,-15.9%
BUF,4-7,14,-3.6%,15,-3.7%,5,-14.4%,30,6.5%
NYG,6-5,15,-3.4%,18,-0.4%,12,-0.7%,19,-6.6%
WAS,3-8,16,-3.2%,14,-4.1%,16,5.0%,13,-12.0%
CIN,8-3,17,0.2%,17,-0.6%,18,7.8%,16,-11.1%
DAL,8-3,18,1.7%,16,-1.6%,20,10.0%,18,-10.5%
SD,8-3,19,4.2%,19,0.9%,15,4.4%,28,3.9%
HOU,5-6,20,4.4%,20,2.9%,19,9.3%,22,-2.7%
CHI,4-7,21,4.5%,21,5.5%,23,12.2%,21,-4.4%
SEA,4-7,22,4.9%,22,5.6%,24,19.0%,10,-15.1%
ATL,6-5,23,5.1%,23,6.3%,25,21.8%,5,-16.7%
MIA,5-6,24,7.1%,25,8.4%,21,11.2%,26,1.8%
OAK,3-8,25,7.7%,24,8.3%,22,11.2%,29,4.6%
KC,3-8,26,11.3%,27,10.6%,27,22.7%,24,-0.8%
TEN,5-6,27,12.2%,28,12.2%,26,22.7%,20,-5.3%
JAX,6-5,28,13.3%,31,15.9%,32,38.5%,2,-20.0%
DET,2-9,30,15.2%,30,15.3%,31,34.0%,11,-13.4%
STL,1-10,31,16.2%,29,14.6%,28,23.2%,32,8.9%
TB,1-10,31,16.2%,29,14.6%,28,23.2%,32,8.9%
CLE,1-10,32,17.8%,32,18.4%,30,28.1%,31,7.8%
