Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PHI,3-1,1,-32.5%,1,-32.5%,3,-35.1%,5,-29.1%
NO,4-0,2,-30.4%,2,-30.4%,2,-43.0%,18,-11.7%
NYG,5-0,3,-28.8%,3,-28.8%,1,-47.3%,22,-6.4%
DEN,5-0,4,-22.5%,4,-22.5%,4,-14.1%,3,-33.5%
MIN,5-0,5,-14.2%,5,-14.2%,9,-5.5%,7,-25.6%
SF,3-2,6,-14.0%,6,-14.0%,7,-7.7%,10,-23.8%
BAL,3-2,7,-13.2%,7,-13.2%,11,-3.1%,6,-26.5%
NYJ,3-2,8,-11.1%,8,-11.1%,6,-12.0%,20,-10.0%
IND,5-0,9,-10.9%,9,-10.9%,5,-12.5%,21,-8.3%
GB,2-2,10,-10.4%,10,-10.4%,12,-0.7%,11,-19.7%
CHI,3-1,11,-9.4%,11,-9.4%,10,-3.9%,12,-18.3%
ARI,2-2,12,-6.7%,12,-6.7%,17,13.7%,1,-39.9%
WAS,2-3,13,-4.2%,13,-4.2%,19,16.1%,8,-25.2%
SEA,2-3,14,-3.4%,14,-3.4%,14,3.6%,17,-12.8%
BUF,1-4,15,-1.0%,15,-1.0%,8,-5.6%,28,3.6%
CIN,4-1,16,-0.3%,16,-0.3%,16,10.1%,16,-14.4%
ATL,3-1,17,4.2%,17,4.2%,15,7.1%,24,0.1%
CAR,1-3,18,4.3%,18,4.3%,13,1.4%,30,7.2%
MIA,2-3,19,4.3%,19,4.3%,22,19.9%,15,-16.2%
PIT,3-2,20,5.6%,20,5.6%,24,23.4%,4,-30.1%
NE,3-2,21,6.0%,21,6.0%,23,21.3%,13,-18.0%
HOU,2-3,22,7.9%,22,7.9%,18,14.5%,23,-0.7%
OAK,1-4,23,9.1%,23,9.1%,21,19.1%,25,0.8%
JAX,2-3,24,10.4%,24,10.4%,28,36.4%,9,-24.6%
DAL,3-2,25,10.5%,25,10.5%,26,25.6%,19,-10.2%
TEN,0-5,26,12.7%,26,12.7%,31,46.4%,2,-37.5%
CLE,1-4,27,15.1%,27,15.1%,20,17.8%,31,12.3%
DET,1-4,28,17.3%,28,17.3%,29,39.3%,14,-16.4%
KC,0-5,29,17.7%,29,17.7%,27,28.6%,29,5.3%
STL,0-5,30,21.5%,30,21.5%,30,40.3%,26,1.9%
SD,2-2,31,21.8%,31,21.8%,25,24.2%,32,19.6%
TB,0-5,32,27.2%,32,27.2%,32,54.4%,27,2.9%
