Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
PHI,8-6-1,1,28.8%,2,28.4%,13,6.8%,16,3.1%,4,-20.8%,3,-24.3%,13,1.2%,13,1.0%
TEN,13-2,2,28.1%,1,29.1%,14,6.7%,10,8.4%,5,-19.9%,5,-16.7%,12,1.5%,7,4.0%
NYG,12-3,3,26.3%,5,22.6%,2,18.0%,4,16.6%,8,-5.9%,9,-3.8%,11,2.5%,12,2.3%
BAL,10-5,4,24.9%,3,24.7%,20,-1.5%,22,-2.3%,2,-26.7%,2,-26.2%,18,-0.3%,14,0.7%
PIT,11-4,5,22.4%,4,22.9%,21,-3.1%,21,-1.9%,1,-26.9%,1,-27.1%,23,-1.5%,23,-2.3%
CAR,11-4,6,17.2%,6,20.3%,8,11.4%,6,15.6%,11,-3.3%,15,-1.3%,10,2.5%,9,3.5%
IND,11-4,7,12.8%,9,15.9%,5,13.4%,5,15.7%,13,-1.7%,11,-2.5%,24,-2.3%,22,-2.2%
NO,8-7,8,11.8%,8,16.1%,4,15.0%,3,17.4%,18,2.8%,17,0.4%,19,-0.4%,20,-0.9%
TB,9-6,9,11.8%,11,9.1%,19,-1.3%,20,-1.3%,6,-13.6%,7,-10.7%,20,-0.5%,18,-0.3%
NE,10-5,10,11.4%,7,16.7%,6,12.8%,1,18.5%,23,6.0%,21,5.6%,5,4.6%,8,3.8%
ATL,10-5,11,11.1%,10,13.2%,9,9.5%,11,8.3%,17,1.5%,13,-1.6%,9,3.0%,11,3.3%
WAS,8-7,12,10.6%,15,6.3%,10,9.0%,14,4.0%,9,-4.3%,10,-3.6%,25,-2.7%,21,-1.3%
SD,7-8,13,10.1%,12,8.4%,3,15.8%,8,13.9%,26,6.8%,22,6.1%,14,1.2%,16,0.5%
GB,5-10,14,9.2%,16,6.2%,12,6.9%,12,6.7%,12,-3.1%,12,-2.4%,22,-0.9%,25,-2.9%
CHI,9-6,15,6.3%,19,3.5%,25,-10.3%,26,-14.5%,7,-12.1%,6,-12.3%,6,4.4%,5,5.7%
MIA,10-5,16,5.2%,17,6.2%,7,12.4%,7,14.4%,14,1.1%,19,3.9%,29,-6.1%,28,-4.3%
MIN,9-6,17,4.9%,14,6.6%,23,-9.3%,24,-11.3%,3,-23.1%,4,-24.3%,32,-8.9%,29,-6.3%
DAL,9-6,18,4.1%,13,8.1%,15,4.0%,19,0.5%,10,-4.1%,8,-10.7%,27,-4.1%,26,-3.1%
NYJ,9-6,19,4.0%,18,5.3%,18,1.4%,13,4.0%,16,1.4%,20,4.5%,7,3.9%,4,5.8%
JAX,5-10,20,1.0%,20,-0.2%,11,7.8%,9,9.3%,24,6.0%,23,6.8%,21,-0.8%,24,-2.6%
DEN,8-7,21,-4.9%,21,-8.6%,1,19.8%,2,18.4%,31,18.2%,32,19.2%,30,-6.5%,31,-7.8%
ARI,8-7,22,-6.6%,24,-15.0%,16,3.7%,17,1.1%,21,5.3%,24,9.5%,28,-5.0%,30,-6.6%
BUF,7-8,23,-7.7%,23,-13.9%,24,-9.5%,25,-12.8%,25,6.1%,26,10.1%,1,7.9%,1,9.0%
HOU,7-8,24,-10.5%,22,-8.8%,17,3.2%,15,3.4%,28,13.8%,29,11.4%,16,0.1%,19,-0.8%
CLE,4-11,25,-18.0%,27,-20.2%,28,-19.9%,29,-23.6%,19,3.0%,16,0.1%,4,4.8%,10,3.5%
SF,6-9,26,-18.4%,28,-21.1%,27,-17.8%,27,-17.2%,22,5.9%,25,9.8%,3,5.3%,3,5.9%
SEA,4-11,27,-22.0%,25,-16.0%,26,-13.4%,23,-11.1%,27,11.7%,27,10.3%,8,3.1%,6,5.4%
CIN,3-11-1,28,-25.1%,26,-20.0%,29,-20.5%,28,-18.3%,15,1.2%,14,-1.5%,26,-3.4%,27,-3.2%
OAK,4-11,29,-26.7%,30,-24.8%,31,-29.6%,30,-28.8%,20,3.4%,18,2.6%,2,6.2%,2,6.6%
KC,2-13,30,-28.5%,29,-22.0%,22,-7.3%,18,0.9%,29,13.8%,30,14.8%,31,-7.5%,32,-8.2%
DET,0-15,31,-46.9%,32,-46.5%,30,-27.2%,31,-29.3%,32,20.7%,31,17.8%,15,1.0%,15,0.6%
STL,2-13,32,-48.1%,31,-44.8%,32,-32.5%,32,-33.6%,30,15.5%,28,11.3%,17,-0.1%,17,0.1%
