Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NYG,9-1,1,37.2%,1,38.7%,1,21.4%,1,20.3%,8,-12.1%,6,-14.6%,6,3.8%,6,3.9%
TEN,10-0,2,27.6%,2,28.2%,13,6.8%,11,8.7%,3,-21.2%,3,-19.1%,18,-0.4%,16,0.5%
PHI,5-4-1,3,23.7%,4,23.1%,11,8.6%,12,8.1%,5,-15.8%,5,-16.0%,19,-0.7%,20,-1.0%
GB,5-5,4,23.5%,3,27.3%,10,10.2%,8,12.5%,9,-9.8%,9,-11.4%,7,3.4%,8,3.4%
BAL,6-4,5,21.9%,5,19.3%,18,0.0%,18,0.3%,2,-24.3%,2,-21.4%,25,-2.4%,25,-2.4%
PIT,7-3,6,18.4%,6,18.7%,23,-7.1%,23,-5.9%,1,-26.3%,1,-26.1%,20,-0.8%,24,-1.5%
TB,7-3,7,15.9%,10,14.5%,16,1.8%,16,3.2%,6,-14.9%,8,-12.4%,21,-0.9%,21,-1.1%
ARI,7-3,8,15.1%,8,16.4%,8,12.6%,6,13.3%,10,-5.8%,10,-6.6%,26,-3.3%,26,-3.5%
WAS,6-4,9,14.5%,11,11.2%,6,13.1%,10,9.7%,11,-5.6%,11,-5.1%,28,-4.2%,27,-3.6%
IND,6-4,10,14.0%,7,16.8%,4,13.8%,3,15.9%,14,-1.2%,14,-1.3%,23,-1.0%,18,-0.4%
CAR,8-2,11,13.1%,9,15.9%,19,-0.6%,17,0.8%,7,-12.1%,7,-13.1%,13,1.6%,13,2.0%
ATL,6-4,12,9.4%,12,9.1%,9,11.4%,9,11.2%,21,3.5%,19,3.1%,14,1.5%,15,1.0%
NYJ,7-3,13,5.6%,13,6.5%,20,-0.7%,19,0.2%,15,-0.9%,15,0.1%,4,5.4%,4,6.4%
MIA,6-4,14,5.3%,14,5.1%,5,13.5%,5,14.1%,13,-2.6%,13,-1.6%,31,-10.7%,31,-10.6%
NO,5-5,15,4.5%,15,4.8%,7,12.7%,7,12.8%,24,8.8%,24,9.0%,16,0.7%,14,1.1%
JAX,4-6,16,4.4%,16,4.0%,12,7.3%,13,7.7%,22,5.9%,23,6.3%,9,2.9%,10,2.6%
SD,4-6,17,3.5%,19,-0.6%,3,17.0%,4,14.8%,29,15.9%,29,18.3%,11,2.3%,9,2.9%
CHI,5-5,18,2.3%,20,-1.2%,21,-1.6%,20,-1.6%,12,-4.3%,12,-1.8%,17,-0.4%,23,-1.3%
DEN,6-4,19,0.9%,17,2.2%,2,17.0%,2,16.1%,27,14.0%,27,12.5%,24,-2.1%,22,-1.3%
NE,6-4,20,-1.6%,18,0.6%,14,4.0%,14,6.2%,23,7.1%,22,5.7%,15,1.5%,17,0.1%
BUF,5-5,21,-2.6%,22,-5.7%,24,-8.2%,24,-10.4%,18,2.1%,21,3.6%,2,7.7%,2,8.3%
MIN,5-5,22,-4.3%,23,-7.1%,25,-9.4%,25,-11.2%,4,-18.7%,4,-18.2%,32,-13.7%,32,-14.1%
CLE,4-6,23,-8.2%,21,-5.4%,22,-5.3%,21,-2.6%,25,9.7%,26,9.7%,3,6.9%,3,6.9%
DAL,6-4,24,-8.4%,26,-14.6%,17,0.9%,22,-5.3%,16,1.4%,16,0.5%,30,-7.9%,30,-8.8%
SF,3-7,25,-10.7%,25,-12.4%,28,-17.3%,28,-18.4%,17,1.5%,20,3.2%,1,8.1%,1,9.3%
HOU,3-7,26,-12.5%,24,-10.7%,15,3.9%,15,4.9%,30,20.6%,32,20.4%,5,4.2%,5,4.9%
SEA,2-8,27,-21.3%,27,-19.5%,26,-13.4%,27,-13.5%,26,10.2%,25,9.6%,10,2.4%,7,3.7%
CIN,1-8-1,28,-28.3%,28,-27.7%,29,-22.0%,29,-21.1%,19,2.3%,18,2.5%,27,-4.0%,28,-4.1%
OAK,2-8,29,-35.2%,30,-37.5%,32,-36.3%,32,-38.0%,20,2.3%,17,2.1%,8,3.4%,11,2.6%
KC,1-9,30,-37.9%,29,-34.8%,27,-15.8%,26,-11.9%,28,15.2%,28,15.7%,29,-6.8%,29,-7.1%
DET,0-10,31,-43.2%,31,-41.1%,30,-23.7%,30,-23.5%,31,21.6%,31,19.7%,12,2.1%,12,2.2%
STL,2-8,32,-50.8%,32,-47.7%,31,-28.3%,31,-27.4%,32,21.6%,30,19.4%,22,-0.9%,19,-1.0%
