Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
PHI,1-0,1,103.1%,1,103.1%,4,47.6%,4,47.6%,4,-42.6%,4,-42.6%,3,13.0%,3,13.0%
BUF,1-0,2,78.6%,2,78.6%,9,11.4%,9,11.4%,3,-50.0%,3,-50.0%,2,17.2%,2,17.2%
ATL,1-0,3,76.3%,3,76.3%,1,82.6%,1,82.6%,23,9.5%,23,9.5%,13,3.2%,13,3.2%
DEN,1-0,4,70.9%,4,70.9%,2,62.8%,2,62.8%,11,-14.1%,11,-14.1%,24,-6.0%,24,-6.0%
BAL,1-0,5,69.2%,5,69.2%,14,5.9%,14,5.9%,1,-66.8%,1,-66.8%,21,-3.5%,21,-3.5%
DAL,1-0,6,66.6%,6,66.6%,3,61.1%,3,61.1%,12,-13.5%,12,-13.5%,26,-8.0%,26,-8.0%
PIT,1-0,7,66.3%,7,66.3%,5,33.6%,5,33.6%,7,-28.0%,7,-28.0%,11,4.6%,11,4.6%
NE,1-0,8,35.5%,8,35.5%,11,11.0%,11,11.0%,9,-20.2%,9,-20.2%,12,4.2%,12,4.2%
GB,1-0,9,27.7%,9,27.7%,12,10.9%,12,10.9%,16,3.2%,16,3.2%,1,19.9%,1,19.9%
ARI,1-0,10,25.4%,10,25.4%,19,-4.3%,19,-4.3%,5,-29.9%,5,-29.9%,16,-0.2%,16,-0.2%
NYG,1-0,11,20.0%,11,20.0%,15,5.9%,15,5.9%,10,-16.2%,10,-16.2%,20,-2.0%,20,-2.0%
CHI,1-0,12,19.6%,12,19.6%,13,9.4%,13,9.4%,14,-3.0%,14,-3.0%,6,7.2%,6,7.2%
SD,0-1,13,16.2%,13,16.2%,6,23.4%,6,23.4%,24,10.0%,24,10.0%,14,2.8%,14,2.8%
TEN,1-0,14,9.2%,14,9.2%,24,-22.3%,24,-22.3%,2,-52.7%,2,-52.7%,30,-21.2%,30,-21.2%
CAR,1-0,15,5.9%,15,5.9%,8,12.4%,8,12.4%,26,12.6%,26,12.6%,8,6.1%,8,6.1%
TB,0-1,16,4.1%,16,4.1%,10,11.3%,10,11.3%,27,14.4%,27,14.4%,5,7.2%,5,7.2%
NYJ,1-0,17,1.9%,17,1.9%,20,-9.4%,20,-9.4%,8,-24.2%,8,-24.2%,29,-12.9%,29,-12.9%
NO,1-0,18,-6.3%,18,-6.3%,16,4.3%,16,4.3%,15,2.4%,15,2.4%,27,-8.3%,27,-8.3%
IND,0-1,19,-10.4%,19,-10.4%,18,0.8%,18,0.8%,21,6.2%,21,6.2%,23,-5.0%,23,-5.0%
SF,0-1,20,-10.5%,20,-10.5%,26,-25.9%,26,-25.9%,13,-8.7%,13,-8.7%,7,6.7%,7,6.7%
KC,0-1,21,-18.9%,21,-18.9%,21,-12.0%,21,-12.0%,20,5.9%,20,5.9%,18,-1.0%,18,-1.0%
JAX,0-1,22,-19.1%,22,-19.1%,29,-53.2%,29,-53.2%,6,-28.1%,6,-28.1%,10,6.0%,10,6.0%
MIN,0-1,23,-21.1%,23,-21.1%,7,12.7%,7,12.7%,25,11.4%,25,11.4%,31,-22.4%,31,-22.4%
WAS,0-1,24,-21.5%,24,-21.5%,23,-17.4%,23,-17.4%,19,3.8%,19,3.8%,17,-0.4%,17,-0.4%
MIA,0-1,25,-33.1%,25,-33.1%,22,-16.7%,22,-16.7%,18,3.7%,18,3.7%,28,-12.7%,28,-12.7%
DET,0-1,26,-71.0%,26,-71.0%,17,2.6%,17,2.6%,32,72.2%,32,72.2%,19,-1.4%,19,-1.4%
CLE,0-1,27,-72.1%,27,-72.1%,25,-22.6%,25,-22.6%,31,55.6%,31,55.6%,9,6.1%,9,6.1%
CIN,0-1,28,-75.2%,28,-75.2%,32,-72.1%,32,-72.1%,17,3.2%,17,3.2%,15,0.1%,15,0.1%
HOU,0-1,29,-77.9%,29,-77.9%,28,-46.9%,28,-46.9%,28,24.2%,28,24.2%,25,-6.8%,25,-6.8%
OAK,0-1,30,-82.6%,30,-82.6%,27,-36.5%,27,-36.5%,30,55.5%,30,55.5%,4,9.4%,4,9.4%
SEA,0-1,31,-92.8%,31,-92.8%,30,-61.6%,30,-61.6%,22,6.6%,22,6.6%,32,-24.6%,32,-24.6%
STL,0-1,32,-122.3%,32,-122.3%,31,-65.1%,31,-65.1%,29,52.2%,29,52.2%,22,-5.0%,22,-5.0%
