Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NYG,11-1,1,35.2%,1,36.7%,1,20.9%,1,19.2%,7,-10.1%,7,-12.8%,6,4.2%,6,4.6%
PHI,6-5-1,2,29.5%,2,30.4%,10,9.6%,13,8.3%,6,-18.2%,4,-20.5%,10,1.7%,13,1.7%
BAL,8-4,3,28.8%,3,29.3%,18,1.2%,17,2.6%,1,-30.7%,1,-29.9%,25,-3.1%,25,-3.2%
TEN,11-1,4,27.5%,4,28.3%,13,6.4%,12,8.3%,5,-19.7%,6,-17.3%,14,1.5%,10,2.7%
PIT,9-3,5,22.1%,5,21.9%,21,-1.6%,20,-0.8%,2,-25.0%,2,-24.7%,23,-1.3%,23,-2.1%
TB,9-3,6,20.4%,6,20.4%,20,-1.5%,21,-1.2%,4,-20.3%,5,-19.1%,13,1.6%,11,2.5%
ATL,8-4,7,15.2%,7,18.0%,6,12.9%,4,12.6%,15,1.7%,13,-1.3%,7,4.0%,8,4.1%
GB,5-7,8,14.8%,8,15.5%,9,9.8%,9,10.7%,11,-4.0%,11,-4.4%,15,1.0%,16,0.3%
WAS,7-5,9,14.4%,12,11.1%,4,14.7%,7,11.3%,10,-5.0%,10,-4.7%,29,-5.3%,27,-5.0%
CAR,9-3,10,13.4%,9,15.4%,16,5.1%,14,6.9%,9,-6.7%,8,-6.1%,12,1.6%,12,2.4%
NO,6-6,11,12.1%,10,13.6%,3,15.1%,3,16.3%,19,3.5%,17,2.7%,17,0.5%,17,-0.1%
IND,8-4,12,11.0%,11,11.9%,8,10.0%,8,11.0%,12,-1.8%,12,-1.3%,22,-0.8%,18,-0.4%
SD,4-8,13,4.4%,17,0.6%,5,13.8%,6,11.6%,26,10.3%,26,11.5%,16,0.9%,14,0.5%
ARI,7-5,14,4.0%,15,2.4%,11,8.8%,11,9.1%,13,0.6%,16,1.4%,26,-4.2%,28,-5.3%
NYJ,8-4,15,3.6%,13,4.8%,19,0.3%,18,2.0%,18,2.5%,20,4.6%,3,5.8%,2,7.3%
MIN,7-5,16,3.1%,14,4.0%,24,-8.0%,25,-8.6%,3,-22.4%,3,-22.5%,32,-11.3%,32,-9.9%
CHI,6-6,17,1.1%,21,-3.8%,22,-6.0%,23,-8.0%,8,-7.0%,9,-4.8%,18,0.1%,19,-0.6%
MIA,7-5,18,0.5%,18,-0.4%,7,12.0%,5,12.4%,17,2.3%,19,4.3%,31,-9.3%,31,-8.5%
JAX,4-8,19,0.3%,20,-1.8%,12,6.9%,15,6.4%,24,6.3%,22,7.1%,19,-0.3%,21,-1.1%
DEN,7-5,20,-0.3%,19,-1.3%,2,20.4%,2,18.7%,29,15.7%,29,14.6%,27,-5.0%,29,-5.4%
NE,7-5,21,-0.8%,16,2.2%,14,6.3%,10,9.9%,25,8.7%,25,8.1%,11,1.6%,15,0.4%
DAL,8-4,22,-2.1%,22,-5.2%,15,5.3%,19,-0.3%,16,2.1%,14,0.4%,28,-5.3%,26,-4.6%
BUF,6-6,23,-5.9%,24,-9.3%,23,-6.7%,24,-8.6%,23,5.5%,23,7.3%,2,6.4%,3,6.6%
HOU,5-7,24,-8.7%,23,-6.9%,17,3.6%,16,4.0%,28,15.0%,28,13.9%,9,2.8%,9,2.9%
CLE,4-8,25,-10.8%,25,-9.8%,25,-12.0%,26,-12.0%,20,4.6%,18,3.5%,4,5.8%,4,5.7%
SF,4-8,26,-17.9%,26,-20.5%,28,-19.4%,29,-20.2%,22,5.4%,24,8.1%,1,6.8%,1,7.9%
OAK,3-9,27,-25.8%,28,-25.3%,31,-29.6%,30,-30.0%,14,1.7%,15,0.6%,5,5.5%,5,5.3%
CIN,1-10-1,28,-27.2%,29,-25.9%,29,-19.4%,28,-17.5%,21,4.8%,21,5.3%,24,-3.0%,24,-3.1%
SEA,2-10,29,-28.1%,27,-24.5%,27,-16.8%,27,-16.3%,27,14.1%,27,12.8%,8,2.9%,7,4.6%
KC,2-10,30,-35.8%,30,-32.1%,26,-12.8%,22,-7.1%,30,16.4%,31,17.8%,30,-6.6%,30,-7.2%
DET,0-12,31,-49.7%,31,-49.6%,30,-29.1%,31,-30.2%,32,19.9%,32,18.1%,20,-0.7%,22,-1.4%
STL,2-10,32,-55.8%,32,-55.3%,32,-35.7%,32,-37.0%,31,19.3%,30,17.4%,21,-0.8%,20,-1.0%
