Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
PHI,8-5-1,1,30.1%,1,29.3%,13,8.3%,17,5.2%,4,-20.3%,4,-22.6%,13,1.5%,13,1.5%
BAL,9-5,2,27.4%,2,27.5%,20,-1.4%,20,-1.4%,1,-29.0%,2,-28.8%,19,-0.3%,19,0.1%
TEN,12-2,3,27.1%,3,27.2%,15,5.6%,14,6.1%,5,-19.8%,5,-17.4%,12,1.8%,8,3.7%
NYG,11-3,4,26.9%,4,26.5%,2,16.5%,5,14.8%,8,-7.0%,9,-8.0%,6,3.5%,9,3.7%
PIT,11-3,5,23.7%,5,24.5%,21,-3.0%,21,-2.4%,2,-27.9%,1,-28.9%,23,-1.2%,23,-2.0%
CAR,11-3,6,18.1%,6,21.7%,7,11.2%,4,15.0%,9,-5.0%,10,-4.4%,11,1.9%,10,2.4%
TB,9-5,7,17.0%,7,16.9%,19,0.5%,18,0.9%,6,-16.8%,6,-15.3%,20,-0.3%,18,0.7%
IND,10-4,8,12.6%,8,14.4%,4,12.2%,6,13.7%,12,-2.3%,11,-2.6%,24,-2.0%,22,-1.9%
GB,5-9,9,12.4%,12,10.4%,11,9.3%,8,9.7%,13,-1.7%,13,0.0%,15,1.4%,17,0.8%
ATL,9-5,10,11.1%,10,11.1%,6,11.3%,9,9.7%,16,2.7%,15,0.8%,9,2.6%,11,2.3%
NO,7-7,11,11.1%,9,14.1%,3,15.1%,2,16.1%,17,3.2%,16,1.2%,21,-0.8%,21,-0.9%
WAS,7-7,12,8.9%,15,4.0%,10,10.0%,16,5.4%,11,-2.5%,12,-1.6%,26,-3.6%,25,-3.0%
MIN,9-5,13,7.9%,11,10.6%,22,-6.5%,23,-7.7%,3,-23.4%,3,-24.8%,32,-9.0%,30,-6.4%
CHI,8-6,14,7.7%,14,4.1%,23,-7.0%,24,-11.1%,7,-11.4%,7,-11.5%,8,3.2%,7,3.7%
SD,6-8,15,3.9%,20,0.1%,5,12.1%,11,8.5%,25,9.1%,24,9.2%,17,0.9%,16,0.8%
NYJ,9-5,16,3.8%,13,6.5%,18,2.1%,15,5.6%,15,2.7%,20,4.9%,5,4.4%,2,5.7%
JAX,5-9,17,3.5%,18,1.9%,14,8.0%,12,7.8%,19,3.6%,19,3.9%,22,-0.8%,24,-2.1%
MIA,9-5,18,2.9%,19,1.6%,8,10.4%,7,10.0%,14,0.0%,17,2.0%,31,-7.5%,31,-6.5%
DAL,9-5,19,1.5%,16,4.0%,17,3.1%,19,-0.8%,10,-3.4%,8,-8.7%,28,-4.9%,27,-3.9%
NE,9-5,20,1.1%,17,3.8%,9,10.2%,3,15.3%,26,12.4%,28,13.5%,7,3.3%,12,2.0%
ARI,8-6,21,0.5%,21,-2.4%,12,8.9%,10,8.8%,20,3.8%,21,5.5%,27,-4.6%,28,-5.6%
DEN,8-6,22,-3.3%,23,-3.4%,1,20.1%,1,19.2%,30,17.6%,31,16.3%,29,-5.7%,29,-6.3%
HOU,7-7,23,-5.7%,22,-2.7%,16,5.5%,13,6.3%,27,12.7%,25,10.0%,14,1.5%,15,1.0%
BUF,6-8,24,-9.3%,25,-15.2%,25,-10.5%,26,-14.4%,22,6.1%,23,9.1%,1,7.2%,1,8.2%
CLE,4-10,25,-13.4%,24,-12.1%,27,-14.7%,28,-15.6%,18,3.5%,14,0.7%,4,4.8%,5,4.1%
SF,5-9,26,-17.3%,26,-19.9%,28,-16.0%,27,-15.0%,23,6.5%,26,10.6%,2,5.2%,3,5.7%
SEA,3-11,27,-25.2%,27,-22.2%,26,-13.6%,25,-12.7%,28,14.1%,27,13.4%,10,2.4%,6,3.9%
CIN,2-11-1,28,-27.9%,28,-24.7%,29,-19.6%,29,-18.2%,21,5.2%,18,3.5%,25,-3.1%,26,-3.0%
KC,2-12,29,-31.9%,29,-26.1%,24,-10.3%,22,-3.5%,29,14.8%,30,15.3%,30,-6.7%,32,-7.3%
OAK,3-11,30,-34.7%,30,-36.1%,31,-32.0%,31,-33.1%,24,7.7%,22,8.2%,3,5.0%,4,5.2%
DET,0-14,31,-41.6%,31,-39.0%,30,-25.1%,30,-25.7%,31,17.9%,29,14.6%,16,1.3%,14,1.2%
STL,2-12,32,-52.8%,32,-52.2%,32,-33.9%,32,-35.3%,32,18.6%,32,16.6%,18,-0.2%,20,-0.3%
