Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NYG,4-1,1,30.4%,1,30.4%,1,36.0%,1,36.5%,22,7.8%,22,8.4%,13,2.2%,13,2.3%
PHI,3-3,2,28.0%,2,27.3%,9,12.0%,9,11.5%,7,-14.3%,7,-14.3%,17,1.7%,17,1.5%
WAS,4-2,3,24.7%,3,25.1%,3,25.1%,2,25.6%,9,-6.6%,10,-6.6%,29,-7.0%,29,-7.1%
TEN,5-0,4,22.8%,4,23.2%,19,-2.9%,18,-2.5%,2,-27.3%,2,-26.9%,22,-1.5%,20,-1.1%
TB,4-2,5,20.1%,5,20.3%,15,0.4%,15,0.2%,4,-20.7%,4,-21.3%,20,-1.0%,21,-1.2%
SD,3-3,6,18.8%,6,18.7%,5,20.9%,5,20.6%,19,3.3%,19,3.1%,18,1.2%,18,1.2%
BAL,2-3,7,18.1%,7,17.4%,25,-11.5%,25,-11.9%,1,-32.9%,1,-32.7%,26,-3.4%,26,-3.4%
CHI,3-3,8,16.3%,8,16.2%,17,-1.4%,17,-1.7%,6,-16.0%,6,-16.2%,16,1.7%,16,1.7%
PIT,4-1,9,16.0%,9,15.3%,21,-8.8%,21,-9.5%,3,-22.5%,3,-22.4%,11,2.4%,12,2.4%
ARI,4-2,10,14.3%,10,14.2%,10,10.4%,10,10.6%,13,-3.6%,13,-3.3%,19,0.4%,19,0.4%
IND,3-2,11,13.9%,11,14.2%,12,8.9%,12,8.7%,10,-6.5%,9,-6.9%,21,-1.5%,22,-1.4%
NO,3-3,12,12.2%,12,12.4%,11,9.1%,11,8.9%,17,-0.8%,17,-0.9%,12,2.3%,11,2.5%
GB,3-3,13,11.6%,13,11.4%,14,1.3%,14,1.0%,8,-7.0%,8,-7.4%,8,3.3%,9,3.0%
BUF,4-1,14,7.9%,14,7.0%,16,-0.3%,16,-0.5%,15,-3.2%,15,-2.8%,3,4.9%,4,4.7%
DAL,4-2,15,7.0%,17,6.2%,4,25.0%,4,24.4%,21,7.4%,21,7.6%,30,-10.6%,30,-10.6%
JAX,3-3,16,6.7%,16,6.8%,8,12.9%,8,13.5%,23,8.3%,23,8.7%,14,2.2%,14,2.1%
ATL,4-2,17,6.7%,18,6.0%,7,15.0%,7,14.0%,25,12.0%,25,11.8%,6,3.7%,6,3.8%
MIA,2-3,18,6.2%,15,6.9%,6,15.6%,6,16.1%,12,-4.9%,12,-5.2%,31,-14.3%,31,-14.4%
NYJ,3-2,19,3.3%,19,3.1%,18,-2.8%,19,-2.9%,14,-3.4%,14,-3.0%,9,2.7%,8,3.0%
DEN,4-2,20,2.4%,20,1.5%,2,25.9%,3,25.4%,29,21.3%,29,21.7%,24,-2.2%,23,-2.2%
CAR,4-2,21,-2.1%,21,-2.4%,20,-4.7%,20,-5.2%,11,-5.9%,11,-6.2%,25,-3.3%,27,-3.5%
SF,2-4,22,-5.7%,23,-5.8%,24,-11.1%,24,-11.0%,16,-1.4%,16,-1.4%,5,3.9%,5,3.9%
MIN,3-3,23,-5.8%,22,-5.8%,22,-9.1%,22,-9.6%,5,-18.9%,5,-19.4%,32,-15.6%,32,-15.5%
CLE,2-3,24,-16.2%,24,-15.2%,26,-15.1%,26,-15.0%,20,6.0%,20,5.1%,4,4.9%,3,4.9%
HOU,1-4,25,-17.6%,25,-16.6%,13,2.1%,13,2.7%,31,23.1%,31,22.9%,7,3.4%,7,3.6%
NE,3-2,26,-23.5%,26,-24.1%,23,-10.1%,23,-10.5%,28,18.6%,28,18.9%,2,5.2%,2,5.2%
OAK,1-4,27,-28.8%,27,-27.8%,28,-25.2%,28,-25.0%,24,9.9%,24,9.1%,1,6.3%,1,6.3%
CIN,0-6,28,-32.1%,28,-31.7%,29,-28.6%,29,-28.3%,18,1.4%,18,1.2%,23,-2.2%,24,-2.2%
SEA,1-4,29,-36.9%,29,-35.8%,27,-16.3%,27,-15.6%,27,17.0%,27,17.1%,27,-3.6%,25,-3.1%
DET,0-5,30,-50.8%,30,-50.6%,30,-30.8%,30,-31.4%,30,22.6%,30,21.8%,10,2.6%,10,2.6%
STL,1-4,31,-57.1%,31,-56.1%,31,-33.7%,31,-33.5%,32,25.2%,32,24.6%,15,1.8%,15,1.9%
KC,1-4,32,-58.9%,32,-59.3%,32,-42.2%,32,-42.7%,26,12.1%,26,12.0%,28,-4.6%,28,-4.7%
