Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
PHI,4-3,1,33.6%,1,32.2%,5,15.6%,5,14.7%,6,-16.7%,6,-16.7%,13,1.3%,14,0.9%
NYG,6-1,2,31.7%,2,31.5%,1,22.5%,1,22.7%,11,-6.1%,12,-5.6%,8,3.1%,6,3.2%
TEN,7-0,3,24.0%,3,24.9%,16,3.0%,15,4.4%,4,-21.6%,4,-20.0%,23,-0.7%,16,0.4%
WAS,6-2,4,23.7%,4,23.9%,2,20.5%,2,20.7%,10,-7.1%,10,-6.9%,27,-3.9%,27,-3.6%
BAL,4-3,5,21.9%,5,20.7%,20,-3.9%,20,-4.0%,1,-25.8%,3,-24.5%,18,0.0%,17,0.3%
GB,4-3,6,17.4%,6,17.3%,13,6.1%,13,5.6%,8,-10.4%,8,-11.7%,15,0.9%,18,0.1%
CHI,4-3,7,16.7%,8,16.2%,18,2.3%,18,1.9%,7,-12.3%,7,-12.6%,9,2.0%,13,1.7%
TB,5-3,8,16.3%,7,16.5%,19,-2.8%,19,-3.2%,3,-24.3%,1,-25.5%,29,-5.1%,29,-5.7%
PIT,5-2,9,14.8%,9,13.2%,25,-10.3%,25,-11.2%,2,-25.1%,2,-24.6%,20,0.0%,22,-0.3%
BUF,5-2,10,12.7%,12,10.7%,15,3.5%,16,3.1%,12,-6.0%,13,-4.7%,7,3.3%,8,2.9%
ARI,4-3,11,10.4%,13,9.7%,10,10.3%,9,10.5%,16,-0.4%,16,0.6%,21,-0.3%,20,-0.2%
CAR,6-2,12,10.4%,11,11.0%,17,2.4%,17,2.9%,9,-8.3%,9,-8.9%,22,-0.4%,24,-0.8%
MIA,3-4,13,10.3%,10,12.7%,6,15.4%,4,17.0%,13,-5.1%,11,-5.9%,31,-10.2%,31,-10.2%
SD,3-5,14,10.2%,14,8.9%,3,19.5%,3,18.5%,25,11.2%,26,11.5%,10,1.9%,11,1.9%
JAX,3-4,15,8.2%,16,8.4%,8,12.9%,6,14.6%,18,4.8%,20,6.0%,17,0.1%,21,-0.3%
NO,4-4,16,7.7%,17,8.0%,7,13.4%,8,13.0%,19,6.0%,19,5.5%,16,0.3%,15,0.6%
IND,3-4,17,7.5%,15,8.6%,14,5.2%,14,5.2%,14,-3.3%,14,-3.9%,24,-0.9%,23,-0.6%
ATL,4-3,18,5.1%,18,3.0%,9,11.9%,11,9.9%,24,10.2%,24,10.3%,5,3.5%,5,3.4%
MIN,3-4,19,-4.8%,20,-5.8%,21,-5.0%,21,-6.4%,5,-17.8%,5,-18.4%,32,-17.6%,32,-17.8%
HOU,3-4,20,-5.8%,19,-3.3%,12,8.6%,10,10.2%,31,19.8%,31,19.5%,2,5.4%,2,6.0%
DAL,5-3,21,-7.5%,23,-10.6%,11,8.8%,12,6.6%,21,7.1%,22,7.5%,30,-9.2%,30,-9.7%
NE,5-2,22,-9.3%,21,-9.1%,22,-6.5%,22,-6.5%,23,9.3%,23,8.9%,1,6.5%,1,6.3%
NYJ,4-3,23,-9.3%,22,-9.8%,24,-8.7%,24,-8.6%,17,2.4%,17,3.5%,11,1.8%,9,2.3%
DEN,4-3,24,-10.5%,24,-12.9%,4,16.4%,7,14.6%,32,23.6%,32,24.5%,25,-3.3%,25,-3.0%
SF,2-6,25,-12.9%,25,-14.0%,27,-19.4%,27,-20.2%,15,-3.2%,15,-2.7%,6,3.4%,4,3.5%
CLE,3-4,26,-17.0%,26,-14.1%,26,-15.4%,26,-14.5%,20,6.2%,18,4.2%,3,4.7%,3,4.5%
SEA,2-5,27,-20.0%,27,-17.9%,23,-8.6%,23,-7.4%,26,12.4%,27,12.7%,14,1.0%,10,2.2%
OAK,2-5,28,-30.8%,28,-29.7%,30,-27.0%,30,-26.6%,22,7.3%,21,6.1%,4,3.5%,7,3.0%
STL,2-5,29,-36.1%,29,-32.3%,28,-22.4%,28,-21.0%,28,13.7%,25,11.4%,19,0.0%,19,0.1%
DET,0-7,30,-41.3%,30,-39.7%,29,-24.7%,29,-25.5%,30,18.3%,29,16.0%,12,1.7%,12,1.8%
CIN,0-8,31,-43.4%,31,-43.6%,31,-27.4%,31,-27.2%,27,12.7%,28,13.1%,26,-3.4%,26,-3.4%
KC,1-6,32,-54.2%,32,-53.9%,32,-31.7%,32,-31.4%,29,17.5%,30,17.4%,28,-5.0%,28,-5.1%
