Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NYG,11-2,1,32.2%,1,33.5%,2,20.2%,2,18.9%,8,-8.8%,7,-11.2%,7,3.2%,6,3.4%
PHI,7-5-1,2,30.7%,2,31.7%,11,10.3%,11,9.0%,5,-19.4%,4,-22.1%,16,1.0%,17,0.7%
BAL,9-4,3,29.1%,3,31.1%,20,0.0%,19,1.3%,1,-31.3%,1,-31.8%,24,-2.2%,24,-2.0%
TEN,12-1,4,28.0%,4,28.9%,14,6.9%,14,8.3%,4,-20.0%,5,-18.1%,14,1.1%,9,2.5%
PIT,10-3,5,21.9%,5,21.6%,21,-4.8%,21,-5.0%,2,-27.0%,2,-27.4%,20,-0.3%,18,-0.8%
TB,9-4,6,17.9%,8,17.8%,18,2.1%,17,3.1%,6,-15.3%,6,-13.0%,17,0.6%,12,1.7%
CAR,10-3,7,16.1%,6,19.6%,10,10.4%,4,14.0%,10,-4.3%,12,-3.2%,11,1.5%,10,2.4%
NO,7-6,8,15.3%,7,18.4%,3,16.9%,3,18.8%,16,3.2%,15,1.9%,12,1.5%,14,1.6%
GB,5-8,9,14.9%,10,14.7%,9,10.5%,8,11.3%,12,-3.2%,13,-2.6%,13,1.2%,16,0.8%
IND,9-4,10,13.5%,9,15.7%,7,10.9%,6,12.6%,11,-3.8%,10,-4.1%,23,-1.2%,19,-1.0%
ATL,8-5,11,13.0%,11,14.5%,5,13.1%,5,13.2%,17,3.4%,16,2.0%,6,3.2%,8,3.3%
WAS,7-6,12,12.6%,12,8.5%,6,12.5%,13,8.5%,9,-5.7%,9,-4.9%,28,-5.6%,27,-4.9%
SD,5-8,13,5.8%,14,2.6%,4,14.4%,7,12.1%,25,8.2%,24,8.4%,21,-0.4%,22,-1.1%
ARI,8-5,14,4.5%,15,2.2%,12,8.9%,12,8.7%,15,1.0%,17,2.1%,26,-3.4%,26,-4.4%
CHI,7-6,15,3.3%,19,-1.1%,22,-6.8%,23,-9.9%,7,-9.1%,8,-8.0%,15,1.1%,15,0.8%
MIA,8-5,16,3.0%,16,2.1%,8,10.6%,10,10.6%,13,-1.1%,14,0.5%,31,-8.8%,31,-8.0%
MIN,8-5,17,2.0%,17,2.1%,23,-9.6%,24,-11.2%,3,-22.4%,3,-22.6%,32,-10.8%,32,-9.3%
NYJ,8-5,18,1.9%,13,3.8%,19,0.4%,18,3.0%,18,3.8%,20,5.8%,4,5.2%,4,6.6%
NE,8-5,19,-1.5%,18,0.4%,13,7.2%,9,10.8%,26,11.5%,26,12.0%,8,2.9%,13,1.6%
JAX,4-9,20,-1.7%,22,-4.1%,16,4.7%,16,3.8%,23,6.3%,21,6.7%,19,-0.2%,21,-1.1%
DEN,8-5,21,-1.8%,20,-1.3%,1,20.9%,1,20.8%,30,16.9%,30,15.6%,29,-5.8%,30,-6.4%
DAL,8-5,22,-2.6%,21,-2.5%,17,2.7%,20,-1.1%,14,-0.5%,11,-3.8%,30,-5.8%,28,-5.2%
HOU,6-7,23,-8.0%,23,-5.8%,15,5.4%,15,6.2%,28,15.4%,28,13.9%,10,2.0%,11,1.8%
BUF,6-7,24,-9.0%,25,-14.1%,24,-10.3%,27,-14.0%,20,4.8%,22,6.9%,3,6.1%,3,6.8%
CLE,4-9,25,-12.9%,24,-12.3%,26,-12.7%,26,-13.1%,21,5.2%,19,3.8%,5,5.1%,5,4.6%
SF,5-8,26,-17.1%,26,-19.8%,28,-17.9%,28,-18.3%,22,5.5%,25,9.1%,2,6.3%,1,7.6%
SEA,2-11,27,-24.0%,27,-20.7%,27,-12.8%,25,-11.6%,27,13.5%,27,12.5%,9,2.3%,7,3.4%
OAK,3-10,28,-29.2%,29,-29.6%,31,-32.0%,31,-33.1%,19,3.9%,18,3.3%,1,6.7%,2,6.8%
CIN,1-11-1,29,-31.7%,30,-31.8%,29,-22.2%,29,-22.1%,24,6.9%,23,7.4%,25,-2.6%,25,-2.3%
KC,2-11,30,-34.3%,28,-28.6%,25,-12.3%,22,-5.9%,29,16.6%,31,17.4%,27,-5.3%,29,-5.3%
DET,0-13,31,-46.3%,31,-46.2%,30,-28.4%,30,-29.7%,31,17.8%,29,15.4%,18,-0.1%,20,-1.1%
STL,2-11,32,-54.6%,32,-55.5%,32,-34.5%,32,-36.1%,32,19.2%,32,17.8%,22,-0.9%,23,-1.5%
