Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NYG,5-1,1,30.7%,2,29.6%,1,31.0%,1,31.1%,17,1.8%,18,2.8%,14,1.5%,14,1.3%
PHI,3-3,2,29.8%,1,30.1%,7,12.8%,7,12.4%,6,-15.4%,6,-15.9%,13,1.7%,12,1.7%
WAS,5-2,3,26.3%,3,26.3%,2,25.1%,2,25.2%,9,-8.6%,9,-8.3%,29,-7.4%,29,-7.1%
TEN,6-0,4,24.8%,4,25.1%,14,3.5%,14,4.0%,2,-22.7%,2,-22.1%,22,-1.4%,21,-0.9%
PIT,5-1,5,21.7%,5,21.1%,19,-0.8%,20,-1.3%,4,-20.9%,4,-20.7%,12,1.7%,13,1.7%
BAL,3-3,6,18.4%,6,18.0%,24,-6.6%,24,-6.8%,1,-27.8%,1,-27.6%,25,-2.8%,25,-2.7%
BUF,5-1,7,18.1%,7,17.1%,12,8.0%,12,7.7%,11,-6.2%,11,-5.7%,5,3.9%,6,3.7%
GB,4-3,8,16.6%,8,16.7%,13,5.6%,13,5.6%,8,-10.1%,8,-10.4%,16,0.9%,18,0.7%
CHI,4-3,9,15.2%,9,15.4%,16,1.6%,16,1.8%,7,-11.6%,7,-11.7%,11,2.0%,11,2.0%
ARI,4-2,10,14.5%,11,13.5%,10,9.9%,10,9.8%,13,-4.3%,13,-3.4%,20,0.4%,19,0.3%
TB,5-2,11,14.4%,10,13.9%,18,-0.6%,18,-0.7%,3,-21.3%,3,-21.2%,28,-6.3%,28,-6.6%
SD,3-4,12,11.1%,12,10.5%,3,17.9%,4,17.6%,23,7.4%,23,7.3%,19,0.5%,20,0.2%
JAX,3-3,13,7.5%,13,7.9%,9,11.4%,8,12.2%,20,6.1%,21,6.4%,9,2.2%,10,2.1%
ATL,4-2,14,7.4%,15,7.6%,6,13.9%,6,13.9%,25,10.3%,25,10.0%,6,3.7%,4,3.7%
NO,3-4,15,6.5%,16,6.8%,11,8.1%,11,8.2%,18,2.7%,17,2.3%,15,1.1%,17,0.9%
MIA,2-4,16,5.9%,14,7.8%,5,16.7%,3,18.1%,16,-1.5%,16,-2.1%,31,-12.3%,31,-12.5%
CAR,5-2,17,5.3%,17,5.3%,20,-1.0%,19,-1.0%,10,-8.0%,10,-8.1%,24,-1.8%,24,-1.8%
IND,3-3,18,2.6%,18,2.9%,17,0.7%,17,0.7%,15,-3.3%,14,-3.3%,21,-1.4%,22,-1.2%
NYJ,3-3,19,-0.9%,19,-0.5%,23,-6.4%,23,-6.4%,14,-3.5%,15,-3.3%,10,2.1%,9,2.6%
MIN,3-4,20,-5.8%,20,-6.2%,21,-4.4%,21,-4.7%,5,-16.2%,5,-16.3%,32,-17.6%,32,-17.8%
DAL,4-3,21,-7.3%,21,-9.0%,8,12.5%,9,11.5%,24,9.5%,24,9.6%,30,-10.4%,30,-10.8%
SF,2-5,22,-9.3%,22,-9.1%,27,-17.4%,27,-17.3%,12,-5.2%,12,-5.3%,8,2.8%,8,3.0%
DEN,4-3,23,-9.7%,23,-10.3%,4,17.6%,5,17.1%,32,24.0%,32,24.3%,26,-3.3%,26,-3.0%
NE,4-2,24,-9.8%,24,-10.7%,22,-5.8%,22,-6.3%,26,10.3%,26,10.6%,1,6.3%,1,6.2%
HOU,2-4,25,-17.7%,25,-17.0%,15,2.9%,15,3.4%,31,23.8%,31,23.7%,7,3.1%,7,3.3%
CLE,2-4,26,-17.8%,26,-17.3%,26,-17.3%,26,-17.2%,19,4.5%,19,3.7%,4,4.0%,5,3.7%
SEA,1-5,27,-25.9%,27,-25.2%,25,-12.9%,25,-12.5%,27,13.7%,28,13.8%,18,0.7%,15,1.0%
OAK,2-4,28,-28.0%,28,-28.0%,30,-26.9%,30,-27.0%,22,7.0%,22,6.8%,2,5.9%,2,5.7%
CIN,0-7,29,-34.7%,29,-34.2%,29,-26.6%,29,-26.2%,21,6.4%,20,6.4%,23,-1.7%,23,-1.6%
STL,2-4,30,-37.4%,30,-35.8%,28,-24.1%,28,-23.5%,28,14.1%,27,13.3%,17,0.8%,16,1.0%
DET,0-6,31,-44.5%,31,-44.6%,31,-26.9%,31,-27.7%,30,22.6%,30,22.0%,3,5.0%,3,5.1%
KC,1-5,32,-61.5%,32,-61.7%,32,-38.5%,32,-38.5%,29,18.7%,29,18.8%,27,-4.3%,27,-4.4%
