Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,13-2,1,41.4%,1,49.4%,1,42.5%,1,46.3%,22,4.3%,13,-0.9%,9,3.1%,13,2.3%
PIT,11-4,2,30.7%,2,32.8%,7,12.3%,4,18.3%,1,-18.0%,1,-15.1%,15,0.4%,17,-0.6%
PHI,10-5,3,25.1%,4,25.3%,2,22.5%,2,22.9%,14,-1.3%,16,0.8%,14,1.3%,10,3.2%
BAL,11-4,4,24.2%,3,29.9%,12,7.7%,10,9.9%,4,-10.4%,3,-11.6%,3,6.1%,2,8.5%
GB,9-6,5,23.8%,5,23.8%,5,13.6%,7,12.5%,2,-13.0%,2,-14.2%,27,-2.9%,27,-2.9%
ATL,12-3,6,20.0%,8,18.9%,9,9.5%,13,7.2%,8,-6.2%,9,-5.1%,7,4.3%,3,6.6%
SD,8-7,7,16.7%,6,22.1%,4,17.3%,3,19.6%,5,-10.2%,6,-8.1%,32,-10.8%,31,-5.6%
NO,11-4,8,16.0%,7,19.4%,8,9.6%,8,11.5%,7,-7.8%,4,-9.0%,20,-1.3%,18,-1.1%
NYG,9-6,9,13.8%,9,12.7%,10,8.3%,11,9.5%,3,-10.8%,7,-6.9%,30,-5.3%,29,-3.8%
NYJ,10-5,10,12.3%,11,6.8%,17,1.9%,19,-0.7%,11,-4.9%,11,-1.8%,4,5.5%,4,5.6%
TEN,6-9,11,6.4%,17,-1.0%,21,-4.5%,23,-6.7%,9,-5.7%,15,-0.2%,5,5.3%,5,5.5%
MIA,7-8,12,6.2%,12,5.0%,15,2.8%,17,0.5%,10,-5.3%,8,-5.7%,24,-1.9%,19,-1.2%
KC,10-5,13,3.0%,20,-3.8%,13,7.6%,12,7.7%,19,2.1%,24,6.6%,25,-2.5%,30,-4.9%
CHI,11-4,14,2.0%,10,9.3%,28,-15.2%,24,-8.9%,6,-9.7%,5,-9.0%,1,7.5%,1,9.2%
DET,5-10,15,0.8%,13,3.2%,19,-0.7%,15,3.5%,18,1.0%,17,1.5%,11,2.5%,15,1.3%
IND,9-6,16,0.7%,19,-2.4%,6,12.8%,9,10.8%,24,5.4%,23,6.0%,31,-6.7%,32,-7.2%
CLE,5-10,17,0.2%,18,-1.6%,20,-2.1%,20,-1.3%,16,0.5%,20,3.4%,10,2.8%,11,3.1%
HOU,5-10,18,0.1%,15,-0.7%,3,19.1%,5,16.5%,31,17.1%,29,14.4%,23,-1.9%,26,-2.8%
TB,9-6,19,-1.0%,14,1.4%,11,8.0%,6,13.5%,26,7.6%,28,9.5%,19,-1.3%,24,-2.5%
CIN,4-11,20,-5.6%,22,-8.3%,16,1.9%,16,2.4%,23,4.3%,25,8.1%,28,-3.3%,25,-2.6%
JAX,8-7,21,-8.2%,21,-5.2%,14,3.4%,14,6.9%,30,16.8%,30,15.7%,6,5.2%,9,3.6%
OAK,7-8,22,-9.7%,16,-0.8%,23,-9.3%,21,-3.2%,21,2.5%,19,2.0%,12,2.1%,7,4.3%
MIN,6-9,23,-11.0%,25,-13.2%,27,-13.7%,29,-15.4%,12,-4.6%,10,-4.6%,22,-1.8%,23,-2.4%
DAL,5-10,24,-12.3%,24,-12.6%,22,-5.0%,22,-6.7%,28,8.7%,26,8.1%,13,1.4%,14,2.2%
STL,7-8,25,-13.1%,23,-9.5%,29,-15.7%,27,-13.4%,13,-2.3%,12,-1.6%,16,0.4%,12,2.3%
SF,5-10,26,-16.4%,27,-14.4%,26,-12.9%,25,-8.9%,20,2.1%,21,4.2%,21,-1.4%,20,-1.4%
BUF,4-11,27,-17.2%,26,-13.2%,24,-9.9%,26,-9.8%,25,7.2%,18,1.6%,18,-0.2%,21,-1.8%
WAS,6-9,28,-23.3%,30,-27.8%,25,-12.5%,28,-15.3%,27,8.3%,27,9.4%,26,-2.5%,28,-3.0%
DEN,4-11,29,-24.5%,28,-22.6%,18,-0.2%,18,-0.1%,32,21.1%,31,20.4%,28,-3.3%,22,-2.0%
SEA,6-9,30,-28.2%,32,-36.2%,30,-19.2%,30,-18.5%,29,15.3%,32,21.9%,2,6.3%,8,4.3%
ARI,5-10,31,-29.0%,29,-26.2%,31,-32.5%,32,-32.2%,15,0.3%,14,-0.7%,8,3.9%,6,5.2%
CAR,2-13,32,-37.1%,31,-34.8%,32,-36.2%,31,-30.6%,17,1.0%,22,5.0%,17,0.1%,16,0.8%
