Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
PHI,7-3,1,35.3%,1,36.9%,2,26.8%,2,27.2%,7,-10.8%,6,-11.9%,24,-2.3%,24,-2.2%
PIT,7-3,2,30.7%,2,30.5%,8,8.8%,8,11.5%,1,-19.8%,1,-17.2%,10,2.2%,11,1.8%
NE,8-2,3,25.7%,3,25.8%,1,36.7%,1,36.8%,28,14.4%,28,14.2%,7,3.4%,9,3.2%
GB,7-3,4,25.2%,4,25.1%,7,14.4%,7,12.7%,3,-14.2%,4,-15.3%,27,-3.4%,26,-2.9%
TEN,5-5,5,23.8%,5,24.7%,15,4.2%,13,6.1%,6,-12.1%,7,-10.1%,2,7.6%,1,8.6%
ATL,8-2,6,18.3%,7,17.4%,5,14.7%,5,15.3%,13,-3.2%,18,-1.3%,15,0.4%,16,0.9%
BAL,7-3,7,18.0%,6,19.8%,10,8.6%,10,10.2%,9,-6.3%,9,-5.7%,9,3.1%,7,3.9%
NYG,6-4,8,15.9%,8,17.3%,12,6.3%,12,6.9%,2,-16.6%,2,-16.8%,31,-7.1%,31,-6.4%
NYJ,8-2,9,12.3%,14,8.9%,17,2.4%,19,0.1%,10,-5.8%,11,-4.9%,6,4.1%,6,3.9%
SD,5-5,10,11.1%,10,13.0%,4,15.2%,4,16.5%,4,-14.0%,5,-13.1%,32,-18.1%,32,-16.5%
IND,6-4,11,10.3%,13,10.3%,6,14.5%,6,13.3%,18,-0.8%,15,-1.9%,30,-5.0%,30,-4.9%
MIA,5-5,12,10.3%,9,13.5%,9,8.6%,9,10.3%,16,-1.9%,17,-1.8%,17,-0.3%,13,1.4%
NO,7-3,13,10.0%,12,10.6%,14,5.5%,16,5.1%,8,-7.3%,8,-9.1%,26,-2.9%,27,-3.6%
CLE,3-7,14,7.2%,11,10.8%,18,0.4%,17,2.1%,12,-3.7%,12,-4.8%,8,3.1%,8,3.9%
KC,6-4,15,2.8%,17,-1.8%,13,6.2%,14,5.7%,22,3.1%,25,5.9%,18,-0.3%,21,-1.6%
HOU,4-6,16,0.8%,15,1.0%,3,24.6%,3,24.5%,32,22.9%,32,22.7%,19,-0.9%,18,-0.7%
TB,7-3,17,-2.3%,16,-1.7%,16,3.5%,15,5.2%,24,4.7%,23,5.2%,20,-1.1%,20,-1.6%
DET,2-8,18,-5.0%,18,-4.7%,24,-10.9%,25,-11.4%,11,-4.0%,10,-5.6%,11,1.9%,14,1.2%
CHI,7-3,19,-8.1%,20,-6.7%,30,-28.0%,30,-29.2%,5,-13.8%,3,-15.7%,3,6.1%,2,6.8%
CIN,2-8,20,-8.9%,22,-10.6%,21,-4.8%,21,-4.5%,19,0.2%,19,1.9%,28,-3.9%,28,-4.3%
JAX,6-4,21,-10.0%,21,-8.4%,19,-0.6%,18,0.9%,29,14.9%,27,14.1%,4,5.4%,5,4.8%
SF,3-7,22,-10.2%,19,-6.6%,26,-13.5%,24,-10.7%,14,-2.6%,14,-2.4%,14,0.7%,12,1.6%
DAL,3-7,23,-10.8%,26,-13.9%,20,-2.9%,22,-5.3%,26,9.5%,26,10.7%,12,1.7%,10,2.1%
WAS,5-5,24,-12.9%,23,-13.1%,23,-5.2%,23,-5.9%,25,6.0%,24,5.5%,21,-1.7%,22,-1.6%
STL,4-6,25,-15.5%,24,-13.8%,27,-15.5%,27,-13.9%,15,-2.1%,16,-1.9%,23,-2.1%,23,-1.7%
MIN,3-7,26,-15.9%,27,-16.7%,25,-13.2%,26,-11.9%,20,0.3%,20,2.0%,25,-2.4%,25,-2.8%
DEN,3-7,27,-18.0%,29,-18.1%,11,7.5%,11,8.1%,31,20.8%,31,21.6%,29,-4.7%,29,-4.6%
BUF,2-8,28,-19.7%,28,-17.6%,22,-4.9%,20,-3.1%,30,16.3%,30,15.4%,13,1.5%,15,1.0%
OAK,5-5,29,-19.9%,25,-13.9%,29,-19.7%,28,-17.2%,17,-1.7%,13,-4.4%,22,-1.9%,19,-1.1%
SEA,5-5,30,-21.4%,30,-26.8%,28,-18.2%,29,-18.3%,27,11.7%,29,15.2%,1,8.4%,3,6.7%
ARI,3-7,31,-32.1%,31,-30.8%,31,-32.2%,31,-32.0%,23,4.4%,22,4.5%,5,4.5%,4,5.7%
CAR,1-9,32,-48.7%,32,-50.1%,32,-48.0%,32,-48.1%,21,0.6%,21,2.4%,16,-0.1%,17,0.4%
